city,country,macro_region,replicate,swap_fraction,n_nodes,n_edges,pc_cebh,pc_road,road_gap,pc_geometry_null,pc_geometry_null_ci_low,pc_geometry_null_ci_high,geometry_null_gap,road_minus_geometry,geometry_fraction_of_road_gap,remaining_fraction_after_geometry,threshold_boundary_hit,runtime_seconds,accepted_swaps,attempted_swaps,acceptance_rate,accepted_swaps_per_edge,target_swaps,target_swap_fraction,topology_rejects,length_rejects,crossing_rejects,degree_max_abs_drift,length_bin_tvd,length_mean_ratio,length_median_ratio,stale_index_guard_calls,max_attempts,status,full_connectivity_metrics,notes,original_connected_components,null_connected_components,delta_connected_components,original_bridge_edge_share,null_bridge_edge_share,delta_bridge_edge_share,original_articulation_point_share,null_articulation_point_share,delta_articulation_point_share,original_largest_biconnected_node_fraction,null_largest_biconnected_node_fraction,delta_largest_biconnected_node_fraction,original_cyclomatic_density,null_cyclomatic_density,delta_cyclomatic_density,original_dual_endpoint_degree_mean,null_dual_endpoint_degree_mean,delta_dual_endpoint_degree_mean,original_dual_endpoint_degree_cv,null_dual_endpoint_degree_cv,delta_dual_endpoint_degree_cv,original_angular_entropy,null_angular_entropy,delta_angular_entropy,original_straight_angle_share_10deg,null_straight_angle_share_10deg,delta_straight_angle_share_10deg,original_right_angle_share_10deg,null_right_angle_share_10deg,delta_right_angle_share_10deg,null_mobility_index,source_round
Casablanca,Morocco,Africa,0,0.005,36942,55764,0.4598827284198025,0.675,0.2151172715801975,0.675,0.65,0.675,0.21511727158019756,0.0,1.0000000000000002,0.0,False,10.72241997718811,279,136097,0.002050008449855618,0.005003227888960619,279,0.005,6490,124097,5231,0,0.0,1.003543587219685,1.0003417862787596,810,251100,pass,True,R68 full-71 low-intensity strict non-crossing geometry-null replicate,1.0,2.0,1.0,0.04970948999354422,0.04974535542644,3.586543289577776e-05,0.07054301337231336,0.07065129121325321,0.00010827784093984938,0.9200909533863895,0.9195224947214553,-0.0005684586649341572,0.509528450002707,0.5095555194629419,2.7069460234896425e-05,4.348934796642996,4.348934796642996,0.0,0.19455778380961675,0.19447004290201103,-8.774090760571562e-05,0.7675234521152026,0.7757123318591007,0.008188879743898148,0.25819540315198297,0.2546986978071369,-0.003496705344846085,0.40278911732930883,0.3970327486248217,-0.005756368704487147,0.002593507961714452,R68_computed
Bogota,Colombia,Latin America,0,0.005,40772,60476,0.4493951193413192,0.65,0.2006048806586807,0.65,0.65,0.675,0.20060488065868082,0.0,1.0000000000000004,0.0,False,12.670643329620361,302,164535,0.001835475734646124,0.004993716515642569,302,0.005,8395,149757,6081,0,0.0,1.0065422994017226,1.0002362580664883,921,271800,pass,True,R68 full-71 low-intensity strict non-crossing geometry-null replicate,1.0,9.0,8.0,0.09572392353991666,0.09608770421324161,0.00036378067332495934,0.12569900912390858,0.12587069557539488,0.00017168645148629702,0.8484744432453645,0.8410183459236731,-0.007456097321691391,0.4832973609339743,0.4834935740213872,0.00019621308741291088,4.450426615516899,4.450426615516899,0.0,0.23364890704906038,0.23366677206058664,1.7865011526257968e-05,0.7037279623540648,0.7139053552298884,0.010177392875823643,0.2828225782480754,0.27899563059180216,-0.0038269476562732274,0.4616487828077163,0.45507237761198466,-0.0065764051957316605,0.004081758596333025,R68_computed
London,United Kingdom,Europe,0,0.005,48353,62602,0.5199847165924646,0.775,0.2550152834075354,0.775,0.75,0.8,0.25501528340753543,0.0,1.0000000000000002,0.0,False,12.820701599121094,313,161942,0.0019327907522446307,0.004999840260694547,313,0.005,6651,149723,5255,0,0.0,1.0044123296953014,1.000167741127688,936,281700,pass,True,R68 full-71 low-intensity strict non-crossing geometry-null replicate,1.0,11.0,10.0,0.22459346346762085,0.22433788057889525,-0.0002555828887255973,0.23493888693566067,0.23487684321551922,-6.204372014145809e-05,0.6927181353793973,0.6932144851405291,0.0004963497611317758,0.2947076706719335,0.29491448307240503,0.00020681240047154548,3.8462668924315517,3.8462668924315517,0.0,0.26731593535045733,0.2673442090854329,2.827373497554797e-05,0.8291020455670809,0.8345404797980382,0.005438434230957356,0.23624493321815404,0.23366170509668416,-0.0025832281214698827,0.32955678118147386,0.3256279487009104,-0.003928832480563471,0.001823495886141363,R68_computed
Jakarta,Indonesia,Asia,0,0.005,50166,65445,0.512325721577254,0.7,0.1876742784227459,0.725,0.7,0.725,0.212674278422746,-0.025000000000000022,1.133209517095818,-0.13320951709581771,False,13.512893915176392,327,171271,0.0019092549234838356,0.004996561998624799,327,0.005,7123,158159,5662,0,0.0,1.0042593085294635,1.0002641820207625,972,294300,pass,True,R68 full-71 low-intensity strict non-crossing geometry-null replicate,1.0,5.0,4.0,0.21146000458400183,0.21165864466345788,0.00019864007945605278,0.23721245465056015,0.23729218992943427,7.973527887411569e-05,0.7020491966670653,0.7016903879121317,-0.0003588087549336594,0.30458876529920664,0.30466850057808076,7.973527887411569e-05,3.9037665215066086,3.9037665215066086,0.0,0.2594394401861446,0.2594587631477291,1.9322961584467002e-05,0.7571455550181809,0.7650922741344575,0.007946719116276535,0.2529571554943205,0.24959096922679486,-0.0033661862675256615,0.4244604316546763,0.41925458545024696,-0.005205846204429321,0.002450847957356478,R68_computed
Tunis,Tunisia,Africa,0,0.005,46721,67495,0.4801932298410621,0.7,0.2198067701589378,0.7,0.7,0.725,0.21980677015893785,0.0,1.0000000000000002,0.0,False,13.281014680862427,337,165724,0.0020335014843957423,0.004992962441662346,337,0.005,7579,151897,5911,0,0.0,1.0050844784034723,1.0004950767694663,995,303300,pass,True,R68 full-71 low-intensity strict non-crossing geometry-null replicate,1.0,8.0,7.0,0.08508778428031706,0.08498407289428847,-0.00010371138602859042,0.1102716123370647,0.1100575758224353,-0.00021403651462939544,0.8608548618394298,0.8597632756148199,-0.0010915862246099195,0.4446608591425697,0.4448106847028103,0.000149825560240624,4.1649899992592045,4.1649899992592045,0.0,0.20250990103738498,0.20261109554870005,0.00010119451131507251,0.7769159913953823,0.7831111339275486,0.006195142532166353,0.2521521364845829,0.24960514520696084,-0.0025469912776220627,0.39826975341140314,0.3939939384453393,-0.004275814966063829,0.0020610404144457356,R68_computed
Bangkok,Thailand,Asia,0,0.005,63366,71694,0.5689051824695883,0.85,0.2810948175304116,0.9,0.85,0.9,0.3310948175304117,-0.050000000000000044,1.1778759225775859,-0.1778759225775856,True,16.837603330612183,358,216772,0.0016515048068938792,0.004993444360755433,358,0.005,7534,202024,6856,0,0.0,1.0039170744171615,1.0007453464100147,1098,322200,pass,True,R68 full-71 low-intensity strict non-crossing geometry-null replicate,1.0,30.0,29.0,0.49545289703461937,0.4963734761625799,0.000920579127960508,0.39393365527254365,0.3935549032604236,-0.00037875201212006493,0.3866584603730707,0.3828393775841934,-0.003819082788877326,0.13144272953950067,0.13190038822081243,0.0004576586813117567,3.515524311657879,3.515524311657879,0.0,0.32528490074776106,0.325576212452211,0.00029131170444995913,0.7452228101155118,0.753117048834338,0.007894238718826219,0.27065330381444364,0.2674633592813896,-0.0031899445330540455,0.4266669840740829,0.42118377095880843,-0.0054832131152744434,0.003097972899444658,R68_computed
Addis Ababa,Ethiopia,Africa,0,0.005,51078,72263,0.482274189457948,0.7,0.2177258105420519,0.7,0.7,0.7,0.21772581054205198,0.0,1.0000000000000004,0.0,False,15.571398973464966,361,197572,0.0018271819893507177,0.0049956409227405445,361,0.005,9133,181444,6634,0,0.0,1.005444420455847,1.0002967658539292,1076,324900,pass,True,R68 full-71 low-intensity strict non-crossing geometry-null replicate,1.0,6.0,5.0,0.11361277555595534,0.11361277555595534,0.0,0.14571831316809586,0.14558126786483416,-0.00013704530326169584,0.8323740162105016,0.8324327499118994,5.8733701397861715e-05,0.4147773992717021,0.41487528877403185,9.788950232975102e-05,4.147018529537938,4.147018529537938,0.0,0.2201360148392834,0.22015063548421582,1.4620644932406002e-05,0.7961734303378334,0.8030358548842512,0.0068624245464178335,0.2354075735127271,0.2326712849877868,-0.002736288524940289,0.37481813692120824,0.3701597725543587,-0.004658364366849521,0.002064693777552457,R68_computed
Istanbul,Turkey,Middle East,0,0.005,48682,72909,0.4613033850047454,0.675,0.2136966149952546,0.675,0.675,0.675,0.21369661499525466,0.0,1.0000000000000002,0.0,False,15.754135608673096,365,204812,0.0017821221412807843,0.005006240656160419,365,0.005,9948,187103,7396,0,0.0,1.00212470032573,1.000277271626077,1087,328500,pass,True,R68 full-71 low-intensity strict non-crossing geometry-null replicate,1.0,4.0,3.0,0.0583878533514381,0.058291843256662416,-9.60100947756809e-05,0.08089232159730496,0.08083069717760158,-6.16244197033794e-05,0.9074195801322871,0.9073990386590526,-2.054147323449218e-05,0.497678813524506,0.49774043794420936,6.162441970336552e-05,4.335541565513174,4.335541565513174,0.0,0.19996118382671849,0.19995388548200407,-7.298344714412597e-06,0.8524009054776868,0.857362406308231,0.004961500830544252,0.2187029421069282,0.21597595697564062,-0.0027269851312875792,0.3055931667193926,0.3020246757355267,-0.0035684909838658574,0.0016335932762016059,R68_computed
Lima,Peru,Latin America,0,0.005,49410,75796,0.4428345242198864,0.65,0.2071654757801135,0.65,0.625,0.65,0.20716547578011363,0.0,1.0000000000000007,0.0,False,15.939325332641602,379,206407,0.001836178036597596,0.00500026386616708,379,0.005,10861,187994,7173,0,0.0,1.0038080123944235,1.0001142184156424,1057,341100,pass,True,R68 full-71 low-intensity strict non-crossing geometry-null replicate,1.0,4.0,3.0,0.059937199852234946,0.05983165338540292,-0.00010554646683202246,0.08308034810767051,0.08293867638129933,-0.00014167172637118142,0.9014571948998179,0.9017810159886662,0.0003238210888483195,0.5340416919651892,0.5341024084193483,6.071645415905991e-05,4.5163597023589634,4.5163597023589634,0.0,0.20968859264131984,0.20967316896731084,-1.542367400900191e-05,0.7068068604815122,0.7180014101885196,0.011194549707007395,0.2734676707894906,0.2692727899463079,-0.004194880843182702,0.46209124742201785,0.45551848844070786,-0.00657275898130999,0.00321903268765023,R68_computed
Seoul,South Korea,Asia,0,0.005,50914,76060,0.4516653899369949,0.675,0.2233346100630051,0.675,0.65,0.675,0.22333461006300515,0.0,1.0000000000000002,0.0,False,16.818943738937378,380,215577,0.0017627112354286403,0.004996055745464107,380,0.005,10649,196126,8422,0,0.0,1.0039027761590216,1.0000839523968559,1124,342000,pass,True,R68 full-71 low-intensity strict non-crossing geometry-null replicate,1.0,7.0,6.0,0.07985800683670786,0.07976597423087037,-9.203260583749706e-05,0.10613976509408021,0.10612012413088738,-1.9640963192832372e-05,0.8730015319951291,0.8720587657618729,-0.0009427662332561759,0.49391130141022116,0.4940291471893782,0.00011784577915702199,4.428056797265317,4.428056797265317,0.0,0.2222612729392099,0.22224618818430308,-1.5084754906802278e-05,0.8153015624287577,0.8218333429998713,0.006531780571113588,0.2428636749624404,0.2396748199217335,-0.0031888550407069005,0.3526921181242169,0.3475555080493352,-0.005136610074881698,0.0022730979269983847,R68_computed
Sao Paulo,Brazil,Latin America,0,0.005,51289,77333,0.4525467568643056,0.675,0.2224532431356944,0.65,0.65,0.675,0.1974532431356944,0.025000000000000022,0.8876168328786728,0.11238316712132741,False,17.33429217338562,387,223658,0.0017303203998962702,0.0050043319152237725,387,0.005,11308,204684,7279,0,0.0,1.001766276479315,1.0004979932700924,1152,348300,pass,True,R68 full-71 low-intensity strict non-crossing geometry-null replicate,1.0,3.0,2.0,0.0639313100487502,0.06391837895852999,-1.2931090220213992e-05,0.08959036050615142,0.08959036050615142,0.0,0.8995301136695978,0.8992376532979781,-0.00029246037161967386,0.5078086919222445,0.5078476866384605,3.899471621593431e-05,4.419432842382942,4.419432842382942,0.0,0.2121325707938297,0.2121325707938297,0.0,0.8375481174507672,0.8427093487803591,0.005161231329591898,0.2387643079515929,0.23607827532127057,-0.002686032630322327,0.32364645022354344,0.32010603684370686,-0.003540413379836571,0.0016704384002272405,R68_computed
Karachi,Pakistan,Asia,0,0.005,52156,78992,0.4466206054300997,0.675,0.2283793945699003,0.675,0.675,0.7,0.22837939456990036,0.0,1.0000000000000002,0.0,False,15.086737632751465,395,179849,0.0021962868851091747,0.0050005063803929516,395,0.005,9129,162890,7435,0,0.0,1.0027789790147257,1.0006236341458903,1119,355500,pass,True,R68 full-71 low-intensity strict non-crossing geometry-null replicate,1.0,4.0,3.0,0.07251367227060969,0.07252633178043347,1.2659509823778614e-05,0.0984354628422425,0.0984354628422425,0.0,0.8753930516143876,0.8751629726205997,-0.00023007899378790775,0.5145524963570826,0.5146100161055296,5.751974844703245e-05,4.478073728985214,4.478073728985214,0.0,0.21486469558099855,0.21483531238415046,-2.9383196848087323e-05,0.6655814396078416,0.6783583568997987,0.01277691729195718,0.28416993656214307,0.28000859407687173,-0.0041613424852713354,0.49739916094670544,0.4893252518856083,-0.008073909061097118,0.0036078439059910455,R68_computed
Riyadh,Saudi Arabia,Middle East,0,0.005,52112,79423,0.4665628855078422,0.675,0.2084371144921578,0.675,0.675,0.675,0.20843711449215785,0.0,1.0000000000000002,0.0,False,18.094051599502563,397,231841,0.0017123804676480864,0.004998552056709014,397,0.005,10950,211995,8499,0,0.0,1.0028184388969816,1.0000540693887958,1154,357300,pass,True,R68 full-71 low-intensity strict non-crossing geometry-null replicate,1.0,2.0,1.0,0.027095425758281607,0.02699469926847387,-0.0001007264898077384,0.037534540988639856,0.03734264660730734,-0.00019189438133251913,0.9487833896223519,0.9506639545594106,0.0018805649370586819,0.5241019342953638,0.5241211237334971,1.9189438133282444e-05,4.286667589992823,4.286667589992823,0.0,0.16745248193104206,0.16744429797821583,-8.183952826229524e-06,0.6422250973296001,0.6548926935833477,0.012667596253747582,0.3000587440521647,0.2957998002702226,-0.004258943781942082,0.5095929037184985,0.5024085061387534,-0.007184397579745094,0.0037548747748048137,R68_computed
Delhi,India,Asia,0,0.005,59302,85866,0.4689645379225219,0.7,0.231035462077478,0.7,0.7,0.7,0.23103546207747805,0.0,1.0000000000000002,0.0,False,17.736650943756104,429,216656,0.001980097481722177,0.004996156802459646,429,0.005,10223,197840,8164,0,0.0,1.0048147876999036,1.0003051167752863,1292,386100,pass,True,R68 full-71 low-intensity strict non-crossing geometry-null replicate,1.0,13.0,12.0,0.09817622807630494,0.0976870938438963,-0.0004891342324086362,0.1282418805436579,0.1278540352770564,-0.00038784526660148866,0.8437826717480017,0.8441030656638899,0.0003203939158882285,0.44796128292469056,0.4481636369768305,0.0002023540521399192,4.264714788158293,4.264714788158293,0.0,0.21801495867685722,0.2181735021496259,0.00015854347276866854,0.710080421726074,0.7194638466610318,0.009383424934957807,0.26945826529107525,0.26582631064408485,-0.0036319546469903985,0.4667089029312332,0.4608650059804366,-0.005843896950796568,0.0028652357068061607,R68_computed
Santiago,Chile,Latin America,0,0.005,60718,88302,0.4543405779204741,0.65,0.1956594220795258,0.65,0.65,0.65,0.1956594220795259,0.0,1.0000000000000007,0.0,False,21.310704708099365,442,271309,0.0016291387311147068,0.005005549138184865,442,0.005,13469,247577,9821,0,0.0,1.0032295085995009,1.000404039257009,1302,397800,pass,True,R68 full-71 low-intensity strict non-crossing geometry-null replicate,1.0,5.0,4.0,0.11076759303300039,0.11086951597925301,0.00010192294625262222,0.14816034783754406,0.14822622616028197,6.587832273791117e-05,0.8356829935109852,0.834777166573339,-0.0009058269376461814,0.4543133831812642,0.4543792615040021,6.587832273791117e-05,4.4019841000203845,4.4019841000203845,0.0,0.2436824030866914,0.24369919079568889,1.6787708997489936e-05,0.6666757607994958,0.6801778634794692,0.013502102679973427,0.2967656623034494,0.29238186383469167,-0.004383798468757749,0.4825316950687413,0.47405738042314977,-0.008474314645591507,0.003919120571565628,R68_computed
Athens,Greece,Europe,0,0.005,54827,88593,0.4135569642707098,0.625,0.2114430357292901,0.625,0.625,0.625,0.21144303572929019,0.0,1.0000000000000004,0.0,False,19.514379501342773,443,246402,0.0017978750172482367,0.0050003950650728615,443,0.005,14448,222818,8693,0,0.0,1.0030190535011678,1.0001586935071471,1203,398700,pass,True,R68 full-71 low-intensity strict non-crossing geometry-null replicate,1.0,5.0,4.0,0.042125224340523515,0.04204621132595126,-7.90130145722559e-05,0.06321702810658981,0.06299815784193918,-0.00021887026465063075,0.929943276123078,0.9296149707261021,-0.0003283053969759253,0.6158826855381473,0.6159556422930308,7.295675488350195e-05,4.836093145056608,4.836093145056608,0.0,0.2015517839228809,0.20150628226114684,-4.5501661734059784e-05,0.7252060051974146,0.7358507036037862,0.010644698406371611,0.2761621122013612,0.2718348255547983,-0.0043272866465629,0.4339050144242888,0.4269729532914453,-0.006932061132843503,0.0032186049802824038,R68_computed
Mexico City,Mexico,Latin America,0,0.005,59012,90635,0.4265999557561695,0.625,0.1984000442438305,0.65,0.625,0.65,0.22340004424383053,-0.025000000000000022,1.1260080364159366,-0.12600803641593658,False,19.183234453201294,453,235397,0.0019244085523604803,0.004998069178573399,453,0.005,12812,213768,8364,0,0.0,1.0018114286804847,1.0002849741922373,1218,407700,pass,True,R68 full-71 low-intensity strict non-crossing geometry-null replicate,1.0,3.0,2.0,0.08660009929938765,0.08663319909527224,3.309979588458911e-05,0.1194333355927608,0.11950111841659324,6.778282383243517e-05,0.8618586050294855,0.861621365146072,-0.0002372398834135092,0.5358910052192775,0.5359248966311937,3.389141191623146e-05,4.688233022563027,4.688233022563027,0.0,0.2408681084272422,0.24083267711443193,-3.543131281028011e-05,0.7061946888047246,0.7184463054201338,0.012251616615409189,0.2912656088939513,0.28621051591130525,-0.005055092982646059,0.4513294329729501,0.44328552803129073,-0.008043904941659352,0.0036698195775493048,R68_computed
Tokyo,Japan,Asia,0,0.005,62113,98086,0.4276266169078313,0.625,0.1973733830921686,0.625,0.625,0.625,0.19737338309216867,0.0,1.0000000000000004,0.0,False,24.21285891532898,490,301659,0.0016243506741055297,0.004995616092000897,490,0.005,16352,274181,10636,0,0.0,1.0035836484397591,1.0004345630615037,1401,441000,pass,True,R68 full-71 low-intensity strict non-crossing geometry-null replicate,1.0,2.0,1.0,0.04230980975878311,0.04233020002854638,2.0390269763269353e-05,0.06306248289408015,0.06301418382625215,-4.829906782799487e-05,0.9322203081480528,0.9321720090802248,-4.829906782799487e-05,0.5791702220147151,0.5791863217039911,1.6099689275961282e-05,4.676977346410293,4.676977346410293,0.0,0.2080095303953587,0.20799832670983817,-1.1203685520516649e-05,0.7581723684685678,0.7666932199771409,0.008520851508573069,0.26078919489216257,0.2571793541524068,-0.0036098407397557875,0.4006618041356219,0.3953778343571388,-0.005283969778483111,0.0025045214903187465,R68_computed
Tehran,Iran,Middle East,0,0.005,85612,108037,0.5095652255940534,0.7,0.1904347744059465,0.7,0.7,0.725,0.19043477440594658,0.0,1.0000000000000004,0.0,False,21.552252531051636,540,254279,0.0021236515795641795,0.004998287623684479,540,0.005,10758,232973,10008,0,0.0,1.0037318888193925,1.0004750801547677,1540,486000,pass,True,R68 full-71 low-intensity strict non-crossing geometry-null replicate,1.0,26.0,25.0,0.275692586798967,0.275637050269815,-5.553652915202267e-05,0.2825888894080269,0.28206326215951033,-0.0005256272485165692,0.6422814558706723,0.6425150679811241,0.00023361211045180852,0.2619492594496099,0.2622412745876746,0.00029201513806470514,3.924914612586429,3.924914612586429,0.0,0.2954525895009133,0.2955867808682076,0.0001341913672943118,0.7091699020059866,0.7191294256541207,0.009959523648134128,0.2835796960635418,0.2798347310134045,-0.003744965050137272,0.45454631210557594,0.4480091313001726,-0.006537180805403331,0.0030080636273993044,R68_computed
Hyderabad,India,Asia,0,0.005,98461,132094,0.4881558622014944,0.75,0.2618441377985055,0.725,0.725,0.75,0.2368441377985056,0.025000000000000022,0.9045233541976871,0.09547664580231328,False,32.23518085479736,660,399704,0.0016512219042091147,0.00499644192771814,660,0.005,18147,367822,13075,0,0.0,1.0039341546463556,1.000148108640169,1995,594000,pass,True,R68 full-71 low-intensity strict non-crossing geometry-null replicate,1.0,18.0,17.0,0.19355913213317788,0.19329416930367768,-0.0002649628295001982,0.21953870060226893,0.2193051055747961,-0.00023359502747283267,0.7269375691898315,0.7273336651059811,0.0003960959161495303,0.34159718060958144,0.3417698378038005,0.00017265719421905024,4.097052099262647,4.097052099262647,0.0,0.2587269419199935,0.2588158267942283,8.888487423480695e-05,0.7197364942872927,0.7290977473044895,0.009361253017196813,0.2619753287163985,0.25872696767899245,-0.0032483610374060556,0.4551290105617928,0.44889097480395274,-0.006238035757840044,0.0028203290836522105,R68_computed
Bengaluru,India,Asia,0,0.005,101357,136603,0.487624045120297,0.7,0.2123759548797029,0.675,0.675,0.7,0.18737595487970304,0.02499999999999991,0.8822842255651742,0.1177157744348261,False,34.29253673553467,683,420491,0.001624291601960565,0.004999890192748329,683,0.005,18923,387108,13777,0,0.0,1.0035239691680669,1.0002199356350103,2091,614700,pass,True,R68 full-71 low-intensity strict non-crossing geometry-null replicate,1.0,17.0,16.0,0.1890661259269562,0.18934430429785584,0.0002781783708996344,0.21622581568120602,0.2162751462651815,4.9330583975465414e-05,0.7332793985615201,0.7321250628964946,-0.001154335665025541,0.3477510186765591,0.3479088765452805,0.0001578578687214116,4.10152046441147,4.10152046441147,0.0,0.25884704686144844,0.25898654482438255,0.00013949796293410976,0.6949689072431923,0.7048082974005894,0.009839390157397099,0.27634040122795744,0.2728992646533876,-0.0034411365745698475,0.4675376597415578,0.4612515170985936,-0.006286142642964232,0.00300693057069026,R68_computed
Osaka,Japan,Asia,0,0.005,92460,138690,0.4467357272621854,0.625,0.1782642727378145,0.625,0.625,0.65,0.1782642727378146,0.0,1.0000000000000004,0.0,False,34.367480516433716,693,429181,0.0016147033535967342,0.004996755353666451,693,0.005,22314,390938,15236,0,0.0,1.003395853510326,1.0002436850900402,2049,623700,pass,True,R68 full-71 low-intensity strict non-crossing geometry-null replicate,1.0,8.0,7.0,0.08371908573076646,0.08361093085298146,-0.00010815487778499666,0.11287043045641358,0.11278390655418559,-8.652390222799178e-05,0.8710253082414017,0.8708847069002812,-0.00014060134112048317,0.5000108154877785,0.500086523902228,7.57084144494824e-05,4.476919749080683,4.476919749080683,0.0,0.23070317735691373,0.23070473669824115,1.5593413274228585e-06,0.720601839463063,0.7308602779225174,0.0102584384594544,0.27462860603249456,0.27071495754577196,-0.0039136484867225985,0.44180742916779403,0.43507208843879247,-0.00673534072900156,0.00303467254233029,R68_computed
Cairo,Egypt,Africa,0,0.005,118235,163341,0.4905812814983452,0.7,0.2094187185016547,0.7,0.7,0.7,0.20941871850165478,0.0,1.0000000000000004,0.0,False,34.826804399490356,817,401278,0.002035994995987819,0.005001806037675783,817,0.005,18055,365065,17341,0,0.0,1.0021928238221065,1.0004979779453538,2416,735300,pass,True,R68 full-71 low-intensity strict non-crossing geometry-null replicate,1.0,14.0,13.0,0.13733232929882883,0.1373506957836673,1.8366484838466812e-05,0.17158201886074342,0.17134520235124964,-0.0002368165094937813,0.806038820992092,0.8062840952340677,0.0002452742419757348,0.38150293906203747,0.38161288958430245,0.00010995052226497881,4.076796395271242,4.076796395271242,0.0,0.23426953650256024,0.23429312065786934,2.358415530909208e-05,0.6928231270071269,0.7030282167830577,0.01020508977593082,0.2862948034863675,0.28272373961568265,-0.003571063870684843,0.45854382287042655,0.45219459745190027,-0.006349225418526283,0.0029465480430642755,R68_computed
