city,country,macro_region,swap_fraction,n_replicates_total,n_replicates_pass,n_replicates_fail,n_nodes,n_edges,pc_cebh,pc_road,road_gap,pc_geometry_null_mean,geometry_null_gap_mean,road_minus_geometry_mean,geometry_fraction_of_road_gap_mean,remaining_fraction_after_geometry_mean,accepted_swaps_per_edge_mean,acceptance_rate_mean,length_bin_tvd_mean,degree_max_abs_drift_max,threshold_boundary_hits,null_mobility_index_mean,runtime_seconds_mean,pc_spatial_null,spatial_null_gap,road_minus_spatial,remaining_fraction_after_spatial,geometry_vs_spatial_residual_change
Buenos Aires,Argentina,Latin America,0.005,1,1,0,21642,37472,0.3806157377781841,0.575,0.1943842622218158,0.575,0.1943842622218158,0.0,1.0000000000000004,0.0,0.0049903928266438,0.0012438886486846,0.0,0,0,0.0033288753738629,10.218411922454834,0.5,0.1193842622218159,0.0749999999999999,0.3858337045537974,-0.0749999999999999
Cairo,Egypt,Africa,0.005,1,1,0,118235,163341,0.4905812814983452,0.7,0.2094187185016547,0.7,0.2094187185016547,0.0,1.0000000000000004,0.0,0.0050018060376757,0.0020359949959878,0.0,0,0,0.0029465480430642,34.82680439949036,0.6,0.1094187185016548,0.0999999999999999,0.4775122334597317,-0.0999999999999999
Casablanca,Morocco,Africa,0.005,1,1,0,36942,55764,0.4598827284198025,0.675,0.2151172715801975,0.675,0.2151172715801975,0.0,1.0000000000000002,0.0,0.0050032278889606,0.0020500084498556,0.0,0,0,0.0025935079617144,10.72241997718811,0.575,0.1151172715801974,0.1,0.4648627200662465,-0.1
Chennai,India,Asia,0.005,1,1,0,42444,56880,0.498448919501551,0.725,0.2265510804984489,0.75,0.251551080498449,-0.025,1.110350389611897,-0.1103503896118967,0.0049929676511954,0.0018236223303838,0.0,0,0,0.0030965441599398,11.927742958068848,0.6,0.1015510804984489,0.125,0.5517519480594832,-0.15
Chicago,United States,North America,0.005,1,1,0,13260,21830,0.3959947031400221,0.6,0.2040052968599778,0.6,0.2040052968599778,0.0,1.0000000000000002,0.0,0.0049931287219422,0.0015212627876791,0.0,0,0,0.0038602616316109,4.864916086196899,0.5,0.1040052968599778,0.0999999999999999,0.4901833508207217,-0.0999999999999999
Dakar,Senegal,Africa,0.005,1,1,0,28624,43129,0.4600377595972308,0.7,0.2399622404027691,0.7,0.2399622404027691,0.0,1.0000000000000002,0.0,0.0050082311205917,0.0017590006270511,0.0,0,0,0.0029476176879676,9.26554822921753,0.575,0.1149622404027691,0.125,0.5209152897980591,-0.125
Dar es Salaam,Tanzania,Africa,0.005,1,1,0,22312,29826,0.5075988359230076,0.775,0.2674011640769924,0.75,0.2424011640769924,0.025,0.9065075124624298,0.0934924875375703,0.0049956413867095,0.0021203022497972,0.0,0,0,0.0017194046847282,5.3108439445495605,0.625,0.1174011640769924,0.15,0.5609549252254219,-0.125
Delhi,India,Asia,0.005,1,1,0,59302,85866,0.4689645379225219,0.7,0.231035462077478,0.7,0.231035462077478,0.0,1.0000000000000002,0.0,0.0049961568024596,0.0019800974817221,0.0,0,0,0.0028652357068061,17.736650943756104,0.6,0.131035462077478,0.0999999999999999,0.4328339861802898,-0.0999999999999999
Dhaka,Bangladesh,Asia,0.005,1,1,0,35890,47996,0.501127631139325,0.725,0.2238723688606749,0.725,0.2238723688606749,0.0,1.0000000000000002,0.0,0.0050004167013917,0.0020656533489404,0.0,0,0,0.0031253686383481,9.252557516098022,0.625,0.1238723688606749,0.0999999999999999,0.4466830833519885,-0.0999999999999999
Dubai,United Arab Emirates,Middle East,0.005,1,1,0,15724,22720,0.4908611675236571,0.725,0.2341388324763428,0.725,0.2341388324763428,0.0,1.0000000000000004,0.0,0.0050176056338028,0.0022001350960146,0.0,0,0,0.0033051004179095,4.122533321380615,0.65,0.1591388324763429,0.0749999999999999,0.320322772633531,-0.0749999999999999
Hanoi,Vietnam,Asia,0.005,1,1,0,29320,39886,0.4889668023341342,0.75,0.2610331976658657,0.7,0.2110331976658657,0.05,0.8084534823650967,0.1915465176349036,0.0049892192749335,0.0017307207277724,0.0,0,0,0.0027697345964684,8.50075387954712,0.6,0.1110331976658657,0.15,0.5746395529047107,-0.09999999999999999
Ho Chi Minh City,Vietnam,Asia,0.005,1,1,0,40466,51958,0.5059497146863499,0.725,0.2190502853136501,0.725,0.2190502853136501,0.0,1.0000000000000002,0.0,0.0050040417260094,0.0017368765615188,0.0,0,0,0.0026943539531247,11.283889532089232,0.6,0.0940502853136501,0.125,0.5706452279713632,-0.125
Hong Kong,China,Asia,0.005,1,1,0,9035,13245,0.4651775366136339,0.675,0.2098224633863661,0.625,0.159822463386366,0.05,0.7617033029112319,0.2382966970887682,0.0049830124575311,0.0016969198333933,0.0,0,0,0.0032781249079875,2.693803548812866,0.6,0.134822463386366,0.075,0.3574450456331523,-0.024999999999999994
Hyderabad,India,Asia,0.005,1,1,0,98461,132094,0.4881558622014944,0.75,0.2618441377985055,0.725,0.2368441377985056,0.025,0.9045233541976871,0.0954766458023132,0.0049964419277181,0.0016512219042091,0.0,0,0,0.0028203290836522,32.23518085479736,0.625,0.1368441377985056,0.125,0.477383229011566,-0.1
Istanbul,Turkey,Middle East,0.005,1,1,0,48682,72909,0.4613033850047454,0.675,0.2136966149952546,0.675,0.2136966149952546,0.0,1.0000000000000002,0.0,0.0050062406561604,0.0017821221412807,0.0,0,0,0.0016335932762016,15.754135608673096,0.575,0.1136966149952545,0.1,0.4679531306671409,-0.1
Jakarta,Indonesia,Asia,0.005,1,1,0,50166,65445,0.512325721577254,0.7,0.1876742784227459,0.725,0.212674278422746,-0.025,1.133209517095818,-0.1332095170958177,0.0049965619986247,0.0019092549234838,0.0,0,0,0.0024508479573564,13.512893915176392,0.625,0.112674278422746,0.0749999999999999,0.3996285512874525,-0.0999999999999999
Johannesburg,South Africa,Africa,0.005,1,1,0,22312,32632,0.454250595097234,0.65,0.195749404902766,0.675,0.220749404902766,-0.025,1.1277143090801132,-0.1277143090801129,0.0049950968374601,0.0025714646305294,0.0,0,0,0.0022025113685897,5.251912593841553,0.575,0.1207494049027659,0.075,0.3831429272403387,-0.1
Kampala,Uganda,Africa,0.005,1,1,0,35927,41391,0.574452139397388,0.825,0.2505478606026119,0.825,0.2505478606026119,0.0,1.0,0.0,0.005001087192868,0.0016187050359712,0.0,0,0,0.0018842023568127,9.238775730133057,0.7,0.1255478606026119,0.125,0.4989066747540884,-0.125
Karachi,Pakistan,Asia,0.005,1,1,0,52156,78992,0.4466206054300997,0.675,0.2283793945699003,0.675,0.2283793945699003,0.0,1.0000000000000002,0.0,0.0050005063803929,0.0021962868851091,0.0,0,0,0.003607843905991,15.086737632751465,0.575,0.1283793945699002,0.1,0.4378678741500604,-0.1
Kuala Lumpur,Malaysia,Asia,0.005,1,1,0,37213,50999,0.4969016115517276,0.7,0.2030983884482723,0.7,0.2030983884482723,0.0,1.0000000000000004,0.0,0.005000098041138,0.0016462658816237,0.0,0,0,0.0020108651977719,11.545103549957275,0.625,0.1280983884482724,0.0749999999999999,0.3692791487565245,-0.0749999999999999
Lagos,Nigeria,Africa,0.005,1,1,0,13226,17952,0.4953369019369792,0.75,0.2546630980630208,0.725,0.2296630980630207,0.025,0.9018310851075356,0.0981689148924644,0.0050133689839572,0.0022276676319893,0.0,0,0,0.0020825139123162,3.106520652770996,0.625,0.1296630980630208,0.125,0.4908445744623219,-0.1
Lima,Peru,Latin America,0.005,1,1,0,49410,75796,0.4428345242198864,0.65,0.2071654757801135,0.65,0.2071654757801136,0.0,1.0000000000000009,0.0,0.005000263866167,0.0018361780365975,0.0,0,0,0.0032190326876502,15.939325332641602,0.55,0.1071654757801136,0.0999999999999999,0.4827059123796307,-0.0999999999999999
Lisbon,Portugal,Europe,0.005,1,1,0,26686,36745,0.4955161486076462,0.75,0.2544838513923538,0.75,0.2544838513923538,0.0,1.0,0.0,0.0050074840114301,0.0019370460048426,0.0,0,0,0.0013378832495381,7.148107767105103,0.625,0.1294838513923538,0.125,0.4911903027091476,-0.125
London,United Kingdom,Europe,0.005,1,1,0,48353,62602,0.5199847165924646,0.775,0.2550152834075354,0.775,0.2550152834075354,0.0,1.0000000000000002,0.0,0.0049998402606945,0.0019327907522446,0.0,0,0,0.0018234958861413,12.820701599121094,0.65,0.1300152834075354,0.125,0.4901667003237595,-0.125
Los Angeles,United States,North America,0.005,1,1,0,22280,34611,0.4249303262083952,0.6,0.1750696737916047,0.6,0.1750696737916047,0.0,1.0000000000000002,0.0,0.0049984109098263,0.0020047279132288,0.0,0,0,0.0034741579059455,6.70653510093689,0.525,0.1000696737916048,0.0749999999999999,0.4284008667844819,-0.0749999999999999
Manila,Philippines,Asia,0.005,1,1,0,25142,36895,0.4492979529208324,0.65,0.2007020470791676,0.65,0.2007020470791676,0.0,1.0,0.0,0.0049871256267786,0.0018077497445571,0.0,0,0,0.0030009198587562,7.598220348358154,0.575,0.1257020470791675,0.075,0.3736882662209023,-0.075
Melbourne,Australia,Oceania,0.005,1,1,0,35052,51621,0.4686087256486138,0.7,0.2313912743513861,0.7,0.2313912743513861,0.0,1.0000000000000004,0.0,0.0049979659440925,0.0026496323378383,0.0,0,0,0.0020358615484105,8.21595811843872,0.6,0.1313912743513862,0.0999999999999999,0.4321684137844455,-0.0999999999999999
Mexico City,Mexico,Latin America,0.005,1,1,0,59012,90635,0.4265999557561695,0.625,0.1984000442438305,0.65,0.2234000442438305,-0.025,1.1260080364159366,-0.1260080364159365,0.0049980691785733,0.0019244085523604,0.0,0,0,0.0036698195775493,19.18323445320129,0.525,0.0984000442438305,0.0999999999999999,0.5040321456637458,-0.12499999999999989
Miami,United States,North America,0.005,1,1,0,17983,28736,0.4188310741874362,0.6,0.1811689258125637,0.625,0.2061689258125638,-0.025,1.137992759452937,-0.1379927594529366,0.005011135857461,0.0027078357998458,0.0,0,0,0.002559857708728,4.50200343132019,0.525,0.1061689258125638,0.0749999999999999,0.4139782783588092,-0.0999999999999999
Milan,Italy,Europe,0.005,1,1,0,25735,38172,0.4648772408417771,0.65,0.1851227591582229,0.65,0.1851227591582229,0.0,1.0,0.0,0.0050036676097663,0.0020287422859995,0.0,0,0,0.0020338336689675,7.236681461334228,0.6,0.1351227591582228,0.05,0.2700910478395876,-0.05
Montevideo,Uruguay,Latin America,0.005,1,1,0,13761,22450,0.4069683126676818,0.6,0.1930316873323181,0.575,0.1680316873323181,0.025,0.8704875849892945,0.129512415010706,0.0049888641425389,0.0014924776461495,0.0,0,0,0.0027101868253767,5.36918568611145,0.525,0.1180316873323182,0.0749999999999999,0.3885372450321174,-0.0499999999999999
Montreal,Canada,North America,0.005,1,1,0,20313,32065,0.4231662575553621,0.625,0.2018337424446379,0.625,0.2018337424446379,0.0,1.0000000000000002,0.0,0.0049898643380633,0.0019080783266153,0.0,0,0,0.0030618555956337,6.292649030685425,0.525,0.1018337424446379,0.0999999999999999,0.495457294646506,-0.0999999999999999
Mumbai,India,Asia,0.005,1,1,0,18270,24999,0.4825037154272258,0.725,0.2424962845727741,0.725,0.2424962845727741,0.0,1.0000000000000002,0.0,0.0050002000080003,0.0019179133103183,0.0,0,0,0.0025642003721094,4.904281377792358,0.625,0.1424962845727742,0.0999999999999999,0.4123774521996421,-0.0999999999999999
Nairobi,Kenya,Africa,0.005,1,1,0,22960,28157,0.5433092136999518,0.825,0.2816907863000482,0.775,0.2316907863000482,0.0499999999999999,0.8225004067163861,0.1774995932836138,0.0050076357566502,0.0020293025531792,0.0,0,0,0.0019439287392188,5.29858660697937,0.675,0.1316907863000482,0.1499999999999999,0.5324987798508419,-0.1
New York City,United States,North America,0.005,1,1,0,20109,34130,0.3876426827190641,0.575,0.1873573172809358,0.575,0.1873573172809358,0.0,1.0000000000000002,0.0,0.0050102549077058,0.0021135116428536,0.0,0,0,0.004768458288639,6.672574281692505,0.5,0.1123573172809359,0.0749999999999999,0.4003046216099479,-0.0749999999999999
Osaka,Japan,Asia,0.005,1,1,0,92460,138690,0.4467357272621854,0.625,0.1782642727378145,0.625,0.1782642727378146,0.0,1.0000000000000004,0.0,0.0049967553536664,0.0016147033535967,0.0,0,0,0.0030346725423302,34.36748051643372,0.525,0.0782642727378146,0.0999999999999999,0.5609649003930072,-0.0999999999999999
Panama City,Panama,Latin America,0.005,1,1,0,9245,12302,0.4936399020906064,0.725,0.2313600979093936,0.7,0.2063600979093935,0.025,0.8919433375681287,0.1080566624318712,0.0050398309218013,0.0018778205167035,0.0,0,0,0.0097734942959217,3.328718662261963,0.625,0.1313600979093936,0.0999999999999999,0.4322266497274845,-0.0749999999999999
Paris,France,Europe,0.005,1,1,0,36946,55181,0.453974052043998,0.65,0.196025947956002,0.675,0.221025947956002,-0.025,1.127534136478765,-0.1275341364787648,0.0050017216070748,0.0017717862301396,0.0,0,0,0.0014930790435844,11.830498695373535,0.575,0.1210259479560019,0.075,0.3826024094362946,-0.1
Prague,Czechia,Europe,0.005,1,1,0,19787,27325,0.4768012005095185,0.7,0.2231987994904814,0.7,0.2231987994904814,0.0,1.0000000000000002,0.0,0.0050137236962488,0.0018866365539275,0.0,0,0,0.0015462637768074,5.40482497215271,0.625,0.1481987994904814,0.0749999999999999,0.3360233127203644,-0.0749999999999999
Quito,Ecuador,Latin America,0.005,1,1,0,26144,35253,0.4811776588774842,0.725,0.2438223411225157,0.725,0.2438223411225157,0.0,1.0000000000000004,0.0,0.0049924829092559,0.0015661846496106,0.0,0,0,0.0025887762812087,8.106471061706543,0.6,0.1188223411225157,0.125,0.5126683610063036,-0.125
Rio de Janeiro,Brazil,Latin America,0.005,1,1,0,14909,20774,0.479348377866999,0.7,0.2206516221330009,0.725,0.2456516221330009,-0.025,1.1133007759395983,-0.1133007759395982,0.0050062578222778,0.0016357087809251,0.0,0,0,0.0025012048810462,4.598162651062012,0.6,0.1206516221330009,0.0999999999999999,0.4532031037583923,-0.12499999999999989
Riyadh,Saudi Arabia,Middle East,0.005,1,1,0,52112,79423,0.4665628855078422,0.675,0.2084371144921578,0.675,0.2084371144921578,0.0,1.0000000000000002,0.0,0.004998552056709,0.001712380467648,0.0,0,0,0.0037548747748048,18.094051599502563,0.575,0.1084371144921577,0.1,0.4797610072641956,-0.1
Rome,Italy,Europe,0.005,1,1,0,25843,37062,0.4705329710788918,0.675,0.2044670289211081,0.675,0.2044670289211082,0.0,1.0000000000000009,0.0,0.0049916356375802,0.0019829360315554,0.0,0,0,0.0017998367552484,6.8935158252716064,0.6,0.1294670289211081,0.075,0.366807305782969,-0.075
San Francisco,United States,North America,0.005,1,1,0,11502,18546,0.4019767215033488,0.6,0.1980232784966512,0.6,0.1980232784966512,0.0,1.0,0.0,0.0050145583953413,0.0019812104556784,0.0,0,0,0.0039178085035397,3.508579969406128,0.525,0.1230232784966512,0.0749999999999999,0.3787433506271753,-0.0749999999999999
Santiago,Chile,Latin America,0.005,1,1,0,60718,88302,0.4543405779204741,0.65,0.1956594220795258,0.65,0.1956594220795259,0.0,1.0000000000000009,0.0,0.0050055491381848,0.0016291387311147,0.0,0,0,0.0039191205715656,21.310704708099365,0.55,0.0956594220795259,0.0999999999999999,0.5110921770961532,-0.0999999999999999
Sao Paulo,Brazil,Latin America,0.005,1,1,0,51289,77333,0.4525467568643056,0.675,0.2224532431356944,0.65,0.1974532431356944,0.025,0.8876168328786728,0.1123831671213274,0.0050043319152237,0.0017303203998962,0.0,0,0,0.0016704384002272,17.33429217338562,0.575,0.1224532431356943,0.1,0.4495326684853096,-0.07500000000000001
Seattle,United States,North America,0.005,1,1,0,17570,26501,0.4417716876708675,0.65,0.2082283123291324,0.65,0.2082283123291325,0.0,1.0000000000000009,0.0,0.0050186785404324,0.002337762778598,0.0,0,0,0.0024748344432109,4.414321184158325,0.55,0.1082283123291325,0.0999999999999999,0.480242090431664,-0.0999999999999999
Seoul,South Korea,Asia,0.005,1,1,0,50914,76060,0.4516653899369949,0.675,0.2233346100630051,0.675,0.2233346100630051,0.0,1.0000000000000002,0.0,0.0049960557454641,0.0017627112354286,0.0,0,0,0.0022730979269983,16.818943738937378,0.55,0.0983346100630051,0.125,0.5596982929100696,-0.125
Singapore,Singapore,Asia,0.005,1,1,0,13478,19430,0.4668204315025708,0.675,0.2081795684974292,0.675,0.2081795684974292,0.0,1.0000000000000002,0.0,0.0049922799794132,0.0025710347752332,0.0,0,0,0.0016649221636152,3.251999616622925,0.6,0.1331795684974291,0.075,0.3602659018909737,-0.075
Sydney,Australia,Oceania,0.005,1,1,0,22215,31013,0.487296324811841,0.7,0.2127036751881589,0.725,0.237703675188159,-0.025,1.1175344054487302,-0.1175344054487299,0.0049979041047302,0.002088526578185,0.0,0,0,0.001681096003388,5.672560214996338,0.625,0.137703675188159,0.0749999999999999,0.3526032163461892,-0.0999999999999999
Taipei,Taiwan,Asia,0.005,1,1,0,16388,24900,0.431684610183596,0.6,0.1683153898164039,0.6,0.1683153898164039,0.0,1.0000000000000004,0.0,0.0049799196787148,0.0016517916611162,0.0,0,0,0.0024685047913944,5.442280292510986,0.55,0.118315389816404,0.0499999999999999,0.2970613682714292,-0.0499999999999999
Tehran,Iran,Middle East,0.005,1,1,0,85612,108037,0.5095652255940534,0.7,0.1904347744059465,0.7,0.1904347744059465,0.0,1.0000000000000004,0.0,0.0049982876236844,0.0021236515795641,0.0,0,0,0.0030080636273993,21.55225253105164,0.6,0.0904347744059466,0.0999999999999999,0.5251141778698029,-0.0999999999999999
Tel Aviv,Israel,Middle East,0.005,1,1,0,21205,30263,0.4704556407107436,0.675,0.2045443592892564,0.7,0.2295443592892563,-0.0249999999999999,1.122222876675109,-0.1222228766751087,0.0049895912500413,0.0020283430720666,0.0,0,0,0.0016578741564611,5.860970973968506,0.6,0.1295443592892564,0.075,0.3666686300253277,-0.0999999999999999
Tokyo,Japan,Asia,0.005,1,1,0,62113,98086,0.4276266169078313,0.625,0.1973733830921686,0.625,0.1973733830921686,0.0,1.0000000000000004,0.0,0.0049956160920008,0.0016243506741055,0.0,0,0,0.0025045214903187,24.21285891532898,0.525,0.0973733830921687,0.0999999999999999,0.506653928880078,-0.0999999999999999
Toronto,Canada,North America,0.005,1,1,0,12443,18430,0.4503249767873723,0.65,0.1996750232126277,0.65,0.1996750232126277,0.0,1.0,0.0,0.004991861096039,0.0016698126905764,0.0,0,0,0.0039549510217479,3.985116481781006,0.575,0.1246750232126276,0.075,0.3756103231806559,-0.075
Tunis,Tunisia,Africa,0.005,1,1,0,46721,67495,0.4801932298410621,0.7,0.2198067701589378,0.7,0.2198067701589378,0.0,1.0000000000000002,0.0,0.0049929624416623,0.0020335014843957,0.0,0,0,0.0020610404144457,13.281014680862429,0.6,0.1198067701589378,0.0999999999999999,0.4549450407177723,-0.0999999999999999
Vancouver,Canada,North America,0.005,1,1,0,14876,22751,0.4277066531310511,0.625,0.1972933468689489,0.6,0.1722933468689488,0.025,0.8732851340567194,0.1267148659432806,0.0050107687574172,0.0024507169421931,0.0,0,0,0.0034734481547296,3.71443772315979,0.55,0.1222933468689489,0.0749999999999999,0.3801445978298413,-0.0499999999999999
Vienna,Austria,Europe,0.005,1,1,0,17629,26142,0.4456985030858935,0.675,0.2293014969141065,0.675,0.2293014969141065,0.0,1.0000000000000002,0.0,0.0050110932598883,0.0020604935747204,0.0,0,0,0.0020693804103987,4.944962739944458,0.6,0.1543014969141065,0.075,0.3270802895285683,-0.075
Warsaw,Poland,Europe,0.005,1,1,0,17582,24341,0.4800796812749004,0.7,0.2199203187250994,0.675,0.1949203187250996,0.0249999999999999,0.8863224637681169,0.1136775362318837,0.0050121194692083,0.0025896287491244,0.0,0,0,0.0019172111015485,3.845946788787842,0.6,0.1199203187250995,0.0999999999999999,0.4547101449275365,-0.075
