city,country,macro_region,replicate,swap_fraction,n_nodes,n_edges,pc_cebh,pc_road,road_gap,pc_geometry_null,pc_geometry_null_ci_low,pc_geometry_null_ci_high,geometry_null_gap,road_minus_geometry,geometry_fraction_of_road_gap,remaining_fraction_after_geometry,threshold_boundary_hit,runtime_seconds,accepted_swaps,attempted_swaps,acceptance_rate,accepted_swaps_per_edge,target_swaps,target_swap_fraction,topology_rejects,length_rejects,crossing_rejects,degree_max_abs_drift,length_bin_tvd,length_mean_ratio,length_median_ratio,stale_index_guard_calls,max_attempts,status,source_round,full_connectivity_metrics,notes,original_connected_components,null_connected_components,delta_connected_components,original_bridge_edge_share,null_bridge_edge_share,delta_bridge_edge_share,original_articulation_point_share,null_articulation_point_share,delta_articulation_point_share,original_largest_biconnected_node_fraction,null_largest_biconnected_node_fraction,delta_largest_biconnected_node_fraction,original_cyclomatic_density,null_cyclomatic_density,delta_cyclomatic_density,original_dual_endpoint_degree_mean,null_dual_endpoint_degree_mean,delta_dual_endpoint_degree_mean,original_dual_endpoint_degree_cv,null_dual_endpoint_degree_cv,delta_dual_endpoint_degree_cv,original_angular_entropy,null_angular_entropy,delta_angular_entropy,original_straight_angle_share_10deg,null_straight_angle_share_10deg,delta_straight_angle_share_10deg,original_right_angle_share_10deg,null_right_angle_share_10deg,delta_right_angle_share_10deg,null_mobility_index
Hong Kong,China,Asia,1,0.02,9035,13245,0.4651775366136339,0.675,0.2098224633863661,0.65,0.65,0.7,0.1848224633863661,0.025,0.8808516514556161,0.1191483485443841,False,10.111193418502808,265,165414,0.0016020409397028,0.020007550018875,265,0.02,7610,151136,6403,0,0.0,1.0180775914429885,1.0013362376335426,899,238500,pass,R81_computed,True,R81 full-71 higher-intensity strict non-crossing geometry-null replicate,1.0,7.0,6.0,0.0914307285768214,0.0906757266893167,-0.0007550018875047,0.1147758716104039,0.116104039845047,0.001328168234643,0.8293303818483675,0.8298837852794687,0.0005534034311012,0.466076369673492,0.4667404537908135,0.0006640841173215,4.299433748584372,4.299433748584372,0.0,0.2304315171737292,0.2302896743693898,-0.0001418428043394,0.9033905113328412,0.9166098478031892,0.013219336470348,0.2017349769957503,0.1912338004425245,-0.0105011765532258,0.2531872300073754,0.2421943595687142,-0.0109928704386612,0.0053357081450691
Hong Kong,China,Asia,2,0.02,9035,13245,0.4651775366136339,0.675,0.2098224633863661,0.65,0.625,0.6756249999999998,0.1848224633863661,0.025,0.8808516514556161,0.1191483485443841,False,10.79908013343811,265,175995,0.0015057245944487,0.020007550018875,265,0.02,8366,160326,7038,0,0.0,1.0181575413341608,1.002065487940407,896,238500,pass,R81_computed,True,R81 full-71 higher-intensity strict non-crossing geometry-null replicate,1.0,5.0,4.0,0.0914307285768214,0.0899962249905624,-0.0014345035862589,0.1147758716104039,0.1142224681793027,-0.0005534034311012,0.8293303818483675,0.8332042058660764,0.0038738240177088,0.466076369673492,0.4665190924183729,0.0004427227448809,4.299433748584372,4.299433748584372,0.0,0.2304315171737292,0.2300589932912655,-0.0003725238824636,0.9033905113328412,0.9170367449063372,0.0136462335734959,0.2017349769957503,0.1910581954834404,-0.0106767815123099,0.2531872300073754,0.2413865767569276,-0.0118006532504477,0.0059979141959032
Auckland,New Zealand,Oceania,0,0.01,12533,16775,0.5044505924099357,0.725,0.2205494075900642,0.8,0.725,0.8,0.2955494075900643,-0.075,1.3400598569704745,-0.3400598569704743,False,4.412336587905884,168,63849,0.00263120800639,0.0100149031296572,168,0.01,2727,58838,2116,0,0.0,1.0092475520694877,1.000147411147041,485,151200,pass,R81_computed,True,R81 full-71 higher-intensity strict non-crossing geometry-null replicate,1.0,10.0,9.0,0.1795529061102831,0.178956780923994,-0.0005961251862891,0.2025053857815367,0.2013085454400383,-0.0011968403414984,0.7164286284209687,0.7153115774355701,-0.0011170509853986,0.3385462379318599,0.3392643421367589,0.000718104204899,3.964709388971684,3.964709388971684,0.0,0.2553195356597317,0.2554977162683248,0.000178180608593,0.8838509047314155,0.8915220493414928,0.0076711446100773,0.2097792746737234,0.2052384675527756,-0.0045408071209478,0.269140554519757,0.2640885307030733,-0.0050520238166837,0.0028819988658421
Auckland,New Zealand,Oceania,1,0.01,12533,16775,0.5044505924099357,0.725,0.2205494075900642,0.75,0.725,0.75,0.2455494075900642,-0.025,1.1133532856568251,-0.1133532856568247,False,4.688943147659302,168,66433,0.0025288636671533,0.0100149031296572,168,0.01,2815,61211,2239,0,0.0,1.0102876552500095,1.0013445125532254,509,151200,pass,R81_computed,True,R81 full-71 higher-intensity strict non-crossing geometry-null replicate,1.0,6.0,5.0,0.1795529061102831,0.1802086438152011,0.000655737704918,0.2025053857815367,0.2028245432059363,0.0003191574243995,0.7164286284209687,0.7314290273677492,0.0150003989467805,0.3385462379318599,0.3389451847123593,0.0003989467804994,3.964709388971684,3.964709388971684,0.0,0.2553195356597317,0.2552303987088661,-8.913695086554263e-05,0.8838509047314155,0.8909343120413283,0.0070834073099128,0.2097792746737234,0.2062609009442473,-0.0035183737294761,0.269140554519757,0.2646598905394839,-0.004480663980273,0.0044368198708228
Auckland,New Zealand,Oceania,2,0.01,12533,16775,0.5044505924099357,0.725,0.2205494075900642,0.75,0.725,0.75,0.2455494075900642,-0.025,1.1133532856568251,-0.1133532856568247,False,4.947023630142212,168,68009,0.002470261288947,0.0100149031296572,168,0.01,2809,62847,2185,0,0.0,1.0079336743160623,1.0011442385575309,500,151200,pass,R81_computed,True,R81 full-71 higher-intensity strict non-crossing geometry-null replicate,1.0,5.0,4.0,0.1795529061102831,0.1797913561847988,0.0002384500745156,0.2025053857815367,0.2034628580547355,0.0009574722731987,0.7164286284209687,0.7090082183036783,-0.0074204101172903,0.3385462379318599,0.3388653953562595,0.0003191574243995,3.964709388971684,3.964709388971684,0.0,0.2553195356597317,0.2552749710749056,-4.456458482604564e-05,0.8838509047314155,0.8913292650093863,0.0074783602779707,0.2097792746737234,0.2056293979671618,-0.0041498767065616,0.269140554519757,0.2643591748361099,-0.0047813796836471,0.0035751355904548
Auckland,New Zealand,Oceania,0,0.02,12533,16775,0.5044505924099357,0.725,0.2205494075900642,0.775,0.75,0.775,0.2705494075900643,-0.05,1.2267065713136498,-0.2267065713136495,False,9.52712893486023,336,145624,0.0023073119815415,0.0200298062593144,336,0.02,6079,134479,4730,0,0.0,1.0190324852496442,1.0016163525092607,1011,302400,pass,R81_computed,True,R81 full-71 higher-intensity strict non-crossing geometry-null replicate,1.0,15.0,14.0,0.1795529061102831,0.1798509687034277,0.0002980625931445,0.2025053857815367,0.2025851751376366,7.978935609989635e-05,0.7164286284209687,0.7120402138354743,-0.0043884145854943,0.3385462379318599,0.3396632889172584,0.0011170509853985,3.964709388971684,3.964709388971684,0.0,0.2553195356597317,0.2556609394029954,0.0003414037432637,0.8838509047314155,0.8981410532172748,0.0142901484858593,0.2097792746737234,0.2022012389486979,-0.0075780357250255,0.269140554519757,0.2588260058940277,-0.0103145486257292,0.0052784284816218
Auckland,New Zealand,Oceania,1,0.02,12533,16775,0.5044505924099357,0.725,0.2205494075900642,0.725,0.725,0.8,0.2205494075900642,0.0,1.0000000000000002,0.0,False,9.605963945388794,336,145378,0.002311216277566,0.0200298062593144,336,0.02,6160,134097,4785,0,0.0,1.0160488345969,1.0013445125532254,995,302400,pass,R81_computed,True,R81 full-71 higher-intensity strict non-crossing geometry-null replicate,1.0,7.0,6.0,0.1795529061102831,0.1807451564828614,0.0011922503725782,0.2025053857815367,0.205377802601133,0.0028724168195962,0.7164286284209687,0.7078113779621799,-0.0086172504587888,0.3385462379318599,0.3390249740684593,0.0004787361365993,3.964709388971684,3.964709388971684,0.0,0.2553195356597317,0.2555125590437094,0.0001930233839777,0.8838509047314155,0.8980045019507051,0.0141535972192896,0.2097792746737234,0.2025620977927467,-0.0072171768809767,0.269140554519757,0.2582245744872797,-0.0109159800324773,0.006424095969101
Auckland,New Zealand,Oceania,2,0.02,12533,16775,0.5044505924099357,0.725,0.2205494075900642,0.75,0.725,0.8,0.2455494075900642,-0.025,1.1133532856568251,-0.1133532856568247,False,8.973870754241943,336,139662,0.0024058083086308,0.0200298062593144,336,0.02,5888,128883,4555,0,0.0,1.0171771520337232,1.000207973480928,984,302400,pass,R81_computed,True,R81 full-71 higher-intensity strict non-crossing geometry-null replicate,1.0,12.0,11.0,0.1795529061102831,0.1813412816691505,0.0017883755588673,0.2025053857815367,0.2039415941913348,0.0014362084097981,0.7164286284209687,0.7172265219819676,0.0007978935609989,0.3385462379318599,0.3394239208489587,0.0008776829170988,3.964709388971684,3.964709388971684,0.0,0.2553195356597317,0.255972258188015,0.0006527225282833,0.8838509047314155,0.8971776682786505,0.013326763547235,0.2097792746737234,0.2027725987851085,-0.0070066758886148,0.269140554519757,0.2592770794490888,-0.0098634750706682,0.0048884845765975
Lagos,Nigeria,Africa,0,0.01,13226,17952,0.4953369019369792,0.75,0.2546630980630208,0.725,0.7,0.775,0.2296630980630207,0.025,0.9018310851075356,0.0981689148924644,False,7.025107383728027,180,106467,0.0016906647130096,0.0100267379679144,180,0.01,4525,98045,3717,0,0.0,1.0055263985747618,1.0006128599593072,563,162000,pass,R81_computed,True,R81 full-71 higher-intensity strict non-crossing geometry-null replicate,1.0,4.0,3.0,0.1714572192513369,0.1715686274509804,0.0001114081996435,0.1963556630878572,0.1958264025404506,-0.0005292605474066,0.7547255406018448,0.755179192499622,0.0004536518977771,0.3574020867987297,0.3576289127476183,0.0002268259488885,4.037655971479501,4.037655971479501,0.0,0.2443107793794557,0.244366715994756,5.593661530034488e-05,0.8008879437029025,0.8144515404267746,0.013563596723872,0.2300921582694111,0.2237459301363059,-0.0063462281331052,0.3808840571712378,0.3718889685999669,-0.0089950885712709,0.0042856048675822
Lagos,Nigeria,Africa,1,0.01,13226,17952,0.4953369019369792,0.75,0.2546630980630208,0.75,0.7,0.75,0.2546630980630208,0.0,1.0,0.0,False,7.489274024963379,180,111919,0.0016083060070229,0.0100267379679144,180,0.01,4886,103054,3799,0,0.0,1.0037070706978677,1.0004406881104575,551,162000,pass,R81_computed,True,R81 full-71 higher-intensity strict non-crossing geometry-null replicate,1.0,5.0,4.0,0.1714572192513369,0.1712901069518716,-0.0001671122994652,0.1963556630878572,0.1963556630878572,0.0,0.7547255406018448,0.7538938454559202,-0.0008316951459246,0.3574020867987297,0.3577045213972478,0.000302434598518,4.037655971479501,4.037655971479501,0.0,0.2443107793794557,0.2446322402507873,0.0003214608713316,0.8008879437029025,0.8141256966385675,0.0132377529356649,0.2300921582694111,0.22449092213454,-0.0056012361348711,0.3808840571712378,0.3715026764527344,-0.0093813807185034,0.004174168176347
Lagos,Nigeria,Africa,2,0.01,13226,17952,0.4953369019369792,0.75,0.2546630980630208,0.725,0.725,0.75,0.2296630980630207,0.025,0.9018310851075356,0.0981689148924644,False,7.951030254364014,180,123894,0.0014528548597995,0.0100267379679144,180,0.01,5299,114244,4171,0,0.0,1.0035084372796548,1.0000459921845537,565,162000,pass,R81_computed,True,R81 full-71 higher-intensity strict non-crossing geometry-null replicate,1.0,2.0,1.0,0.1714572192513369,0.1709558823529411,-0.0005013368983957,0.1963556630878572,0.1959020111900801,-0.0004536518977771,0.7547255406018448,0.7557840616966581,0.0010585210948133,0.3574020867987297,0.3574776954483593,7.560864962952163e-05,4.037655971479501,4.037655971479501,0.0,0.2443107793794557,0.2443946795014042,8.390012194853247e-05,0.8008879437029025,0.8139492293131165,0.013061285610214,0.2300921582694111,0.2241322222835384,-0.0059599359858727,0.3808840571712378,0.3724408145245847,-0.008443242646653,0.0042111391619608
Lagos,Nigeria,Africa,0,0.02,13226,17952,0.4953369019369792,0.75,0.2546630980630208,0.725,0.7,0.75,0.2296630980630207,0.025,0.9018310851075356,0.0981689148924644,False,13.222553968429564,359,211056,0.0017009703585778,0.0199977718360071,359,0.02,9211,194258,7228,0,0.0,1.009267227031171,1.0001161676188404,1077,323100,pass,R81_computed,True,R81 full-71 higher-intensity strict non-crossing geometry-null replicate,1.0,10.0,9.0,0.1714572192513369,0.1709001782531194,-0.0005570409982174,0.1963556630878572,0.1952215333434145,-0.0011341297444427,0.7547255406018448,0.7507938908211099,-0.0039316497807349,0.3574020867987297,0.3580825646453954,0.0006804778466656,4.037655971479501,4.037655971479501,0.0,0.2443107793794557,0.2447299923568465,0.0004192129773908,0.8008879437029025,0.8234399918226938,0.0225520481197912,0.2300921582694111,0.2195794934054412,-0.0105126648639699,0.3808840571712378,0.3648253407648584,-0.0160587164063793,0.0078208928447908
Lagos,Nigeria,Africa,1,0.02,13226,17952,0.4953369019369792,0.75,0.2546630980630208,0.725,0.725,0.75,0.2296630980630207,0.025,0.9018310851075356,0.0981689148924644,False,12.46647334098816,359,201416,0.0017823807443301,0.0199977718360071,359,0.02,8826,185441,6790,0,0.0,1.0085498843533645,1.0000459921845537,1093,323100,pass,R81_computed,True,R81 full-71 higher-intensity strict non-crossing geometry-null replicate,1.0,10.0,9.0,0.1714572192513369,0.1699532085561497,-0.0015040106951871,0.1963556630878572,0.1957507938908211,-0.0006048691970361,0.7547255406018448,0.7539694541055497,-0.0007560864962951,0.3574020867987297,0.3580825646453954,0.0006804778466656,4.037655971479501,4.037655971479501,0.0,0.2443107793794557,0.2447858331767727,0.000475053797317,0.8008879437029025,0.8266219409799488,0.0257339972770462,0.2300921582694111,0.2186965399260526,-0.0113956183433585,0.3808840571712378,0.3612383422548424,-0.0196457149163953,0.0085200424179026
Lagos,Nigeria,Africa,2,0.02,13226,17952,0.4953369019369792,0.75,0.2546630980630208,0.725,0.7,0.75,0.2296630980630207,0.025,0.9018310851075356,0.0981689148924644,False,13.734928131103516,359,214597,0.0016729031626723,0.0199977718360071,359,0.02,9255,197624,7359,0,0.0,1.008503291241428,1.0005605241927695,1106,323100,pass,R81_computed,True,R81 full-71 higher-intensity strict non-crossing geometry-null replicate,1.0,7.0,6.0,0.1714572192513369,0.1715129233511586,5.570409982175173e-05,0.1963556630878572,0.1971117495841524,0.0007560864962951,0.7547255406018448,0.7493573264781491,-0.0053682141236957,0.3574020867987297,0.3578557386965069,0.0004536518977771,4.037655971479501,4.037655971479501,0.0,0.2443107793794557,0.2443387492878062,2.796990835049473e-05,0.8008879437029025,0.8261177238895245,0.025229780186622,0.2300921582694111,0.218337840075051,-0.0117543181943601,0.3808840571712378,0.3633077644721594,-0.0175762926990784,0.0086771993999818
Toronto,Canada,North America,0,0.01,12443,18430,0.4503249767873723,0.65,0.1996750232126277,0.65,0.65,0.7,0.1996750232126277,0.0,1.0,0.0,False,7.123107671737671,184,110779,0.0016609646232589,0.0099837221920781,184,0.01,5662,101494,3439,0,0.0,1.0072071716639286,1.0001498140895748,539,165600,pass,R81_computed,True,R81 full-71 higher-intensity strict non-crossing geometry-null replicate,1.0,1.0,0.0,0.0917525773195876,0.0920238741182854,0.0002712967986977,0.1258538937555252,0.1257735272844169,-8.03664711082619e-05,0.8551796190629269,0.8288194165394197,-0.0263602025235072,0.4812344289962227,0.4812344289962227,0.0,4.441237113402062,4.441237113402062,0.0,0.2351769192259942,0.2350365141032117,-0.0001404051227824,0.7133388121892772,0.7348096045759884,0.0214707923867112,0.2811904412842692,0.2731759761520793,-0.0080144651321898,0.4555783609441431,0.4399159458534916,-0.0156624150906514,0.0102656483432665
Toronto,Canada,North America,1,0.01,12443,18430,0.4503249767873723,0.65,0.1996750232126277,0.65,0.625,0.675,0.1996750232126277,0.0,1.0,0.0,False,7.907270669937134,184,122877,0.0014974323917413,0.0099837221920781,184,0.01,6338,112670,3685,0,0.0,1.0066585400181305,1.0000300952508685,528,165600,pass,R81_computed,True,R81 full-71 higher-intensity strict non-crossing geometry-null replicate,1.0,3.0,2.0,0.0917525773195876,0.0915897992403689,-0.0001627780792186,0.1258538937555252,0.1256127943422004,-0.0002410994133247,0.8551796190629269,0.8542152214096279,-0.000964397653299,0.4812344289962227,0.4813951619384393,0.0001607329422165,4.441237113402062,4.441237113402062,0.0,0.2351769192259942,0.2351652220008869,-1.1697225107326624e-05,0.7133388121892772,0.7362292961783932,0.0228904839891159,0.2811904412842692,0.2728827640130968,-0.0083076772711723,0.4555783609441431,0.4386453599179006,-0.0169330010262425,0.0070713482046247
Toronto,Canada,North America,2,0.01,12443,18430,0.4503249767873723,0.65,0.1996750232126277,0.675,0.625,0.675,0.2246750232126277,-0.025,1.1252034410602187,-0.1252034410602186,False,8.164838314056396,184,121188,0.0015183021421262,0.0099837221920781,184,0.01,6142,111131,3731,0,0.0,1.0066641374230254,1.0001083186315023,527,165600,pass,R81_computed,True,R81 full-71 higher-intensity strict non-crossing geometry-null replicate,1.0,2.0,1.0,0.0917525773195876,0.0917525773195876,0.0,0.1258538937555252,0.1252109619866591,-0.000642931768866,0.8551796190629269,0.8587961102627983,0.0036164911998713,0.4812344289962227,0.481314795467331,8.03664711082619e-05,4.441237113402062,4.441237113402062,0.0,0.2351769192259942,0.235095026428264,-8.18927977302153e-05,0.7133388121892772,0.7357817617186148,0.0224429495293375,0.2811904412842692,0.273249279186825,-0.0079411620974441,0.4555783609441431,0.438694228607731,-0.016884132336412,0.0073610952759901
