target,feature,label,n,spearman_r,spearman_p,pearson_r,pearson_p,abs_spearman_r
road_gap,ghsl_lulc_nonzero_classes_2019,ghsl_lulc_nonzero_classes_2019,71,-0.12936313614014328,0.28228038972297703,-0.11050806522545566,0.35891024177280206,0.12936313614014328
road_gap,wdi_population_total,WDI population,70,-0.09763446017143071,0.42134852121909677,0.10208351483639481,0.40039646930894024,0.09763446017143071
road_gap,ghsl_log_population_2025,GHSL log population,71,-0.07763246143527833,0.5198971450553125,-0.050222734491194514,0.67745726077647,0.07763246143527833
road_minus_spatial,wdi_gdp_per_capita_constant_2015_usd,WDI GDP per capita,70,-0.5271777204196361,2.7493584403239714e-06,-0.4625059612983034,5.5533674720881324e-05,0.5271777204196361
road_minus_spatial,ghsl_hdi_2020,GHSL HDI,69,-0.4881023387353118,2.0958357256894327e-05,-0.5264327991569111,3.3829452573201547e-06,0.4881023387353118
road_minus_spatial,ghsl_mean_schooling_2020,GHSL mean schooling,69,-0.4517212977339198,9.776761388695757e-05,-0.434969210306512,0.0001877994540105016,0.4517212977339198
road_minus_spatial,ghsl_life_expectancy_2020,GHSL life expectancy,69,-0.44199499680912674,0.00014341106478192077,-0.46564846704532237,5.534040284024985e-05,0.44199499680912674
road_minus_spatial,wdi_urban_population_pct,WDI urban population %,70,-0.4262879003920219,0.00023361552992517457,-0.5268727141809488,2.7927583382282987e-06,0.4262879003920219
road_minus_spatial,ghsl_population_density_2025,GHSL population density,71,0.4043612672259655,0.0004698862201452873,0.22055480793715507,0.06456295246775974,0.4043612672259655
road_minus_spatial,ghsl_expected_schooling_2020,GHSL expected schooling,69,-0.3848839837152678,0.0010928904772999812,-0.43347742608359563,0.00019871678021001908,0.3848839837152678
road_minus_spatial,ghsl_infrastructure_index_2020,GHSL critical-infrastructure index,71,-0.3838318117031659,0.0009519274842828476,-0.31758927801429304,0.006958803579756031,0.3838318117031659
road_minus_spatial,ghsl_lulc_dominance_2019,GHSL land-use dominance,71,-0.3308865184262988,0.004825293181712167,-0.29285348973244035,0.01319636094512315,0.3308865184262988
road_minus_spatial,ghsl_lulc_entropy_2019,GHSL land-use entropy,71,0.32571102543735775,0.0055748443688099876,0.25352154825618833,0.03290190038582559,0.32571102543735775
road_minus_spatial,ghsl_road_density_2024,GHSL road density,71,-0.31189245915688507,0.00810161414971226,-0.3002022891404252,0.010971266376059234,0.31189245915688507
road_minus_spatial,wdi_population_density_people_per_km2,WDI population density,70,0.3038058910969208,0.010564066877658904,-0.0720449173974366,0.5533894944846317,0.3038058910969208
road_minus_spatial,ghsl_gdp_avg_2020,GHSL GDP average,71,-0.2324141384900468,0.05112929088199163,-0.28198550082761986,0.01719817419107833,0.2324141384900468
road_minus_spatial,ghsl_log_population_2025,GHSL log population,71,0.23110301359951507,0.052491432264856065,0.18307091546613055,0.12647561334276083,0.23110301359951507
road_minus_spatial,ghsl_gdp_sum_2020,GHSL GDP sum,71,-0.2296836042269165,0.053999372991881005,-0.19744452691731665,0.09884928023861642,0.2296836042269165
road_minus_spatial,wdi_urban_population_growth_pct,WDI urban growth %,70,0.20435915807131072,0.08970324643851142,0.2647422673761987,0.026774436651355822,0.20435915807131072
road_minus_spatial,wdi_population_total,WDI population,70,0.19014475110157,0.11487795470872329,0.14294954323633025,0.2377850182505344,0.19014475110157
road_minus_spatial,ghsl_lulc_nonzero_classes_2019,ghsl_lulc_nonzero_classes_2019,71,0.03519315515695722,0.7707687934021756,0.05753665118568876,0.6336454384311803,0.03519315515695722
road_minus_spatial,ghsl_log_area_2025,GHSL log urban-centre area,71,-0.03238214891808196,0.7886347185875335,-0.015632521520412338,0.8970476550770351,0.03238214891808196
road_minus_spatial,wdi_gini_index,WDI Gini,67,-0.01864957514199432,0.8809274909820928,-0.05614879096360371,0.6517698638726624,0.01864957514199432
