city,macro_region,pc_road_rank,pc_cebh,degree3_share,degree4plus_share,dead_end_share,edge_circuity_mean,mean_degree,kappa,pc_geometry_null,w3,w4,pc_anchor,err_anchor,err_cebh,in_lattice_bracket
Nairobi,Africa,0.825,0.5433092136999518,0.6293554006968641,0.0580574912891986,0.293074912891986,1.0577283393177983,2.452700348432056,2.84057250417303,0.7749999999999999,0.9155420389026168,0.08445796109738325,0.639806606185498,-0.18519339381450195,-0.2816907863000482,False
Tunis,Africa,0.7,0.4801932298410621,0.7556773185505448,0.1199888701012392,0.1074891376468825,1.037076218211055,2.8892789109822137,3.082494999629602,0.7,0.8629741885021511,0.13702581149784895,0.6317793038370825,-0.06822069616291748,-0.21980677015893785,False
Bangkok,Asia,0.85,0.5689051824695883,0.5238298140958874,0.0665498847962629,0.3948647539690054,1.0526589098913668,2.2628538964113245,2.75776215582894,0.9,0.887276129377172,0.11272387062282802,0.6354902987811593,-0.21450970121884072,-0.28109481753041166,False
Bengaluru,Asia,0.7,0.487624045120297,0.6218514754777668,0.1478042957072526,0.2230137040362284,1.0206920351418916,2.695482305119528,3.0507602322057346,0.675,0.8079605178823227,0.1920394821176772,0.6233785158269721,-0.07662148417302783,-0.21237595487970296,False
Chennai,Asia,0.725,0.498448919501551,0.6599990575817548,0.1156582791442842,0.2115257751390067,1.036804392719633,2.6802374893977947,3.0062236286919832,0.75,0.8508899823826014,0.14911001761739867,0.6299340015197304,-0.09506599848026953,-0.22655108049844896,False
Delhi,Asia,0.7,0.4689645379225219,0.6897069238811507,0.1665879734241678,0.1277191325756298,1.0335410918848875,2.8958888401740244,3.1323573940791465,0.7,0.805454903505317,0.19454509649468293,0.6229958993794754,-0.07700410062052454,-0.23103546207747805,False
Dhaka,Asia,0.725,0.501127631139325,0.672387851769295,0.1062412928392309,0.2112008916132627,1.0478496176876768,2.674616884926164,2.995499624968748,0.7249999999999999,0.8635534084809449,0.1364465915190552,0.6318677528389077,-0.09313224716109225,-0.22387236886067496,False
Hanoi,Asia,0.75,0.4889668023341342,0.6470327421555252,0.1343792633015006,0.198738062755798,1.0429096888263838,2.720736698499318,3.045128616557188,0.7,0.8280302038322204,0.17196979616777958,0.6264432300188263,-0.12355676998117371,-0.2610331976658658,False
Ho Chi Minh City,Asia,0.725,0.5059497146863499,0.5862205308159937,0.1247467009341175,0.2707458112983739,1.044715444772419,2.567982998072456,2.976481003887755,0.725,0.824539450816823,0.17546054918317686,0.6259101793107458,-0.0990898206892542,-0.21905028531365012,False
Hong Kong,Asia,0.675,0.4651775366136339,0.679136690647482,0.1744327614831212,0.1014941892639734,1.0854116644624523,2.931931377974544,3.149716874292185,0.6249999999999999,0.795643153526971,0.20435684647302904,0.6214976093972292,-0.053502390602770844,-0.20982246338636612,False
Hyderabad,Asia,0.75,0.4881558622014944,0.6112064675353693,0.1505367607479103,0.2298473507276993,1.0261311522738177,2.683174048608078,3.048526049631324,0.725,0.802378603237247,0.19762139676275295,0.6225261371164538,-0.12747386288354623,-0.2618441377985056,False
Jakarta,Asia,0.7,0.512325721577254,0.6578957859905115,0.0923533867559701,0.2342024478730614,1.0413169814243253,2.609137662958976,2.9518832607533043,0.725,0.8769030475330128,0.1230969524669872,0.6339062913771359,-0.06609370862286401,-0.18767427842274598,False
Karachi,Asia,0.675,0.4466206054300997,0.6611319886494363,0.2322455709793695,0.0978794386072551,1.0176022450307316,3.0290666462152007,3.2390368644926064,0.675,0.7400364846013522,0.2599635153986478,0.6130062683845439,-0.06199373161545618,-0.22837939456990036,False
Kuala Lumpur,Asia,0.7,0.4969016115517276,0.7035175879396985,0.1009862144949345,0.1679789320936232,1.055275975354076,2.74092387069035,3.0124708327614265,0.6999999999999998,0.874473912753023,0.125526087246977,0.6335353536428462,-0.06646464635715377,-0.20309838844827238,False
Manila,Asia,0.65,0.4492979529208324,0.5924349693739559,0.2409911701535279,0.1446185665420412,1.030350894262184,2.934929599872723,3.22569453855536,0.65,0.7108427985110242,0.2891572014889758,0.6085482861173115,-0.041451713882688535,-0.2007020470791676,True
Mumbai,Asia,0.725,0.4825037154272258,0.6223864258347017,0.1571975916803503,0.2019157088122605,1.0481229514139487,2.7366174055829227,3.0725229009160366,0.7249999999999999,0.7983570876921997,0.20164291230780032,0.6219120370356436,-0.1030879629643564,-0.24249628457277417,False
Osaka,Asia,0.625,0.4467357272621854,0.6401903525849015,0.2326411421155094,0.1116699113130002,1.0298672815932066,3.0,3.2384598745403417,0.625,0.7334638546752249,0.2665361453247751,0.6120026038397824,-0.012997396160217556,-0.1782642727378146,True
Seoul,Asia,0.675,0.4516653899369949,0.671151353262364,0.2066229327886239,0.1056487410142593,1.0368555855974535,2.9877833208940565,3.2140283986326583,0.675,0.7646058490523819,0.23539415094761806,0.6167580998833467,-0.05824190011665331,-0.22333461006300515,False
Singapore,Asia,0.675,0.4668204315025708,0.6566998070930405,0.1794034723252708,0.1353316515803531,1.052451799390407,2.88321709452441,3.142151312403499,0.675,0.7854290531546722,0.21457094684532788,0.6199378790433934,-0.055062120956606675,-0.20817956849742925,False
Taipei,Asia,0.6,0.431684610183596,0.5738955333170612,0.2842933854039541,0.1211862338296314,1.0425016478182765,3.0388088845496704,3.3165060240963857,0.5999999999999999,0.6687286689419795,0.3312713310580205,0.6021173050401764,0.002117305040176376,-0.16831538981640398,True
Tokyo,Asia,0.625,0.4276266169078313,0.6240561557161947,0.2937227311512888,0.0624506947015922,1.0220653140690132,3.158308244650878,3.338488673205146,0.6249999999999999,0.6799635126127075,0.32003648738729257,0.6038329066159509,-0.021167093384049096,-0.19737338309216867,True
Amsterdam,Europe,0.7,0.466680857102313,0.6000603422266282,0.1897763027455713,0.1549933192534804,1.081457142517727,2.8349640101719755,3.142791984674796,0.675,0.7597271487039563,0.24027285129604364,0.6160131045589081,-0.08398689544109184,-0.23331914289768696,False
Athens,Europe,0.625,0.4135569642707098,0.5657613949331534,0.3600598245390045,0.0637277253907746,1.0138160644714995,3.231728892698853,3.418046572528304,0.6249999999999999,0.6110914105594957,0.3889085894405043,0.5933158856166072,-0.0316841143833928,-0.21144303572929019,True
Barcelona,Europe,0.625,0.438814196750765,0.651868908643033,0.2494912712862804,0.0738459890757202,1.046278673409865,3.086644532505088,3.278868841082581,0.625,0.7232057984790875,0.2767942015209126,0.6104361612714422,-0.01456383872855782,-0.186185803249235,True
Lisbon,Europe,0.75,0.4955161486076462,0.6940717979464888,0.1047740388218541,0.1549126883009818,1.0844955187858132,2.7538784381323542,3.018097700367397,0.75,0.8688432310723333,0.1311567689276667,0.63267552802825,-0.11732447197175,-0.2544838513923538,False
London,Europe,0.775,0.5199847165924646,0.6475709883564619,0.0824561040679999,0.2249084855127913,1.0503511623655823,2.589373978863773,2.923133446215776,0.7749999999999999,0.8870506246635883,0.11294937533641178,0.6354558633895055,-0.13954413661049447,-0.25501528340753543,False
Milan,Europe,0.65,0.4648772408417771,0.7252768603069749,0.1587721002525743,0.083582669516223,1.0443930927068843,2.9665436176413444,3.15110552237242,0.65,0.8204034987473079,0.1795965012526922,0.6252786043555665,-0.02472139564443354,-0.1851227591582229,True
Paris,Europe,0.65,0.453974052043998,0.6759053754127646,0.1949602122015915,0.0921344665187029,1.0306572520064408,2.987116331943918,3.202769069063627,0.675,0.7761305361305362,0.22386946386946385,0.6185179616038177,-0.031482038396182355,-0.19602594795600203,True
Prague,Europe,0.7,0.4768012005095185,0.5998382776570476,0.1698589983322383,0.1856269267701016,1.0571378055518843,2.7619143882346995,3.0973101555352245,0.7,0.7793171372291531,0.22068286277084698,0.6190045672056737,-0.0809954327943263,-0.22319879949048144,False
Rome,Europe,0.675,0.4705329710788918,0.6739542622760516,0.160662461788492,0.1347753743760399,1.059163759411186,2.868242851062184,3.12524958178188,0.675,0.8075015067921555,0.19249849320784454,0.6233084231605616,-0.05169157683943848,-0.20446702892110824,False
Vienna,Europe,0.675,0.4456985030858935,0.5940212150433944,0.2430654035963469,0.1263826649271087,1.030479442968914,2.9657949968801405,3.243669191339607,0.675,0.7096293284542929,0.2903706715457071,0.6083629848169555,-0.06663701518304455,-0.22930149691410656,False
Warsaw,Europe,0.7,0.4800796812749004,0.6242748265271301,0.1592537822773291,0.1780229780457285,1.0442258841801306,2.76885451029462,3.08298755186722,0.675,0.7967479674796748,0.20325203252032517,0.621666318514485,-0.078333681485515,-0.21992031872509954,False
Bogota,Latin America,0.65,0.4493951193413192,0.6259688021191013,0.231972922593937,0.1272932404591386,1.0364764163496556,2.966545668596096,3.225213307758449,0.65,0.7296169239565466,0.2703830760434534,0.6114151634982622,-0.03858483650173783,-0.20060488065868082,True
Buenos Aires,Latin America,0.575,0.3806157377781841,0.3917382866648184,0.5494871084003327,0.0423251085851584,1.0101374424637626,3.462896220312356,3.627321733561059,0.5749999999999998,0.41620029455081003,0.58379970544919,0.5635553018890295,-0.011444698110970486,-0.19438426222181587,True
Lima,Latin America,0.65,0.4428345242198864,0.6690143695608176,0.2385144707549079,0.0817041084800647,1.0218109545481666,3.068042906294272,3.258179851179482,0.65,0.7371824892397583,0.26281751076024173,0.6125704528909681,-0.0374295471090319,-0.20716547578011363,True
Mexico City,Latin America,0.625,0.4265999557561695,0.5438724327255473,0.3192571002507964,0.119162204297431,1.0381147915786355,3.0717481190266387,3.3441165112815137,0.65,0.6301168155492294,0.36988318445077056,0.5962211342997888,-0.028778865700211154,-0.1984000442438305,True
Montevideo,Latin America,0.6,0.4069683126676818,0.5202383547707289,0.4017876607804665,0.0676549669355424,1.0131346308266458,3.2628442700385145,3.457193763919822,0.575,0.564233921815889,0.43576607818411095,0.5861605763055557,-0.013839423694444242,-0.19303168733231818,True
Panama City,Latin America,0.725,0.4936399020906064,0.6131963223363981,0.1378042184964845,0.2299621416982152,1.055383232643943,2.661330448891293,3.025768167777597,0.6999999999999998,0.8165058332133085,0.18349416678669153,0.6246834166228352,-0.10031658337716476,-0.2313600979093936,False
Quito,Latin America,0.725,0.4811776588774842,0.5856793145654835,0.1708613831089351,0.2329023867809057,1.0439213444176076,2.696832925336597,3.0782344764984537,0.7249999999999999,0.7741544061883817,0.22584559381161834,0.6182161993593168,-0.10678380064068316,-0.24382234112251577,False
Rio de Janeiro,Latin America,0.7,0.479348377866999,0.6530954457039372,0.1515862901603058,0.1734522771480313,1.0622339635938507,2.786773090079817,3.0861653990565125,0.7249999999999999,0.8116195715595567,0.18838042844044342,0.6239372666595149,-0.07606273334048508,-0.22065162213300094,False
Santiago,Latin America,0.65,0.4543405779204741,0.6113343654270562,0.2234922098883362,0.1531671003656247,1.016486866392164,2.90859382720116,3.2009920500101923,0.65,0.7322890567973328,0.26771094320266725,0.6118232079220823,-0.03817679207791769,-0.1956594220795259,True
Sao Paulo,Latin America,0.675,0.4525467568643056,0.690615921542631,0.2048197469242917,0.0883425295872409,1.0294588952269776,3.0155783891282733,3.2097164211914704,0.65,0.7712624657057005,0.22873753429429947,0.6177745895074538,-0.05722541049254626,-0.22245324313569442,False
Dubai,Middle East,0.725,0.4908611675236571,0.8138514372933096,0.0704019333502925,0.0742177562961078,1.0613251769606409,2.889849910964131,3.037235915492958,0.7249999999999999,0.9203826237054085,0.07961737629459144,0.6405457811271997,-0.08445421887280025,-0.23413883247634287,False
Istanbul,Middle East,0.675,0.4613033850047454,0.7372334743847829,0.1660572696273776,0.0792284622653136,1.036156321523384,2.995316544102543,3.167770782756586,0.675,0.8161640969663894,0.1838359030336107,0.6246312322524161,-0.05036876774758392,-0.21369661499525466,False
Riyadh,Middle East,0.675,0.4665628855078422,0.8233804114215536,0.1288378876266503,0.0355196499846484,1.020214875900866,3.048165489714461,3.143333794996412,0.675,0.8646971101527549,0.13530288984724517,0.6320424002526039,-0.0429575997473961,-0.20843711449215785,False
Tehran,Middle East,0.7,0.5095652255940534,0.5664860066345839,0.1263023875157688,0.2975634256879876,1.0382908123143777,2.5238751576881744,2.9624573062932145,0.6999999999999998,0.8176898045893679,0.18231019541063206,0.6248642133671398,-0.07513578663286014,-0.19043477440594658,False
Tel Aviv,Middle East,0.675,0.4704556407107436,0.656873378920066,0.1676962980429144,0.1442584296156566,1.0466792039345518,2.85432680971469,3.1255989161682582,0.6999999999999998,0.7966256791535602,0.20337432084643978,0.6216476446413872,-0.053352355358612824,-0.20454435928925646,False
Boston,North America,0.675,0.4629981269779758,0.650952898988678,0.1836496232724928,0.1391272815181917,1.0337510105520773,2.8883516660622908,3.1598359512317606,0.675,0.7799555855942841,0.2200444144057159,0.6191020605979602,-0.0558979394020398,-0.21200187302202422,False
Chicago,North America,0.6,0.3959947031400221,0.4122926093514328,0.4702111613876319,0.0728506787330316,1.0110170486937282,3.2926093514328807,3.525286303252405,0.5999999999999999,0.46718509656468976,0.5328149034353102,0.5713408669791304,-0.02865913302086953,-0.20400529685997787,True
Los Angeles,North America,0.6,0.4249303262083952,0.5534560143626571,0.3221723518850987,0.100359066427289,1.0321115612540637,3.106912028725314,3.353326976972639,0.5999999999999999,0.6320672510123534,0.3679327489876467,0.5965189729036939,-0.003481027096306044,-0.17506967379160476,True
Miami,North America,0.6,0.4188310741874362,0.5763776900405939,0.3362064171717733,0.0639492854362453,1.0216697474462686,3.1959072457320805,3.387597438752784,0.625,0.6315885686429834,0.3684114313570166,0.5964458763612537,-0.0035541236387462982,-0.18116892581256377,True
Montreal,North America,0.625,0.4231662575553621,0.5367990941761434,0.3387978142076502,0.0638999655393098,1.070302731233724,3.157091517747256,3.363137377202557,0.625,0.6130664567637468,0.3869335432362532,0.5936174823703804,-0.03138251762961963,-0.20183374244463792,True
New York City,North America,0.575,0.3876426827190641,0.4171266597046099,0.510666865582575,0.05524889353026,1.01643859140494,3.394499975135512,3.579695282742456,0.575,0.44958996623251324,0.5504100337674868,0.5686540264490313,-0.006345973550968664,-0.18735731728093585,True
San Francisco,North America,0.6,0.4019767215033488,0.4497478699356633,0.4260998087289167,0.0958094244479221,1.030246211201261,3.224830464267084,3.4877062439340016,0.6,0.5135000992654358,0.4864999007345643,0.5784133366942565,-0.021586663305743437,-0.1980232784966512,True
Seattle,North America,0.65,0.4417716876708675,0.6164484917472965,0.2519635742743312,0.1118952760387023,1.0309252834449054,3.0166192373363687,3.2636126938606087,0.65,0.7098571241316032,0.2901428758683969,0.6083977700471199,-0.0416022299528801,-0.20822831232913253,True
Toronto,North America,0.65,0.4503249767873723,0.6018645021297114,0.238608052720405,0.1197460419512979,1.0408278480473043,2.962308125050229,3.220618556701031,0.65,0.7161025052591318,0.28389749474086823,0.6093514625076226,-0.0406485374923774,-0.1996750232126277,True
Vancouver,North America,0.625,0.4277066531310511,0.528367840817424,0.3230034955633235,0.1220758268351707,1.032521567718223,3.058752352783006,3.3380510746780363,0.5999999999999999,0.6206079747335176,0.3793920252664824,0.5947690996506795,-0.030230900349320522,-0.1972933468689489,True
Auckland,Oceania,0.725,0.5044505924099357,0.6775712120003191,0.0942312295539775,0.1942870821032474,1.04071691607033,2.67693289715152,2.9823546944858417,0.7249999999999999,0.8779075777938592,0.12209242220614082,0.6340596868091446,-0.09094031319085538,-0.22054940759006425,False
Brisbane,Oceania,0.7,0.4911197989388439,0.7059473538813686,0.1108567820355973,0.1551363510793638,1.041319394859311,2.776273728244998,3.036163074998578,0.725,0.8642798473208677,0.13572015267913223,0.631978682697391,-0.06802131730260896,-0.20888020106115607,False
Melbourne,Oceania,0.7,0.4686087256486138,0.7346513750998517,0.1504051124044277,0.0936893757845486,1.0260619258436672,2.9453954125299555,3.133976482439317,0.6999999999999998,0.8300615672243175,0.16993843277568255,0.6267534266124409,-0.07324657338755902,-0.23139127435138618,False
Sydney,Oceania,0.7,0.487296324811841,0.6986720684222373,0.1199639882961962,0.151114112086428,1.0419110585208784,2.792077425163178,3.052139425402251,0.725,0.8534587044979656,0.14654129550203446,0.630326254748881,-0.06967374525111891,-0.21270367518815897,False
