instance,pc,pc_cebh,pc_null,n_null,endpoint_count,null_gap,organization_residual,macro_region,input_hash
Delhi,0.6975,0.4689645379225219,0.488125,4,0,0.019160462077478,0.209375,Asia,ef9646d6b32ee8d368c13f641fcff98d043f745b57904bc921c5f3509bfa4b32
Dhaka,0.7175,0.501127631139325,0.5237499999999999,4,0,0.0226223688606749,0.1937500000000001,Asia,a65144ddcc34f23972b2d202b2d2cd55ea3e782cf425f82e62474c28beb59939
Dubai,0.7000000000000001,0.4908611675236571,0.51875,4,0,0.0278888324763429,0.18125,Middle East,2db898e088c7cb2fb4ac59525af70ddc3a6629bdfcf307f718dffa812066751a
Hanoi,0.705,0.4889668023341342,0.5137499999999999,4,0,0.0247831976658657,0.19125,Asia,4a321e4140484f274f5b6fa29d763d163fc4b6049743cfa5b35266e3aa4f820a
Ho Chi Minh City,0.7175,0.5059497146863499,0.529375,4,0,0.0234252853136501,0.188125,Asia,8687b876aad2ebf2f3544c09e61dbe0084498b8528b11b33176c5376014c9c5d
Hong Kong,0.655,0.4651775366136339,0.49875,4,0,0.0335724633863661,0.15625,Asia,8c450ae99e1d49537e3fe46c4f3b09a708194b8e3a26ee2ab24260144f99ea54
Hyderabad,0.7325,0.4881558622014944,0.505,4,0,0.0168441377985056,0.2275,Asia,e4231c8b15f318853b5383dfc47cc6714ae0597f46f38eb309dd665fd8221603
Istanbul,0.675,0.4613033850047454,0.48,4,0,0.0186966149952546,0.195,Middle East,eec3a6dbbdcd00ad23b67c1f9091e15b935660f56c8cfe1f00ddc54c0b80a322
Jakarta,0.705,0.512325721577254,0.5325,4,0,0.0201742784227459,0.1725,Asia,d59d38ad96562a8ea8ea6eb9efcfc96393a754eea73f17cea49fbc37d4a9e8c2
Johannesburg,0.67,0.454250595097234,0.4781249999999999,4,0,0.0238744049027659,0.191875,Africa,4f091fc0d64c7e37ebb8bf87212b572e814d05a9e39d7fd528eafc7620690a88
Kampala,0.8225,0.574452139397388,0.6,4,0,0.0255478606026119,0.2225,Africa,a3fdf2484e3d4125bab8164f7b70b3bba13444fbc8d8db4d5b040bd21d48250c
Karachi,0.675,0.4466206054300997,0.465,4,0,0.0183793945699003,0.21,Asia,345bd7c3f4e02b299a268bf152f0f49a4cfd3c52f69f9f4d5eff1283f4b71a48
Kuala Lumpur,0.6975,0.4969016115517276,0.51875,4,0,0.0218483884482724,0.1787499999999999,Asia,49b7553a44a7eb0148643d5a81a8b7ab648c1a4225da6cb8aaab15e1173468b7
Lagos,0.7225,0.4953369019369792,0.5237499999999999,4,0,0.0284130980630207,0.1987500000000001,Africa,c2a9d25f86f9b3ca4fd33a84ae643503972c6868a893966ba48b9e5af72f2436
Lima,0.645,0.4428345242198864,0.46125,4,0,0.0184154757801136,0.1837499999999999,Latin America,b12039ffd98f2fe4818b976b056335d9772a079095451454f90b51260e99343a
Lisbon,0.715,0.4955161486076462,0.51875,4,0,0.0232338513923538,0.1962499999999999,Europe,488bc6782067aa70f97242af41f9389b8b68e3725d7fcf1e2633d3e5eae2343f
London,0.775,0.5199847165924646,0.54125,4,0,0.0212652834075354,0.23375,Europe,8f49355676baa87af47d44e42bfbf0f77547d73bc9a1e8dfbc595d3458d54992
Los Angeles,0.6025,0.4249303262083952,0.45125,4,0,0.0263196737916048,0.15125,North America,219b208ac41716e10e50a12f340935f4a88b22a4a28fb7b189651f09e882a4de
Manila,0.6575,0.4492979529208324,0.471875,4,0,0.0225770470791675,0.1856249999999999,Asia,7645e8072f89f7935b5e2be2cde714a704cf2c1665b04dda8aaa69a16c1ce922
Melbourne,0.705,0.4686087256486138,0.48875,4,0,0.0201412743513862,0.2162499999999999,Oceania,b1949e34636d16072868fc476e33eed55b5af66885f7558fdf14b8a00254fe6f
Mexico City,0.615,0.4265999557561695,0.443125,4,0,0.0165250442438305,0.171875,Latin America,5ddbbd7846d723b1f438609e14bcf42b2e49075c3d4d3015c000115028bbeb71
Miami,0.6175,0.4188310741874362,0.4425,4,0,0.0236689258125638,0.175,North America,fd21fa456eaea9f49daad4426115d8267bc44b46bbe9b58a5a39830d12f1f831
Milan,0.6575,0.4648772408417771,0.486875,4,0,0.0219977591582228,0.1706249999999999,Europe,8a510eeeeababe0918e84b94fdeca1af18464ce1e32ea599801b1d50b4e41370
Montevideo,0.58,0.4069683126676818,0.431875,4,0,0.0249066873323182,0.1481249999999999,Latin America,9ee40968652a95a09602706106415494c580fdffdece75f26c0056f87a424058
Montreal,0.625,0.4231662575553621,0.44625,4,0,0.0230837424446379,0.1787499999999999,North America,fa016fc802965ee9056d5b0f9428501b44c2fee6cc23f869d0f1455a654ec912
Mumbai,0.7175,0.4825037154272258,0.50875,4,0,0.0262462845727742,0.20875,Asia,9ca15f4021afcac446dbb4da5ffb94e7ec8bd8300ccdfc7eaecd6101b5b8879c
Nairobi,0.78,0.5433092136999518,0.573125,4,0,0.0298157863000482,0.206875,Africa,2cbde71d4249347843419c9eefe485c3d86aa4ed6a5930244faa1b08f879ae2e
New York City,0.585,0.3876426827190641,0.4106249999999999,4,0,0.0229823172809358,0.174375,North America,75627dcff916b66ff0d79a50d0661574e261bee71a3917348d72190e1cc209cd
Osaka,0.62,0.4467357272621854,0.461875,4,0,0.0151392727378146,0.1581249999999999,Asia,8716f7da01a6ea100c83066836fea709c34b406534acc56a2f284e9c2ad9c7db
Panama City,0.715,0.4936399020906064,0.52875,4,0,0.0351100979093936,0.1862499999999999,Latin America,93bf1c32dfc9bec7d8b42660f7eaf8b0006c7b55199906746005ba302a9e1526
Paris,0.6475,0.453974052043998,0.4756249999999999,4,0,0.0216509479560019,0.171875,Europe,0fe84770577f910adb2fe64426447e4fa469ba5466935ff09e61d0ff2168942a
Prague,0.7025,0.4768012005095185,0.505625,4,0,0.0288237994904814,0.196875,Europe,8feb933105574b153905c5850a1837bc2842d9b0f9161c744cc11c708e4a5e38
Quito,0.71,0.4811776588774842,0.505625,4,0,0.0244473411225157,0.2043749999999999,Latin America,b2a5f5615b2bac039babb0f6a8ec841b36de81f1eab4f6b184ab6e7f0ea38b26
Rio de Janeiro,0.7075,0.479348377866999,0.5062500000000001,4,0,0.026901622133001,0.2012499999999999,Latin America,5cd554861366e52613b78a2de92457492fb272db3e31ad70caafa4d41839b67d
Riyadh,0.6625,0.4665628855078422,0.484375,4,0,0.0178121144921578,0.1781249999999999,Middle East,598172e9ba56032da1b853bbd215b8b8dcc7673f9afa44e34a62853b54d5f3cc
Rome,0.6875,0.4705329710788918,0.495,4,0,0.0244670289211081,0.1925,Europe,775d3fdc7167aa3c7e62f09d12d3a1af88893fcdf5757ff1db1f19ca80b81f8a
San Francisco,0.605,0.4019767215033488,0.43,4,0,0.0280232784966512,0.175,North America,9a77f5498f5072c63be911941b5ca244b84d74c1eb942d53b55cdf2a533cdffe
Santiago,0.6425,0.4543405779204741,0.4725,4,0,0.0181594220795258,0.1699999999999999,Latin America,75e7cd4f29692e9a18568e505a10786bc5bfd504bb2e77dcb249a6606cf64b92
Sao Paulo,0.65,0.4525467568643056,0.471875,4,0,0.0193282431356943,0.178125,Latin America,104118adf016eada9c8e57555d6f0b674736c2e3603ac7573fa3cfc42b04dc31
Seattle,0.6525,0.4417716876708675,0.466875,4,0,0.0251033123291325,0.1856249999999999,North America,49de4295ad5a4a67f30bef7ce88f0d68abdbc76127e2c8b428495766a106997c
Seoul,0.6725,0.4516653899369949,0.469375,4,0,0.017709610063005,0.203125,Asia,28613ed519fdcb353693f7186775e7ab7e21e61a60ec9c5a88d9cd9a2485ea67
Singapore,0.675,0.4668204315025708,0.494375,4,0,0.0275545684974292,0.180625,Asia,6dbd2f1c403e04188df631f9bea5b7e958698cd051a6bee3adaa5b6ead8b3572
Sydney,0.6950000000000001,0.487296324811841,0.514375,4,0,0.027078675188159,0.180625,Oceania,f353556b450891524e6a7f264edcd83c15c72d163c28cddb4faf1861ee441b95
Taipei,0.59,0.431684610183596,0.458125,4,0,0.026440389816404,0.1318749999999999,Asia,310800963b10da8c0b94671f9f037020e1d31ab8be108ba2aabf497426d344eb
Tehran,0.7075,0.5095652255940534,0.5275,4,0,0.0179347744059465,0.18,Middle East,aade61c16f52640e8fe72184ac08ff6e1230f57f6c2b62218fe0711186df012a
Tel Aviv,0.6725,0.4704556407107436,0.495625,4,0,0.0251693592892564,0.176875,Middle East,9f1314703ee8971beeaaeefc0921c057ca266dbb7be2bb3dba804128bde66006
Tokyo,0.635,0.4276266169078313,0.44375,4,0,0.0161233830921686,0.19125,Asia,15cfd4fa93fec7c9f390f2faaa129638816fdfccb3ee81702a7920d7ebae4d36
Toronto,0.66,0.4503249767873723,0.476875,4,0,0.0265500232126276,0.183125,North America,4200b36ec2997344a60524e4d4862d268a60559a81e548bd471fe33fdad07d94
Tunis,0.7000000000000001,0.4801932298410621,0.498125,4,0,0.0179317701589378,0.201875,Africa,35e3364d1fcc0403e4638f4679bcc028c574cc7b0022685dce9d8b812e3b82f7
Vancouver,0.61,0.4277066531310511,0.455625,4,0,0.0279183468689488,0.1543749999999999,North America,68bd74e36d2e9d7613baac0ed29ae6a4750ab861d07e760be6d7fd4111241454
Vienna,0.6475,0.4456985030858935,0.471875,4,0,0.0261764969141065,0.1756249999999999,Europe,8b68b8dd113f31905448268df59026a70688fb0f7528e92a635f9fc598b0d79f
Warsaw,0.6825,0.4800796812749004,0.508125,4,0,0.0280453187250996,0.1743749999999999,Europe,afc7445d54d624eecd37e4237c8a75938282f861f476831d8a7728a415c87fae
