domain,instance,system_id,n_nodes,n_edges,mean_degree,pc_cebh,pc_dimension,pc_junction_anchor,pc,pc_low,pc_high,point_endpoint,bootstrap_endpoint_count,p_step,n_orders,n_bootstrap,mean_curve_p0,mean_curve_p1,exact_endpoint_slope,largest_component_bridges,method_version,input_hash,kind,replicate,n_swaps,degree_sequence_exact,realization_hash,seed,components_before_repair,connectivity_repairs,lcc_before_repair
road,Sao Paulo,Sao Paulo,51289,77333,3.0155783891282733,0.4525467568643056,0.6632226863046823,0.6177745895074539,0.4725,0.4675,0.475,False,0,0.0025,256,1000,1.9497358107976368e-05,1.0,0.0957710230263799,4671,canonical_v2_exact_endpoint,104118adf016eada9c8e57555d6f0b674736c2e3603ac7573fa3cfc42b04dc31,connected,0,154666,True,ce005a5393df03bb314404586991c45707abe8b3fad25b4dd553bba2b7f8104e,20298802,60,59,0.9976603170270428
road,Sao Paulo,Sao Paulo,51289,77333,3.0155783891282733,0.4525467568643056,0.6632226863046823,0.6177745895074539,0.4725,0.47,0.4725,False,0,0.0025,256,1000,1.9497358107976368e-05,1.0,0.0962584569790793,4675,canonical_v2_exact_endpoint,104118adf016eada9c8e57555d6f0b674736c2e3603ac7573fa3cfc42b04dc31,connected,1,154666,True,0ce96db062a3b7d7026891149456794b38a7c2441090a0e0a6023e0075fca8b2,20298828,82,81,0.9968024332702918
road,Seattle,Seattle,17570,26501,3.0166192373363687,0.4417716876708675,0.6629938492887061,0.6083977700471199,0.4675,0.4625,0.475,False,0,0.0025,256,1000,5.691519635742744e-05,1.0,0.1247581104154809,2046,canonical_v2_exact_endpoint,49de4295ad5a4a67f30bef7ce88f0d68abdbc76127e2c8b428495766a106997c,connected,0,53002,True,89741f11854bf547863870e2cd8c57a54bc8c074d3c8679dfa61cfe0604d9875,20294263,43,42,0.9949914627205464
road,Seattle,Seattle,17570,26501,3.0166192373363687,0.4417716876708675,0.6629938492887061,0.6083977700471199,0.47,0.4675,0.4725,False,0,0.0025,256,1000,5.691519635742744e-05,1.0,0.1235059760956175,2040,canonical_v2_exact_endpoint,49de4295ad5a4a67f30bef7ce88f0d68abdbc76127e2c8b428495766a106997c,connected,1,53002,True,524424ca1843855535bfdd5dc6ed426a1026ddf904e8766a4c41fcb3cb26f4f8,20294287,40,39,0.9953329538986908
road,Seoul,Seoul,50914,76060,2.9877833208940565,0.4516653899369949,0.6693925848014726,0.6167580998833466,0.4675,0.4675,0.47,False,0,0.0025,256,1000,1.9640963192834975e-05,1.0,0.116038810543269,5568,canonical_v2_exact_endpoint,28613ed519fdcb353693f7186775e7ab7e21e61a60ec9c5a88d9cd9a2485ea67,connected,0,152120,True,f583e132031b310991e9d94b549ba2ff70714fd70aaf370d8e8c36cd6309d047,20289682,93,92,0.996307498919747
road,Seoul,Seoul,50914,76060,2.9877833208940565,0.4516653899369949,0.6693925848014726,0.6167580998833466,0.47,0.4675,0.475,False,0,0.0025,256,1000,1.9640963192834975e-05,1.0,0.1157441960953765,5563,canonical_v2_exact_endpoint,28613ed519fdcb353693f7186775e7ab7e21e61a60ec9c5a88d9cd9a2485ea67,connected,1,152120,True,ee424a3c17fd9b33670360d1ff1fe42b9413d5da84f9dc1585a4cc8aba7ce097,20289704,89,88,0.9964646266252896
road,Singapore,Singapore,13478,19430,2.88321709452441,0.4668204315025708,0.6936695831188883,0.6199378790433933,0.4975,0.4925,0.5025000000000001,False,0,0.0025,256,1000,7.419498441905329e-05,1.0,0.1581095117970025,1933,canonical_v2_exact_endpoint,6dbd2f1c403e04188df631f9bea5b7e958698cd051a6bee3adaa5b6ead8b3572,connected,0,38860,True,e2ff747612c4c11af31e27c7a33e3cb47390e2d4c9a23c303e1e4227f14455d3,20299370,46,45,0.9931740614334472
road,Singapore,Singapore,13478,19430,2.88321709452441,0.4668204315025708,0.6936695831188883,0.6199378790433933,0.4975,0.4975,0.5000625,False,0,0.0025,256,1000,7.419498441905329e-05,1.0,0.1611515061581837,1948,canonical_v2_exact_endpoint,6dbd2f1c403e04188df631f9bea5b7e958698cd051a6bee3adaa5b6ead8b3572,connected,1,38860,True,236c1e1f6b5feb3314be7aeab0797545fa5dccefd6e4b57fa8b2883186156d21,20299396,43,42,0.9933966463867042
road,Sydney,Sydney,22215,31013,2.792077425163178,0.487296324811841,0.7163125141069874,0.630326254748881,0.5175,0.5125,0.52,False,0,0.0025,256,1000,4.501462975467027e-05,1.0,0.1775376997524195,3561,canonical_v2_exact_endpoint,f353556b450891524e6a7f264edcd83c15c72d163c28cddb4faf1861ee441b95,connected,0,62026,True,b26c16037030dd8f4d0cb76460aa4a017b3dce6efea8c79b8c1fc5dcb1ff23b6,20292043,95,94,0.9910420886788206
road,Sydney,Sydney,22215,31013,2.792077425163178,0.487296324811841,0.7163125141069874,0.630326254748881,0.515,0.5125,0.52,False,0,0.0025,256,1000,4.501462975467027e-05,1.0,0.1783029484582489,3563,canonical_v2_exact_endpoint,f353556b450891524e6a7f264edcd83c15c72d163c28cddb4faf1861ee441b95,connected,1,62026,True,360e764550c1e9c3d63c12ed622c9eb8aecf3e98fb9818b4cb86754f88382acb,20292066,107,106,0.9903668692325006
road,Taipei,Taipei,16388,24900,3.0388088845496704,0.431684610183596,0.6581526104417671,0.6021173050401765,0.4575,0.455,0.4675,False,0,0.0025,256,1000,6.1020258725897e-05,1.0,0.1316817183304857,2046,canonical_v2_exact_endpoint,310800963b10da8c0b94671f9f037020e1d31ab8be108ba2aabf497426d344eb,connected,0,49800,True,d4f032525669b5bda7a033f5d4851ee9bdaabe09de16a795788b5952d2d7e6d4,20291763,32,31,0.9962167439589944
road,Taipei,Taipei,16388,24900,3.0388088845496704,0.431684610183596,0.6581526104417671,0.6021173050401765,0.455,0.4525,0.465,False,0,0.0025,256,1000,6.1020258725897e-05,1.0,0.1346717110080546,2067,canonical_v2_exact_endpoint,310800963b10da8c0b94671f9f037020e1d31ab8be108ba2aabf497426d344eb,connected,1,49800,True,39740799e6e5975b91b91b3820949920cb84394580071b20aefc467c39791529,20291786,49,48,0.994142055162314
road,Tehran,Tehran,85612,108037,2.5238751576881744,0.5095652255940534,0.7924322222942141,0.6248642133671398,0.54,0.54,0.5425,False,0,0.0025,256,1000,1.168060552259029e-05,1.0,0.4190650843339719,28446,canonical_v2_exact_endpoint,aade61c16f52640e8fe72184ac08ff6e1230f57f6c2b62218fe0711186df012a,connected,0,216074,True,b8757a4daffae4944fd6fe616e68b5f466c6e2034ca7015a3602e1691d5b2735,20291816,1603,1602,0.9603326636452834
road,Tehran,Tehran,85612,108037,2.5238751576881744,0.5095652255940534,0.7924322222942141,0.6248642133671398,0.5425,0.535,0.5475,False,0,0.0025,256,1000,1.168060552259029e-05,1.0,0.424905387095267,28549,canonical_v2_exact_endpoint,aade61c16f52640e8fe72184ac08ff6e1230f57f6c2b62218fe0711186df012a,connected,1,216074,True,828b590a0b9c8e939023ed16eadccb35eef94fadddaf2f625905f996bf08c4ce,20291839,1532,1531,0.961372237536794
road,Tel Aviv,Tel Aviv,21205,30263,2.85432680971469,0.4704556407107436,0.7006906122988468,0.6216476446413872,0.4975,0.495,0.5,False,0,0.0025,256,1000,4.715868898844611e-05,1.0,0.1699599151143598,3254,canonical_v2_exact_endpoint,9f1314703ee8971beeaaeefc0921c057ca266dbb7be2bb3dba804128bde66006,connected,0,60526,True,485495a779df81c73fff1589a059a528ac2c9d82a0c1cd10b1fe883f90f2c867,20296214,90,89,0.991228483848149
road,Tel Aviv,Tel Aviv,21205,30263,2.85432680971469,0.4704556407107436,0.7006906122988468,0.6216476446413872,0.4975,0.495,0.5,False,0,0.0025,256,1000,4.715868898844611e-05,1.0,0.1716576279179439,3259,canonical_v2_exact_endpoint,9f1314703ee8971beeaaeefc0921c057ca266dbb7be2bb3dba804128bde66006,connected,1,60526,True,9301bf2b9b4c83b2bcda634e73fa3acda5e245d3836a99ca2f2a408b885a0ea5,20296239,87,86,0.9917000707380336
road,Tokyo,Tokyo,62113,98086,3.158308244650878,0.4276266169078313,0.6332504129029627,0.6038329066159509,0.4425,0.4425,0.4475,False,0,0.0025,256,1000,1.6099689275996976e-05,1.0,0.0660409254101395,3968,canonical_v2_exact_endpoint,15cfd4fa93fec7c9f390f2faaa129638816fdfccb3ee81702a7920d7ebae4d36,connected,0,196172,True,b6e25dbaeb7a9e72166326e58552a141bc240f0a3cc804c2e6afb7a3ecbc5715,20289792,41,40,0.9987120248579202
road,Tokyo,Tokyo,62113,98086,3.158308244650878,0.4276266169078313,0.6332504129029627,0.6038329066159509,0.445,0.4425,0.445,False,0,0.0025,256,1000,1.6099689275996976e-05,1.0,0.0668620095632154,3987,canonical_v2_exact_endpoint,15cfd4fa93fec7c9f390f2faaa129638816fdfccb3ee81702a7920d7ebae4d36,connected,1,196172,True,a6eb91ea2b834d18c99e22d842de0959b0634fd85228c503ef07636bc8b73ff5,20289814,45,44,0.9985671276544362
road,Toronto,Toronto,12443,18430,2.962308125050229,0.4503249767873723,0.6751492132392838,0.6093514625076226,0.4825,0.475,0.485,False,0,0.0025,256,1000,8.036647110825364e-05,1.0,0.1375873985373302,1575,canonical_v2_exact_endpoint,4200b36ec2997344a60524e4d4862d268a60559a81e548bd471fe33fdad07d94,connected,0,36860,True,2fcb780d06d009a3d4288cc836a343625efcbe0e5b161397d3b1c3f2d1fc437f,20294578,32,31,0.9950172787912884
road,Toronto,Toronto,12443,18430,2.962308125050229,0.4503249767873723,0.6751492132392838,0.6093514625076226,0.48,0.4725,0.4825624999999999,False,0,0.0025,256,1000,8.036647110825364e-05,1.0,0.139114361488387,1581,canonical_v2_exact_endpoint,4200b36ec2997344a60524e4d4862d268a60559a81e548bd471fe33fdad07d94,connected,1,36860,True,d0ed3937f1368d57c7c37a8eca7b2ad295d0776e1704e4c072be717967d879d4,20294602,31,30,0.99493691232018
road,Tunis,Tunis,46721,67495,2.8892789109822137,0.4801932298410621,0.6922142380917105,0.6317793038370825,0.5025000000000001,0.4975,0.505,False,0,0.0025,256,1000,2.140365146293957e-05,1.0,0.1220650242931444,5259,canonical_v2_exact_endpoint,35e3364d1fcc0403e4638f4679bcc028c574cc7b0022685dce9d8b812e3b82f7,connected,0,134990,True,14d731d761cbf2e03ac43d3cfae1f75e9a75b775190328894279c6b9c9ba79ab,20289754,94,93,0.9959547098735044
road,Tunis,Tunis,46721,67495,2.8892789109822137,0.4801932298410621,0.6922142380917105,0.6317793038370825,0.4975,0.4975,0.505,False,0,0.0025,256,1000,2.140365146293957e-05,1.0,0.1211018599773121,5243,canonical_v2_exact_endpoint,35e3364d1fcc0403e4638f4679bcc028c574cc7b0022685dce9d8b812e3b82f7,connected,1,134990,True,75f8002a3b0b45d1bac8480f3c6eb3348870c98969619cb6d6c352886c20716b,20289776,100,99,0.9955694441471716
road,Vancouver,Vancouver,14876,22751,3.058752352783006,0.4277066531310511,0.6538613687310448,0.5947690996506795,0.4575,0.4525,0.4625,False,0,0.0025,256,1000,6.722237160527024e-05,1.0,0.1401586447969884,1910,canonical_v2_exact_endpoint,68bd74e36d2e9d7613baac0ed29ae6a4750ab861d07e760be6d7fd4111241454,connected,0,45502,True,b475a3544896ba5fe63dc910ee91946b66053457372eb9416fd20bde3257b8f1,20299588,42,41,0.994286098413552
road,Vancouver,Vancouver,14876,22751,3.058752352783006,0.4277066531310511,0.6538613687310448,0.5947690996506795,0.4525,0.45,0.46,False,0,0.0025,256,1000,6.722237160527024e-05,1.0,0.1352514116698037,1890,canonical_v2_exact_endpoint,68bd74e36d2e9d7613baac0ed29ae6a4750ab861d07e760be6d7fd4111241454,connected,1,45502,True,fccdc43ad381d22e67439f00caa8b8270120c67dc008ce5d15fd82c97f03e739,20299614,37,36,0.9948910997579996
road,Vienna,Vienna,17629,26142,2.9657949968801405,0.4456985030858935,0.6743554433478693,0.6083629848169554,0.475,0.4675,0.48,False,0,0.0025,256,1000,5.672471495830735e-05,1.0,0.143967326564184,2342,canonical_v2_exact_endpoint,8b68b8dd113f31905448268df59026a70688fb0f7528e92a635f9fc598b0d79f,connected,0,52284,True,6d93c6bba5b555e55e88c53eeffe65709ed36af128f1ffb3e8e5e35c19879aba,20291783,42,41,0.9950082250836688
road,Vienna,Vienna,17629,26142,2.9657949968801405,0.4456985030858935,0.6743554433478693,0.6083629848169554,0.4725,0.47,0.475,False,0,0.0025,256,1000,5.672471495830735e-05,1.0,0.1456690680129332,2351,canonical_v2_exact_endpoint,8b68b8dd113f31905448268df59026a70688fb0f7528e92a635f9fc598b0d79f,connected,1,52284,True,50b330151ed05108b795f9fc280deb11da0e016b1d9f9ec1e25571c84563b006,20291806,62,61,0.9929094106302117
road,Warsaw,Warsaw,17582,24341,2.76885451029462,0.4800796812749004,0.7223203648165646,0.6216663185144851,0.505,0.5025000000000001,0.515,False,0,0.0025,256,1000,5.687635081333182e-05,1.0,0.2202252303492207,3380,canonical_v2_exact_endpoint,afc7445d54d624eecd37e4237c8a75938282f861f476831d8a7728a415c87fae,connected,0,48682,True,3847e72c21612d009f6776f2744030fe0fb180935985f99b7f0f65c45a39a365,20291994,110,109,0.9868615629621204
road,Warsaw,Warsaw,17582,24341,2.76885451029462,0.4800796812749004,0.7223203648165646,0.6216663185144851,0.5075000000000001,0.505,0.515,False,0,0.0025,256,1000,5.687635081333182e-05,1.0,0.2230690478898873,3390,canonical_v2_exact_endpoint,afc7445d54d624eecd37e4237c8a75938282f861f476831d8a7728a415c87fae,connected,1,48682,True,fc101c1225a3dc345a3c4c39cd7e6edf80cbb7b02cd649db675cf38dabcc8bbf,20292017,110,109,0.986975315663747
