instance,system_id,domain,predictor,absolute_error,signed_error,unsafe_integrated,safe_integrated,flip_integrated,unsafe_interval_separated,safe_interval_separated,grid_unsafe,grid_safe,full_band_unsafe,full_band_safe
case300,IEEE300,power,junction,0.10224447643899548,0.10224447643899548,0.2556111910974887,0.0,0.2556111910974887,0.23686119109748854,0.0,0.23529411764705882,0.0,0.10224447643899548,0.0
case3120sp,Polish,power,junction,0.09078720972596555,0.09078720972596555,0.22696802431491386,0.0,0.22696802431491386,0.20196802431491384,0.0,0.23529411764705882,0.0,0.09078720972596555,0.0
case6470rte,RTE,power,junction,0.021735967447497395,0.021735967447497395,0.05433991861874349,0.0,0.05433991861874349,0.04183991861874348,0.0,0.0,0.0,0.021735967447497395,0.0
case9241pegase,PEGASE,power,junction,0.12722224552652395,0.12722224552652395,0.31805561381630987,0.0,0.31805561381630987,0.28680561381631,0.0,0.29411764705882354,0.0,0.12722224552652395,0.0
case_illinois200,Illinois,power,junction,0.1726532467856121,0.1726532467856121,0.4316331169640303,0.0,0.4316331169640303,0.4191331169640303,0.0,0.4117647058823529,0.0,0.1726532467856121,0.0
GBnetwork,GB,power,nonbacktracking,0.29500148423107,0.29500148423107,0.5875000000000002,0.0,0.5875000000000002,0.5625000000000002,0.0,0.5882352941176471,0.0,0.29500148423107,0.0
case1354pegase,PEGASE,power,nonbacktracking,0.27388309034087066,0.27388309034087066,0.3812500000000002,0.0,0.3812500000000002,0.36250000000000004,0.0,0.4117647058823529,0.0,0.27388309034087066,0.0
case1888rte,RTE,power,nonbacktracking,0.27698825664339544,0.27698825664339544,0.3937500000000002,0.0,0.3937500000000002,0.3812500000000002,0.0,0.4117647058823529,0.0,0.27698825664339544,0.0
case2848rte,RTE,power,nonbacktracking,0.32201705152553683,0.32201705152553683,0.41875000000000023,0.0,0.41875000000000023,0.4000000000000001,0.0,0.4117647058823529,0.0,0.32201705152553683,0.0
case2869pegase,PEGASE,power,nonbacktracking,0.5920596753576491,0.5920596753576491,0.6187500000000001,0.0,0.6187500000000001,0.5375000000000002,0.0,0.5882352941176471,0.0,0.5920596753576491,0.0
case300,IEEE300,power,nonbacktracking,0.31415479725860906,0.31415479725860906,0.5875000000000002,0.0,0.5875000000000002,0.5687500000000001,0.0,0.5882352941176471,0.0,0.31415479725860906,0.0
case3120sp,Polish,power,nonbacktracking,0.23951433654509574,0.23951433654509574,0.5750000000000002,0.0,0.5750000000000002,0.5500000000000002,0.0,0.5882352941176471,0.0,0.23951433654509569,0.0
case6470rte,RTE,power,nonbacktracking,0.3230545868138251,0.3230545868138251,0.37500000000000006,0.0,0.37500000000000006,0.36250000000000004,0.0,0.35294117647058826,0.0,0.32305458681382515,0.0
case9241pegase,PEGASE,power,nonbacktracking,0.651343180818269,0.651343180818269,0.5937500000000001,0.0,0.5937500000000001,0.5625000000000002,0.0,0.5882352941176471,0.0,0.651343180818269,0.0
case_illinois200,Illinois,power,nonbacktracking,0.33015116715103626,0.33015116715103626,0.7187500000000002,0.0,0.7187500000000002,0.7062500000000002,0.0,0.7058823529411765,0.0,0.3301511671510362,0.0
Berlin,Berlin,rail,CEBH,0.20012706480304965,0.20012706480304965,0.5003176620076241,0.0,0.5003176620076241,0.49406766200762425,0.0,0.47058823529411764,0.0,0.20012706480304965,0.0
Hamburg,Hamburg,rail,CEBH,0.2732539682539683,0.2732539682539683,0.6831349206349208,0.0,0.6831349206349208,0.6331349206349207,0.0,0.6470588235294118,0.0,0.2732539682539683,0.0
Madrid,Madrid,rail,CEBH,0.25165861513687604,0.25165861513687604,0.6291465378421901,0.0,0.6291465378421901,0.61039653784219,0.0,0.5882352941176471,0.0,0.25165861513687604,0.0
Milan,Milan,rail,CEBH,0.17617947222627206,0.17617947222627206,0.44044868056568015,0.0,0.44044868056568015,0.42169868056568,0.0,0.4117647058823529,0.0,0.17617947222627206,0.0
Osaka,Osaka,rail,CEBH,0.24104881266490752,0.24104881266490752,0.6026220316622688,0.0,0.6026220316622688,0.5901220316622687,0.0,0.5294117647058824,0.0,0.24104881266490752,0.0
Vienna,Vienna,rail,CEBH,0.33761042537998565,0.33761042537998565,0.806526063449964,0.0,0.806526063449964,0.7752760634499641,0.0,0.7647058823529411,0.0,0.33761042537998565,0.0
Berlin,Berlin,rail,2D,0.06089928750240714,-0.06089928750240714,0.0,0.15224821875601785,0.15224821875601785,0.0,0.13974821875601784,0.0,0.11764705882352941,0.0,0.06089928750240714
Hamburg,Hamburg,rail,2D,0.028880597014925513,0.028880597014925513,0.07220149253731378,0.0,0.07220149253731378,0.02220149253731374,0.0,0.058823529411764705,0.0,0.028880597014925513,0.0
Madrid,Madrid,rail,2D,0.029485267369952717,-0.029485267369952717,0.0,0.07371316842488179,0.07371316842488179,0.0,0.0,0.0,0.058823529411764705,0.0,0.029485267369952717
Milan,Milan,rail,2D,0.1066905444126075,-0.1066905444126075,0.0,0.26672636103151875,0.26672636103151875,0.0,0.24797636103151888,0.0,0.23529411764705882,0.0,0.1066905444126075
Osaka,Osaka,rail,2D,0.033124667729930835,-0.033124667729930835,0.0,0.08281166932482709,0.08281166932482709,0.0,0.02031166932482703,0.0,0.11764705882352941,0.0,0.033124667729930835
Vienna,Vienna,rail,2D,0.09304642166344301,0.09304642166344301,0.19511605415860755,0.0,0.19511605415860755,0.1638660541586076,0.0,0.23529411764705882,0.0,0.09304642166344301,0.0
Berlin,Berlin,rail,junction,0.107518971851573,0.107518971851573,0.2687974296289325,0.0,0.2687974296289325,0.2625474296289326,0.0,0.23529411764705882,0.0,0.107518971851573,0.0
Hamburg,Hamburg,rail,junction,0.16430562518420855,0.16430562518420855,0.41076406296052137,0.0,0.41076406296052137,0.3607640629605213,0.0,0.4117647058823529,0.0,0.16430562518420855,0.0
Madrid,Madrid,rail,junction,0.1676915456680491,0.1676915456680491,0.4192288641701228,0.0,0.4192288641701228,0.40047886417012263,0.0,0.4117647058823529,0.0,0.1676915456680491,0.0
Milan,Milan,rail,junction,0.06451370124835298,0.06451370124835298,0.16128425312088246,0.0,0.16128425312088246,0.1425342531208823,0.0,0.17647058823529413,0.0,0.06451370124835298,0.0
Osaka,Osaka,rail,junction,0.15485378643141812,0.15485378643141812,0.3871344660785453,0.0,0.3871344660785453,0.3746344660785453,0.0,0.35294117647058826,0.0,0.15485378643141812,0.0
Vienna,Vienna,rail,junction,0.22473887452887942,0.22473887452887942,0.5243471863221986,0.0,0.5243471863221986,0.4930971863221986,0.0,0.5294117647058824,0.0,0.22473887452887942,0.0
Berlin,Berlin,rail,nonbacktracking,0.323477924156811,0.323477924156811,0.7500000000000001,0.0,0.7500000000000001,0.7437500000000002,0.0,0.7058823529411765,0.0,0.323477924156811,0.0
Hamburg,Hamburg,rail,nonbacktracking,0.39189756906559137,0.39189756906559137,0.8875000000000002,0.0,0.8875000000000002,0.8375000000000001,0.0,0.8823529411764706,0.0,0.39189756906559137,0.0
Madrid,Madrid,rail,nonbacktracking,0.39137172756224275,0.39137172756224275,0.8875000000000002,0.0,0.8875000000000002,0.86875,0.0,0.8823529411764706,0.0,0.3913717275622427,0.0
Milan,Milan,rail,nonbacktracking,0.30582449048855054,0.30582449048855054,0.5875000000000002,0.0,0.5875000000000002,0.5687500000000001,0.0,0.5882352941176471,0.0,0.30582449048855054,0.0
Osaka,Osaka,rail,nonbacktracking,0.31426500459828627,0.31426500459828627,0.7856625114957155,0.0,0.7856625114957155,0.7731625114957155,0.0,0.7058823529411765,0.0,0.3142650045982862,0.0
Vienna,Vienna,rail,nonbacktracking,0.4672981094222018,0.4672981094222018,1.0,0.0,1.0,0.9687500000000001,0.0,1.0,0.0,0.46729810942220174,0.0
Accra,Accra,road,CEBH,0.22192132716291468,0.22192132716291468,0.5548033179072867,0.0,0.5548033179072867,0.5423033179072867,0.0,0.47058823529411764,0.0,0.22192132716291468,0.0
Addis Ababa,Addis Ababa,road,CEBH,0.22022581054205204,0.22022581054205204,0.5505645263551301,0.0,0.5505645263551301,0.5505645263551301,0.0,0.5294117647058824,0.0,0.22022581054205204,0.0
Algiers,Algiers,road,CEBH,0.2359144758764623,0.2359144758764623,0.5897861896911557,0.0,0.5897861896911557,0.5835361896911556,0.0,0.5294117647058824,0.0,0.2359144758764623,0.0
Amsterdam,Amsterdam,road,CEBH,0.20831914289768705,0.20831914289768705,0.5207978572442176,0.0,0.5207978572442176,0.5082978572442176,0.0,0.47058823529411764,0.0,0.20831914289768705,0.0
Athens,Athens,road,CEBH,0.20894303572929024,0.20894303572929024,0.43125000000000024,0.0,0.43125000000000024,0.4250000000000001,0.0,0.4117647058823529,0.0,0.2089430357292903,0.0
Auckland,Auckland,road,CEBH,0.24554940759006427,0.24554940759006427,0.6138735189751606,0.0,0.6138735189751606,0.5576235189751607,0.0,0.5294117647058824,0.0,0.24554940759006427,0.0
Bangkok,Bangkok,road,CEBH,0.3510948175304117,0.3510948175304117,0.7027370438260291,0.0,0.7027370438260291,0.7027370438260291,0.0,0.7058823529411765,0.0,0.3510948175304117,0.0
Barcelona,Barcelona,road,CEBH,0.18868580324923506,0.18868580324923506,0.44375000000000026,0.0,0.44375000000000026,0.4250000000000001,0.0,0.47058823529411764,0.0,0.188685803249235,0.0
Bengaluru,Bengaluru,road,CEBH,0.19737595487970305,0.19737595487970305,0.49343988719925763,0.0,0.49343988719925763,0.4809398871992576,0.0,0.47058823529411764,0.0,0.19737595487970305,0.0
Bogota,Bogota,road,CEBH,0.20310488065868076,0.20310488065868076,0.50625,0.0,0.50625,0.5000000000000001,0.0,0.5294117647058824,0.0,0.2031048806586807,0.0
Boston,Boston,road,CEBH,0.21200187302202422,0.21200187302202422,0.5300046825550605,0.0,0.5300046825550605,0.5175046825550605,0.0,0.47058823529411764,0.0,0.21200187302202422,0.0
Brisbane,Brisbane,road,CEBH,0.21888020106115608,0.21888020106115608,0.5472005026528903,0.0,0.5472005026528903,0.5347005026528903,0.0,0.5294117647058824,0.0,0.21888020106115613,0.0
Buenos Aires,Buenos Aires,road,CEBH,0.17438426222181597,0.17438426222181597,0.26250000000000023,0.0,0.26250000000000023,0.26250000000000023,0.0,0.29411764705882354,0.0,0.17438426222181602,0.0
Cairo,Cairo,road,CEBH,0.20691871850165483,0.20691871850165483,0.5172967962541369,0.0,0.5172967962541369,0.5110467962541371,0.0,0.47058823529411764,0.0,0.20691871850165477,0.0
Casablanca,Casablanca,road,CEBH,0.20511727158019755,0.20511727158019755,0.5127931789504938,0.0,0.5127931789504938,0.5065431789504937,0.0,0.47058823529411764,0.0,0.20511727158019755,0.0
Chennai,Chennai,road,CEBH,0.22405108049844902,0.22405108049844902,0.5601277012461225,0.0,0.5601277012461225,0.5476277012461225,0.0,0.5294117647058824,0.0,0.22405108049844902,0.0
Chicago,Chicago,road,CEBH,0.20400529685997787,0.20400529685997787,0.37500000000000006,0.0,0.37500000000000006,0.3687500000000002,0.0,0.35294117647058826,0.0,0.2040052968599778,0.0
Dakar,Dakar,road,CEBH,0.22246224040276918,0.22246224040276918,0.556155601006923,0.0,0.556155601006923,0.555999351006923,0.0,0.5294117647058824,0.0,0.22246224040276918,0.0
Dar es Salaam,Dar es Salaam,road,CEBH,0.2549011640769925,0.2549011640769925,0.6372529101924812,0.0,0.6372529101924812,0.631002910192481,0.0,0.5882352941176471,0.0,0.2549011640769925,0.0
Delhi,Delhi,road,CEBH,0.2285354620774781,0.2285354620774781,0.5713386551936952,0.0,0.5713386551936952,0.5650886551936953,0.0,0.5294117647058824,0.0,0.2285354620774781,0.0
Dhaka,Dhaka,road,CEBH,0.216372368860675,0.216372368860675,0.5409309221516875,0.0,0.5409309221516875,0.5346809221516874,0.0,0.47058823529411764,0.0,0.216372368860675,0.0
Dubai,Dubai,road,CEBH,0.20913883247634296,0.20913883247634296,0.5228470811908572,0.0,0.5228470811908572,0.5165970811908571,0.0,0.47058823529411764,0.0,0.2091388324763429,0.0
Hanoi,Hanoi,road,CEBH,0.21603319766586576,0.21603319766586576,0.5400829941646642,0.0,0.5400829941646642,0.5213329941646644,0.0,0.5294117647058824,0.0,0.2160331976658657,0.0
Ho Chi Minh City,Ho Chi Minh City,road,CEBH,0.21155028531365017,0.21155028531365017,0.5288757132841254,0.0,0.5288757132841254,0.5163757132841253,0.0,0.47058823529411764,0.0,0.21155028531365017,0.0
Hong Kong,Hong Kong,road,CEBH,0.1898224633863661,0.1898224633863661,0.47455615846591526,0.0,0.47455615846591526,0.4683061584659151,0.0,0.47058823529411764,0.0,0.1898224633863661,0.0
Hyderabad,Hyderabad,road,CEBH,0.24434413779850567,0.24434413779850567,0.6108603444962643,0.0,0.6108603444962643,0.6108603444962643,0.0,0.5882352941176471,0.0,0.24434413779850572,0.0
Istanbul,Istanbul,road,CEBH,0.21369661499525466,0.21369661499525466,0.5342415374881365,0.0,0.5342415374881365,0.5279915374881363,0.0,0.47058823529411764,0.0,0.2136966149952546,0.0
Jakarta,Jakarta,road,CEBH,0.19267427842274598,0.19267427842274598,0.48168569605686495,0.0,0.48168569605686495,0.4691856960568652,0.0,0.47058823529411764,0.0,0.19267427842274598,0.0
Johannesburg,Johannesburg,road,CEBH,0.21574940490276606,0.21574940490276606,0.5393735122569151,0.0,0.5393735122569151,0.5143735122569151,0.0,0.47058823529411764,0.0,0.21574940490276606,0.0
Kampala,Kampala,road,CEBH,0.24804786060261197,0.24804786060261197,0.6201196515065299,0.0,0.6201196515065299,0.6076196515065299,0.0,0.5882352941176471,0.0,0.24804786060261197,0.0
Karachi,Karachi,road,CEBH,0.22837939456990036,0.22837939456990036,0.5625000000000002,0.0,0.5625000000000002,0.55625,0.0,0.5294117647058824,0.0,0.22837939456990042,0.0
Kuala Lumpur,Kuala Lumpur,road,CEBH,0.20059838844827244,0.20059838844827244,0.5014959711206812,0.0,0.5014959711206812,0.49524597112068136,0.0,0.47058823529411764,0.0,0.2005983884482725,0.0
Lagos,Lagos,road,CEBH,0.22716309806302082,0.22716309806302082,0.567907745157552,0.0,0.567907745157552,0.5616577451575518,0.0,0.5294117647058824,0.0,0.22716309806302082,0.0
Lima,Lima,road,CEBH,0.20216547578011362,0.20216547578011362,0.48750000000000016,0.0,0.48750000000000016,0.48125,0.0,0.47058823529411764,0.0,0.20216547578011368,0.0
Lisbon,Lisbon,road,CEBH,0.21948385139235377,0.21948385139235377,0.5487096284808842,0.0,0.5487096284808842,0.5237096284808842,0.0,0.5294117647058824,0.0,0.2194838513923537,0.0
London,London,road,CEBH,0.25501528340753543,0.25501528340753543,0.6375382085188386,0.0,0.6375382085188386,0.6250382085188385,0.0,0.5882352941176471,0.0,0.25501528340753543,0.0
Los Angeles,Los Angeles,road,CEBH,0.17756967379160482,0.17756967379160482,0.3812500000000002,0.0,0.3812500000000002,0.36250000000000004,0.0,0.4117647058823529,0.0,0.17756967379160482,0.0
Manila,Manila,road,CEBH,0.20820204707916756,0.20820204707916756,0.51875,0.0,0.51875,0.5125000000000002,0.0,0.5294117647058824,0.0,0.20820204707916756,0.0
Melbourne,Melbourne,road,CEBH,0.23639127435138618,0.23639127435138618,0.5909781858784654,0.0,0.5909781858784654,0.5847281858784655,0.0,0.5882352941176471,0.0,0.23639127435138618,0.0
Mexico City,Mexico City,road,CEBH,0.1884000442438305,0.1884000442438305,0.4125000000000001,0.0,0.4125000000000001,0.4000000000000001,0.0,0.4117647058823529,0.0,0.1884000442438305,0.0
Miami,Miami,road,CEBH,0.19866892581256385,0.19866892581256385,0.41875000000000023,0.0,0.41875000000000023,0.4125000000000001,0.0,0.4117647058823529,0.0,0.1986689258125639,0.0
Milan,Milan,road,CEBH,0.19262275915822286,0.19262275915822286,0.481556897895557,0.0,0.481556897895557,0.481556897895557,0.0,0.47058823529411764,0.0,0.1926227591582228,0.0
Montevideo,Montevideo,road,CEBH,0.17303168733231816,0.17303168733231816,0.325,0.0,0.325,0.3125000000000003,0.0,0.35294117647058826,0.0,0.17303168733231822,0.0
Montreal,Montreal,road,CEBH,0.20183374244463792,0.20183374244463792,0.4375000000000001,0.0,0.4375000000000001,0.4125000000000001,0.0,0.4117647058823529,0.0,0.20183374244463792,0.0
Mumbai,Mumbai,road,CEBH,0.23499628457277422,0.23499628457277422,0.5874907114319355,0.0,0.5874907114319355,0.5749907114319355,0.0,0.5294117647058824,0.0,0.23499628457277422,0.0
Nairobi,Nairobi,road,CEBH,0.23669078630004825,0.23669078630004825,0.5917269657501206,0.0,0.5917269657501206,0.5667269657501206,0.0,0.5882352941176471,0.0,0.23669078630004825,0.0
New York City,New York City,road,CEBH,0.19735731728093586,0.19735731728093586,0.3375,0.0,0.3375,0.325,0.0,0.35294117647058826,0.0,0.19735731728093586,0.0
Osaka,Osaka,road,CEBH,0.17326427273781458,0.17326427273781458,0.4250000000000001,0.0,0.4250000000000001,0.41875000000000023,0.0,0.4117647058823529,0.0,0.17326427273781453,0.0
Panama City,Panama City,road,CEBH,0.2213600979093936,0.2213600979093936,0.5534002447734839,0.0,0.5534002447734839,0.5471502447734841,0.0,0.5294117647058824,0.0,0.2213600979093936,0.0
Paris,Paris,road,CEBH,0.19352594795600198,0.19352594795600198,0.48381486989000494,0.0,0.48381486989000494,0.48381486989000494,0.0,0.4117647058823529,0.0,0.19352594795600198,0.0
Prague,Prague,road,CEBH,0.2256987994904815,0.2256987994904815,0.5642469987262035,0.0,0.5642469987262035,0.5392469987262035,0.0,0.5294117647058824,0.0,0.22569879949048144,0.0
Quito,Quito,road,CEBH,0.22882234112251576,0.22882234112251576,0.5720558528062893,0.0,0.5720558528062893,0.5345558528062896,0.0,0.5294117647058824,0.0,0.22882234112251576,0.0
Rio de Janeiro,Rio de Janeiro,road,CEBH,0.228151622133001,0.228151622133001,0.5703790553325024,0.0,0.5703790553325024,0.5703790553325024,0.0,0.5294117647058824,0.0,0.228151622133001,0.0
Riyadh,Riyadh,road,CEBH,0.19593711449215778,0.19593711449215778,0.48984278623039446,0.0,0.48984278623039446,0.4835927862303946,0.0,0.47058823529411764,0.0,0.19593711449215778,0.0
Rome,Rome,road,CEBH,0.2169670289211082,0.2169670289211082,0.5424175723027704,0.0,0.5424175723027704,0.5299175723027705,0.0,0.5294117647058824,0.0,0.2169670289211082,0.0
San Francisco,San Francisco,road,CEBH,0.2030232784966512,0.2030232784966512,0.38750000000000007,0.0,0.38750000000000007,0.3812500000000002,0.0,0.4117647058823529,0.0,0.20302327849665125,0.0
Santiago,Santiago,road,CEBH,0.18815942207952585,0.18815942207952585,0.4703985551988146,0.0,0.4703985551988146,0.4578985551988149,0.0,0.4117647058823529,0.0,0.18815942207952585,0.0
Sao Paulo,Sao Paulo,road,CEBH,0.1974532431356944,0.1974532431356944,0.49363310783923614,0.0,0.49363310783923614,0.487383107839236,0.0,0.4117647058823529,0.0,0.19745324313569446,0.0
Seattle,Seattle,road,CEBH,0.21072831232913247,0.21072831232913247,0.50625,0.0,0.50625,0.50625,0.0,0.5294117647058824,0.0,0.21072831232913247,0.0
Seoul,Seoul,road,CEBH,0.2208346100630051,0.2208346100630051,0.5520865251575127,0.0,0.5520865251575127,0.5395865251575127,0.0,0.47058823529411764,0.0,0.2208346100630051,0.0
Singapore,Singapore,road,CEBH,0.20817956849742925,0.20817956849742925,0.5204489212435731,0.0,0.5204489212435731,0.501698921243573,0.0,0.47058823529411764,0.0,0.20817956849742925,0.0
Sydney,Sydney,road,CEBH,0.20770367518815908,0.20770367518815908,0.5192591879703978,0.0,0.5192591879703978,0.5130091879703976,0.0,0.47058823529411764,0.0,0.20770367518815913,0.0
Taipei,Taipei,road,CEBH,0.15831538981640397,0.15831538981640397,0.35000000000000003,0.0,0.35000000000000003,0.34375000000000017,0.0,0.35294117647058826,0.0,0.15831538981640392,0.0
Tehran,Tehran,road,CEBH,0.19793477440594665,0.19793477440594665,0.4948369360148666,0.0,0.4948369360148666,0.4823369360148666,0.0,0.47058823529411764,0.0,0.19793477440594665,0.0
Tel Aviv,Tel Aviv,road,CEBH,0.2020443592892564,0.2020443592892564,0.5051108982231408,0.0,0.5051108982231408,0.498860898223141,0.0,0.47058823529411764,0.0,0.20204435928925635,0.0
Tokyo,Tokyo,road,CEBH,0.20737338309216868,0.20737338309216868,0.46250000000000013,0.0,0.46250000000000013,0.4500000000000001,0.0,0.47058823529411764,0.0,0.20737338309216868,0.0
Toronto,Toronto,road,CEBH,0.2096750232126277,0.2096750232126277,0.5241875580315694,0.0,0.5241875580315694,0.5116875580315694,0.0,0.47058823529411764,0.0,0.20967502321262776,0.0
Tunis,Tunis,road,CEBH,0.21980677015893796,0.21980677015893796,0.549516925397345,0.0,0.549516925397345,0.5307669253973448,0.0,0.47058823529411764,0.0,0.21980677015893801,0.0
Vancouver,Vancouver,road,CEBH,0.18229334686894888,0.18229334686894888,0.4000000000000001,0.0,0.4000000000000001,0.3937500000000002,0.0,0.4117647058823529,0.0,0.18229334686894882,0.0
Vienna,Vienna,road,CEBH,0.20180149691410648,0.20180149691410648,0.49375,0.0,0.49375,0.48125,0.0,0.47058823529411764,0.0,0.20180149691410643,0.0
Warsaw,Warsaw,road,CEBH,0.20242031872509958,0.20242031872509958,0.5060507968127489,0.0,0.5060507968127489,0.4998007968127491,0.0,0.47058823529411764,0.0,0.20242031872509958,0.0
Accra,Accra,road,2D,0.022729487429350992,-0.022729487429350992,0.0,0.05682371857337748,0.05682371857337748,0.0,0.04432371857337747,0.0,0.0,0.0,0.022729487429350992
Addis Ababa,Addis Ababa,road,2D,0.004334756376015325,-0.004334756376015325,0.0,0.010836890940038313,0.010836890940038313,0.0,0.0,0.0,0.0,0.0,0.004334756376015325
Algiers,Algiers,road,2D,0.008858836766487799,-0.008858836766487799,0.0,0.022147091916219497,0.022147091916219497,0.0,0.0,0.0,0.058823529411764705,0.0,0.008858836766487799
Amsterdam,Amsterdam,road,2D,0.030476328032353117,-0.030476328032353117,0.0,0.07619082008088279,0.07619082008088279,0.0,0.05119082008088277,0.0,0.058823529411764705,0.0,0.030476328032353117
Athens,Athens,road,2D,0.0036362071495490422,0.0036362071495490422,0.009090517873872606,0.0,0.009090517873872606,0.0028405178738724612,0.0,0.0,0.0,0.0036362071495490422,0.0
Auckland,Auckland,road,2D,0.0028763040238449777,0.0028763040238449777,0.007190760059612444,0.0,0.007190760059612444,0.0,0.0,0.0,0.0,0.0028763040238449777,0.0
Bangkok,Bangkok,road,2D,0.036160348146288324,0.036160348146288324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036160348146288324,0.0
Barcelona,Barcelona,road,2D,0.020452810548230338,-0.020452810548230338,0.0,0.051132026370575845,0.051132026370575845,0.0,0.03238202637057597,0.0,0.0,0.0,0.020452810548230338
Bengaluru,Bengaluru,road,2D,0.05698224050716305,-0.05698224050716305,0.0,0.14245560126790763,0.14245560126790763,0.0,0.11120560126790774,0.0,0.11764705882352941,0.0,0.05698224050716305
