instance,system_id,domain,predictor,absolute_error,signed_error,unsafe_integrated,safe_integrated,flip_integrated,unsafe_interval_separated,safe_interval_separated,grid_unsafe,grid_safe,full_band_unsafe,full_band_safe
Cairo,Cairo,road,nonbacktracking,0.3410261366583288,0.3410261366583288,0.6187500000000001,0.0,0.6187500000000001,0.6125000000000003,0.0,0.5882352941176471,0.0,0.3410261366583288,0.0
Casablanca,Casablanca,road,nonbacktracking,0.2978032997407019,0.2978032997407019,0.5375000000000002,0.0,0.5375000000000002,0.53125,0.0,0.5294117647058824,0.0,0.29780329974070185,0.0
Chennai,Chennai,road,nonbacktracking,0.3240820872383031,0.3240820872383031,0.6812500000000001,0.0,0.6812500000000001,0.6687500000000002,0.0,0.6470588235294118,0.0,0.3240820872383031,0.0
Chicago,Chicago,road,nonbacktracking,0.2486335695514263,0.2486335695514263,0.37500000000000006,0.0,0.37500000000000006,0.3687500000000002,0.0,0.35294117647058826,0.0,0.24863356955142624,0.0
Dakar,Dakar,road,nonbacktracking,0.3259685417313188,0.3259685417313188,0.58125,0.0,0.58125,0.5810937500000002,0.0,0.5882352941176471,0.0,0.32596854173131884,0.0
Dar es Salaam,Dar es Salaam,road,nonbacktracking,0.38631913664337214,0.38631913664337214,0.7812500000000002,0.0,0.7812500000000002,0.7750000000000001,0.0,0.7647058823529411,0.0,0.38631913664337214,0.0
Delhi,Delhi,road,nonbacktracking,0.32202680412673423,0.32202680412673423,0.6187500000000001,0.0,0.6187500000000001,0.6125000000000003,0.0,0.5882352941176471,0.0,0.32202680412673423,0.0
Dhaka,Dhaka,road,nonbacktracking,0.34159987851360585,0.34159987851360585,0.6687500000000002,0.0,0.6687500000000002,0.6625,0.0,0.6470588235294118,0.0,0.34159987851360585,0.0
Dubai,Dubai,road,nonbacktracking,0.3468237970968688,0.3468237970968688,0.6250000000000002,0.0,0.6250000000000002,0.6187500000000001,0.0,0.5882352941176471,0.0,0.3468237970968687,0.0
Hanoi,Hanoi,road,nonbacktracking,0.36175332773448027,0.36175332773448027,0.6375,0.0,0.6375,0.6187500000000001,0.0,0.6470588235294118,0.0,0.3617533277344803,0.0
Ho Chi Minh City,Ho Chi Minh City,road,nonbacktracking,0.37526424528580393,0.37526424528580393,0.6687500000000002,0.0,0.6687500000000002,0.6562500000000001,0.0,0.6470588235294118,0.0,0.37526424528580393,0.0
Hong Kong,Hong Kong,road,nonbacktracking,0.2675745477918292,0.2675745477918292,0.5125000000000002,0.0,0.5125000000000002,0.50625,0.0,0.5294117647058824,0.0,0.2675745477918292,0.0
Hyderabad,Hyderabad,road,nonbacktracking,0.36551196615748366,0.36551196615748366,0.7062500000000002,0.0,0.7062500000000002,0.7062500000000002,0.0,0.7058823529411765,0.0,0.3655119661574836,0.0
Istanbul,Istanbul,road,nonbacktracking,0.29232986396150396,0.29232986396150396,0.5625000000000002,0.0,0.5625000000000002,0.55625,0.0,0.5294117647058824,0.0,0.29232986396150396,0.0
Jakarta,Jakarta,road,nonbacktracking,0.31915514845868725,0.31915514845868725,0.6375,0.0,0.6375,0.6250000000000002,0.0,0.6470588235294118,0.0,0.3191551484586873,0.0
Johannesburg,Johannesburg,road,nonbacktracking,0.3104126795682495,0.3104126795682495,0.5500000000000002,0.0,0.5500000000000002,0.5250000000000001,0.0,0.5294117647058824,0.0,0.31041267956824947,0.0
Kampala,Kampala,road,nonbacktracking,0.41753030221664034,0.41753030221664034,0.9312500000000001,0.0,0.9312500000000001,0.9187500000000001,0.0,0.8823529411764706,0.0,0.41753030221664034,0.0
Karachi,Karachi,road,nonbacktracking,0.33725965910332717,0.33725965910332717,0.5625000000000002,0.0,0.5625000000000002,0.55625,0.0,0.5294117647058824,0.0,0.3372596591033272,0.0
Kuala Lumpur,Kuala Lumpur,road,nonbacktracking,0.3056100693262221,0.3056100693262221,0.6187500000000001,0.0,0.6187500000000001,0.6125000000000003,0.0,0.5882352941176471,0.0,0.30561006932622203,0.0
Lagos,Lagos,road,nonbacktracking,0.3505723448942175,0.3505723448942175,0.6812500000000001,0.0,0.6812500000000001,0.675,0.0,0.6470588235294118,0.0,0.3505723448942175,0.0
Lima,Lima,road,nonbacktracking,0.2900819558030948,0.2900819558030948,0.48750000000000016,0.0,0.48750000000000016,0.48125,0.0,0.47058823529411764,0.0,0.2900819558030948,0.0
Lisbon,Lisbon,road,nonbacktracking,0.34380518596192106,0.34380518596192106,0.6625,0.0,0.6625,0.6375,0.0,0.6470588235294118,0.0,0.343805185961921,0.0
London,London,road,nonbacktracking,0.38824776826702784,0.38824776826702784,0.8125000000000001,0.0,0.8125000000000001,0.8000000000000002,0.0,0.7647058823529411,0.0,0.3882477682670279,0.0
Los Angeles,Los Angeles,road,nonbacktracking,0.250059927338724,0.250059927338724,0.3812500000000002,0.0,0.3812500000000002,0.36250000000000004,0.0,0.4117647058823529,0.0,0.25005992733872406,0.0
Manila,Manila,road,nonbacktracking,0.29780162174117136,0.29780162174117136,0.51875,0.0,0.51875,0.5125000000000002,0.0,0.5294117647058824,0.0,0.2978016217411714,0.0
Melbourne,Melbourne,road,nonbacktracking,0.32890053510040146,0.32890053510040146,0.6375,0.0,0.6375,0.6312500000000001,0.0,0.6470588235294118,0.0,0.3289005351004014,0.0
Mexico City,Mexico City,road,nonbacktracking,0.2826610439993321,0.2826610439993321,0.4125000000000001,0.0,0.4125000000000001,0.4000000000000001,0.0,0.4117647058823529,0.0,0.2826610439993321,0.0
Miami,Miami,road,nonbacktracking,0.2676050042584944,0.2676050042584944,0.41875000000000023,0.0,0.41875000000000023,0.4125000000000001,0.0,0.4117647058823529,0.0,0.2676050042584944,0.0
Milan,Milan,road,nonbacktracking,0.28877511753155266,0.28877511753155266,0.51875,0.0,0.51875,0.51875,0.0,0.5294117647058824,0.0,0.2887751175315527,0.0
Montevideo,Montevideo,road,nonbacktracking,0.23546160300612284,0.23546160300612284,0.325,0.0,0.325,0.3125000000000003,0.0,0.35294117647058826,0.0,0.23546160300612284,0.0
Montreal,Montreal,road,nonbacktracking,0.2696762963438957,0.2696762963438957,0.4375000000000001,0.0,0.4375000000000001,0.4125000000000001,0.0,0.4117647058823529,0.0,0.26967629634389567,0.0
Mumbai,Mumbai,road,nonbacktracking,0.34393509557095725,0.34393509557095725,0.6687500000000002,0.0,0.6687500000000002,0.6562500000000001,0.0,0.6470588235294118,0.0,0.34393509557095725,0.0
Nairobi,Nairobi,road,nonbacktracking,0.39517426704491004,0.39517426704491004,0.8250000000000002,0.0,0.8250000000000002,0.8000000000000002,0.0,0.8235294117647058,0.0,0.3951742670449101,0.0
New York City,New York City,road,nonbacktracking,0.24415880602465478,0.24415880602465478,0.3375,0.0,0.3375,0.325,0.0,0.35294117647058826,0.0,0.24415880602465478,0.0
Osaka,Osaka,road,nonbacktracking,0.2783329922907918,0.2783329922907918,0.4250000000000001,0.0,0.4250000000000001,0.41875000000000023,0.0,0.4117647058823529,0.0,0.2783329922907918,0.0
Panama City,Panama City,road,nonbacktracking,0.34365626777246244,0.34365626777246244,0.6625,0.0,0.6625,0.6562500000000001,0.0,0.6470588235294118,0.0,0.3436562677724625,0.0
Paris,Paris,road,nonbacktracking,0.28950940657074675,0.28950940657074675,0.49375,0.0,0.49375,0.49375,0.0,0.47058823529411764,0.0,0.28950940657074675,0.0
Prague,Prague,road,nonbacktracking,0.3254930893991184,0.3254930893991184,0.6312500000000001,0.0,0.6312500000000001,0.6062500000000001,0.0,0.6470588235294118,0.0,0.3254930893991185,0.0
Quito,Quito,road,nonbacktracking,0.34314680938915226,0.34314680938915226,0.65,0.0,0.65,0.6125000000000003,0.0,0.6470588235294118,0.0,0.3431468093891523,0.0
Rio de Janeiro,Rio de Janeiro,road,nonbacktracking,0.3354992122478106,0.3354992122478106,0.6437500000000002,0.0,0.6437500000000002,0.6437500000000002,0.0,0.6470588235294118,0.0,0.33549921224781065,0.0
Riyadh,Riyadh,road,nonbacktracking,0.347036915724107,0.347036915724107,0.53125,0.0,0.53125,0.5250000000000001,0.0,0.5294117647058824,0.0,0.347036915724107,0.0
Rome,Rome,road,nonbacktracking,0.3210897756596648,0.3210897756596648,0.5937500000000001,0.0,0.5937500000000001,0.58125,0.0,0.5882352941176471,0.0,0.3210897756596648,0.0
San Francisco,San Francisco,road,nonbacktracking,0.27089775018544326,0.27089775018544326,0.38750000000000007,0.0,0.38750000000000007,0.3812500000000002,0.0,0.4117647058823529,0.0,0.27089775018544326,0.0
Santiago,Santiago,road,nonbacktracking,0.2924380529710677,0.2924380529710677,0.48125,0.0,0.48125,0.4687500000000003,0.0,0.47058823529411764,0.0,0.2924380529710676,0.0
Sao Paulo,Sao Paulo,road,nonbacktracking,0.2882284791376019,0.2882284791376019,0.5000000000000001,0.0,0.5000000000000001,0.49375,0.0,0.47058823529411764,0.0,0.28822847913760186,0.0
Seattle,Seattle,road,nonbacktracking,0.30073679747411347,0.30073679747411347,0.50625,0.0,0.50625,0.50625,0.0,0.5294117647058824,0.0,0.3007367974741134,0.0
Seoul,Seoul,road,nonbacktracking,0.3015022610091643,0.3015022610091643,0.55625,0.0,0.55625,0.5437500000000001,0.0,0.5294117647058824,0.0,0.30150226100916433,0.0
Singapore,Singapore,road,nonbacktracking,0.26675729147848876,0.26675729147848876,0.5625000000000002,0.0,0.5625000000000002,0.5437500000000001,0.0,0.5294117647058824,0.0,0.2667572914784888,0.0
Sydney,Sydney,road,nonbacktracking,0.3213056737141325,0.3213056737141325,0.6125000000000003,0.0,0.6125000000000003,0.6062500000000001,0.0,0.5882352941176471,0.0,0.32130567371413243,0.0
Taipei,Taipei,road,nonbacktracking,0.24411048580177036,0.24411048580177036,0.35000000000000003,0.0,0.35000000000000003,0.34375000000000017,0.0,0.35294117647058826,0.0,0.2441104858017703,0.0
Tehran,Tehran,road,nonbacktracking,0.3397263231074496,0.3397263231074496,0.6437500000000002,0.0,0.6437500000000002,0.6312500000000001,0.0,0.6470588235294118,0.0,0.33972632310744966,0.0
Tel Aviv,Tel Aviv,road,nonbacktracking,0.2738433642982547,0.2738433642982547,0.55625,0.0,0.55625,0.5500000000000002,0.0,0.5294117647058824,0.0,0.2738433642982546,0.0
Tokyo,Tokyo,road,nonbacktracking,0.2743190925165447,0.2743190925165447,0.46250000000000013,0.0,0.46250000000000013,0.4500000000000001,0.0,0.47058823529411764,0.0,0.2743190925165446,0.0
Toronto,Toronto,road,nonbacktracking,0.28294687782324385,0.28294687782324385,0.5250000000000001,0.0,0.5250000000000001,0.5125000000000002,0.0,0.5294117647058824,0.0,0.2829468778232439,0.0
Tunis,Tunis,road,nonbacktracking,0.32029872485233907,0.32029872485233907,0.6250000000000002,0.0,0.6250000000000002,0.6062500000000001,0.0,0.5882352941176471,0.0,0.3202987248523391,0.0
Vancouver,Vancouver,road,nonbacktracking,0.2533093098799742,0.2533093098799742,0.4000000000000001,0.0,0.4000000000000001,0.3937500000000002,0.0,0.4117647058823529,0.0,0.25330930987997424,0.0
Vienna,Vienna,road,nonbacktracking,0.32945676307581045,0.32945676307581045,0.49375,0.0,0.49375,0.48125,0.0,0.47058823529411764,0.0,0.3294567630758105,0.0
Warsaw,Warsaw,road,nonbacktracking,0.2825294594531223,0.2825294594531223,0.58125,0.0,0.58125,0.5750000000000002,0.0,0.5882352941176471,0.0,0.28252945945312236,0.0
Net3,Net3,water,CEBH,0.23583333333333323,0.23583333333333323,0.589583333333333,0.0,0.589583333333333,0.5708333333333332,0.0,0.5882352941176471,0.0,0.23583333333333323,0.0
Net6,Net6,water,CEBH,0.22584745762711866,0.22584745762711866,0.5021186440677966,0.0,0.5021186440677966,0.5021186440677966,0.0,0.5294117647058824,0.0,0.22584745762711866,0.0
ky10,ky10,water,CEBH,0.3244248291571754,0.3244248291571754,0.6173120728929385,0.0,0.6173120728929385,0.6173120728929385,0.0,0.5882352941176471,0.0,0.3244248291571754,0.0
ky4,ky4,water,CEBH,0.2625495175215845,0.2625495175215845,0.6563737938039612,0.0,0.6563737938039612,0.6376237938039614,0.0,0.5882352941176471,0.0,0.2625495175215845,0.0
Net3,Net3,water,2D,0.012626050420168067,-0.012626050420168067,0.0,0.03156512605042017,0.03156512605042017,0.0,0.012815126050420012,0.0,0.0,0.0,0.012626050420168067
Net6,Net6,water,2D,0.0012402088772845987,-0.0012402088772845987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012402088772845987
ky10,ky10,water,2D,0.04459159584513683,0.04459159584513683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04459159584513683,0.0
ky4,ky4,water,2D,0.007845206684256811,-0.007845206684256811,0.0,0.01961301671064203,0.01961301671064203,0.0,0.007113016710642017,0.0,0.0,0.0,0.007845206684256811
Net3,Net3,water,junction,0.17674405733376752,0.17674405733376752,0.4418601433344188,0.0,0.4418601433344188,0.42311014333441893,0.0,0.4117647058823529,0.0,0.17674405733376752,0.0
Net6,Net6,water,junction,0.24202362043427095,0.24202362043427095,0.5425590510856774,0.0,0.5425590510856774,0.5425590510856774,0.0,0.5294117647058824,0.0,0.24202362043427095,0.0
ky10,ky10,water,junction,0.2963136870822711,0.2963136870822711,0.5470342177056778,0.0,0.5470342177056778,0.5470342177056778,0.0,0.5294117647058824,0.0,0.2963136870822711,0.0
ky4,ky4,water,junction,0.20070581517013442,0.20070581517013442,0.501764537925336,0.0,0.501764537925336,0.48301453792533616,0.0,0.47058823529411764,0.0,0.20070581517013442,0.0
Net3,Net3,water,nonbacktracking,0.26786038893195396,0.26786038893195396,0.6696509723298849,0.0,0.6696509723298849,0.650900972329885,0.0,0.6470588235294118,0.0,0.26786038893195396,0.0
Net6,Net6,water,nonbacktracking,0.30728460301513216,0.30728460301513216,0.7057115075378303,0.0,0.7057115075378303,0.7057115075378303,0.0,0.7058823529411765,0.0,0.30728460301513216,0.0
ky10,ky10,water,nonbacktracking,0.4521511978224716,0.4521511978224716,0.936627994556179,0.0,0.936627994556179,0.936627994556179,0.0,0.8823529411764706,0.0,0.4521511978224716,0.0
ky4,ky4,water,nonbacktracking,0.3240687585066868,0.3240687585066868,0.810171896266717,0.0,0.810171896266717,0.7914218962667171,0.0,0.7647058823529411,0.0,0.3240687585066868,0.0
