domain,instance,system_id,n_nodes,n_edges,mean_degree,pc_cebh,pc_dimension,pc_junction_anchor,pc,pc_low,pc_high,point_endpoint,bootstrap_endpoint_count,p_step,n_orders,n_bootstrap,mean_curve_p0,mean_curve_p1,exact_endpoint_slope,largest_component_bridges,method_version,input_hash,pc_nonbacktracking,nb_spectral_radius,nb_residual,realization_hash,seed,macro_region,pc_null,endpoint_count,n_null,null_gap,organization_residual
road,Delhi,Delhi,59302,85866,2.8958888401740244,0.4689645379225219,0.6906342440546899,0.6229958993794755,0.6975,0.6950000000000001,0.7025,False,0,0.0025,8192,1000,1.6862837678324515e-05,1.0,0.2214933729047924,8430,canonical_v2_exact_endpoint,ef9646d6b32ee8d368c13f641fcff98d043f745b57904bc921c5f3509bfa4b32,0.3754731958732658,2.663305958962599,8.892903434782163e-10,ef9646d6b32ee8d368c13f641fcff98d043f745b57904bc921c5f3509bfa4b32,20287467,Asia,0.488125,0,4,0.01916046207747807,0.20937500000000003
road,Dhaka,Dhaka,35890,47996,2.674616884926164,0.501127631139325,0.7477706475539628,0.6318677528389077,0.7175,0.715,0.73,False,0,0.0025,8192,1000,2.7862914460852604e-05,1.0,0.4073558094176651,8858,canonical_v2_exact_endpoint,a65144ddcc34f23972b2d202b2d2cd55ea3e782cf425f82e62474c28beb59939,0.3759001214863942,2.660281130119813,5.91743206028276e-10,a65144ddcc34f23972b2d202b2d2cd55ea3e782cf425f82e62474c28beb59939,20287347,Asia,0.5237499999999999,0,4,0.022622368860674924,0.1937500000000001
road,Dubai,Dubai,15724,22720,2.889849910964131,0.4908611675236571,0.6920774647887324,0.6405457811271997,0.7000000000000001,0.6975,0.7075,False,0,0.0025,8192,1000,6.359704909692192e-05,1.0,0.2322564233019587,1491,canonical_v2_exact_endpoint,2db898e088c7cb2fb4ac59525af70ddc3a6629bdfcf307f718dffa812066751a,0.3531762029031313,2.831447848920553,1.8228061240766603e-09,2db898e088c7cb2fb4ac59525af70ddc3a6629bdfcf307f718dffa812066751a,20287436,Middle East,0.51875,0,4,0.02788883247634294,0.18125000000000002
road,Hanoi,Hanoi,29320,39886,2.720736698499318,0.4889668023341342,0.7350950208093064,0.6264432300188263,0.705,0.6975,0.7075,False,0,0.0025,8192,1000,3.410641200545704e-05,1.0,0.4755798090040927,6904,canonical_v2_exact_endpoint,4a321e4140484f274f5b6fa29d763d163fc4b6049743cfa5b35266e3aa4f820a,0.3432466722655197,2.9133567221489227,5.456449764972184e-10,4a321e4140484f274f5b6fa29d763d163fc4b6049743cfa5b35266e3aa4f820a,20287542,Asia,0.5137499999999999,0,4,0.02478319766586573,0.19125000000000003
road,Ho Chi Minh City,Ho Chi Minh City,40466,51958,2.567982998072456,0.5059497146863499,0.7788213557103815,0.6259101793107459,0.7175,0.7125,0.725,False,0,0.0025,8192,1000,2.4712103988533584e-05,1.0,1.140241190134928,14181,canonical_v2_exact_endpoint,8687b876aad2ebf2f3544c09e61dbe0084498b8528b11b33176c5376014c9c5d,0.3422357547141961,2.921962378931179,2.0210114902474406e-10,8687b876aad2ebf2f3544c09e61dbe0084498b8528b11b33176c5376014c9c5d,20315062,Asia,0.529375,0,4,0.02342528531365018,0.188125
road,Hong Kong,Hong Kong,9035,13245,2.931931377974544,0.4651775366136339,0.6821442053605135,0.6214976093972292,0.655,0.6525,0.6675,False,0,0.0025,8192,1000,0.0001106806862202,1.0,0.3978970669618151,1211,canonical_v2_exact_endpoint,8c450ae99e1d49537e3fe46c4f3b09a708194b8e3a26ee2ab24260144f99ea54,0.3874254522081708,2.581141724944497,1.091141513745994e-09,8c450ae99e1d49537e3fe46c4f3b09a708194b8e3a26ee2ab24260144f99ea54,20296307,Asia,0.49875,0,4,0.0335724633863661,0.15625
road,Hyderabad,Hyderabad,98461,132094,2.683174048608078,0.4881558622014944,0.7453858615834179,0.6225261371164539,0.7325,0.7325,0.7375,False,0,0.0025,8192,1000,1.0156305542295934e-05,1.0,0.4151999268746001,25568,canonical_v2_exact_endpoint,e4231c8b15f318853b5383dfc47cc6714ae0597f46f38eb309dd665fd8221603,0.3669880338425164,2.724884486095055,4.0762488689723167e-10,e4231c8b15f318853b5383dfc47cc6714ae0597f46f38eb309dd665fd8221603,20296622,Asia,0.505,0,4,0.016844137798505632,0.22750000000000004
road,Istanbul,Istanbul,48682,72909,2.995316544102543,0.4613033850047454,0.667709061981374,0.6246312322524161,0.675,0.6725,0.6775,False,0,0.0025,8192,1000,2.0541473234460376e-05,1.0,0.1212357750297851,4257,canonical_v2_exact_endpoint,eec3a6dbbdcd00ad23b67c1f9091e15b935660f56c8cfe1f00ddc54c0b80a322,0.3826701360384961,2.6132167259046346,7.602127701962467e-10,eec3a6dbbdcd00ad23b67c1f9091e15b935660f56c8cfe1f00ddc54c0b80a322,20294598,Middle East,0.48,0,4,0.0186966149952546,0.19500000000000006
road,Jakarta,Jakarta,50166,65445,2.609137662958976,0.512325721577254,0.7665367866147147,0.6339062913771359,0.705,0.7000000000000001,0.7075,False,0,0.0025,8192,1000,1.993381971853446e-05,1.0,0.4783718056053901,13839,canonical_v2_exact_endpoint,d59d38ad96562a8ea8ea6eb9efcfc96393a754eea73f17cea49fbc37d4a9e8c2,0.3858448515413127,2.5917152866115907,5.273276572931812e-10,d59d38ad96562a8ea8ea6eb9efcfc96393a754eea73f17cea49fbc37d4a9e8c2,20291978,Asia,0.5325,0,4,0.020174278422745995,0.1725
road,Johannesburg,Johannesburg,22312,32632,2.9250627465041235,0.454250595097234,0.6837460161804364,0.611139872298325,0.67,0.66,0.6725,False,0,0.0025,8192,1000,4.481893151667265e-05,1.0,0.3499910362136966,3803,canonical_v2_exact_endpoint,4f091fc0d64c7e37ebb8bf87212b572e814d05a9e39d7fd528eafc7620690a88,0.3595873204317505,2.7809656881096823,1.2721036632954422e-09,4f091fc0d64c7e37ebb8bf87212b572e814d05a9e39d7fd528eafc7620690a88,20305301,Africa,0.47812499999999997,0,4,0.02387440490276599,0.19187500000000007
road,Kampala,Kampala,35927,41391,2.3041723494864588,0.574452139397388,0.8679906259814936,0.6442676492938583,0.8225,0.8175,0.8250000000000001,False,0,0.0025,8192,1000,2.7834219389317228e-05,1.0,0.7700893478442397,15715,canonical_v2_exact_endpoint,a3fdf2484e3d4125bab8164f7b70b3bba13444fbc8d8db4d5b040bd21d48250c,0.4049696977833597,2.469320557744432,1.9056314075106644e-10,a3fdf2484e3d4125bab8164f7b70b3bba13444fbc8d8db4d5b040bd21d48250c,20291877,Africa,0.6,0,4,0.025547860602611938,0.22250000000000003
road,Karachi,Karachi,52156,78992,3.0290666462152007,0.4466206054300997,0.66026939436905,0.6130062683845439,0.675,0.6725,0.68,False,0,0.0025,8192,1000,1.9173249482322263e-05,1.0,0.1825293350717079,5728,canonical_v2_exact_endpoint,345bd7c3f4e02b299a268bf152f0f49a4cfd3c52f69f9f4d5eff1283f4b71a48,0.3377403408966729,2.9608544757936883,1.6466054635506999e-09,345bd7c3f4e02b299a268bf152f0f49a4cfd3c52f69f9f4d5eff1283f4b71a48,20291854,Asia,0.465,0,4,0.018379394569900342,0.21000000000000002
road,Kuala Lumpur,Kuala Lumpur,37213,50999,2.74092387069035,0.4969016115517276,0.7296809741367478,0.6335353536428462,0.6975,0.6950000000000001,0.7025,False,0,0.0025,8192,1000,2.687232956224976e-05,1.0,0.4472630532340849,7756,canonical_v2_exact_endpoint,49b7553a44a7eb0148643d5a81a8b7ab648c1a4225da6cb8aaab15e1173468b7,0.3918899306737779,2.5517369080667525,9.192706145631743e-10,49b7553a44a7eb0148643d5a81a8b7ab648c1a4225da6cb8aaab15e1173468b7,20304828,Asia,0.51875,0,4,0.02184838844827247,0.17874999999999996
road,Lagos,Lagos,13226,17952,2.7146529562982007,0.4953369019369792,0.7367424242424242,0.6306685916449754,0.7225,0.72,0.7275,False,0,0.0025,8192,1000,7.560864962951764e-05,1.0,0.4124451837290186,3078,canonical_v2_exact_endpoint,c2a9d25f86f9b3ca4fd33a84ae643503972c6868a893966ba48b9e5af72f2436,0.3719276551057825,2.6886949283606865,6.268382226238193e-10,c2a9d25f86f9b3ca4fd33a84ae643503972c6868a893966ba48b9e5af72f2436,20287610,Africa,0.5237499999999999,0,4,0.028413098063020725,0.1987500000000001
road,Lima,Lima,49410,75796,3.068042906294272,0.4428345242198864,0.6518813657712809,0.6125704528909682,0.645,0.6425,0.65,False,0,0.0025,8192,1000,2.023881805302571e-05,1.0,0.1461040275247925,4543,canonical_v2_exact_endpoint,b12039ffd98f2fe4818b976b056335d9772a079095451454f90b51260e99343a,0.3549180441969052,2.817551872468928,1.738881032097202e-09,b12039ffd98f2fe4818b976b056335d9772a079095451454f90b51260e99343a,20285416,Latin America,0.46125000000000005,0,4,0.018415475780113655,0.18374999999999997
road,Lisbon,Lisbon,26686,36745,2.7538784381323542,0.4955161486076462,0.7262484691794802,0.63267552802825,0.715,0.705,0.72,False,0,0.0025,8192,1000,3.747283219665742e-05,1.0,0.3375927452596867,5060,canonical_v2_exact_endpoint,488bc6782067aa70f97242af41f9389b8b68e3725d7fcf1e2633d3e5eae2343f,0.3711948140380789,2.694003154627626,1.7092056774623622e-09,488bc6782067aa70f97242af41f9389b8b68e3725d7fcf1e2633d3e5eae2343f,20289837,Europe,0.51875,0,4,0.023233851392353844,0.19624999999999992
road,London,London,48353,62602,2.589373978863773,0.5199847165924646,0.772387463659308,0.6354558633895055,0.775,0.77,0.7825,False,0,0.0025,8192,1000,2.068124004715322e-05,1.0,0.5529336339006887,14060,canonical_v2_exact_endpoint,8f49355676baa87af47d44e42bfbf0f77547d73bc9a1e8dfbc595d3458d54992,0.3867522317329722,2.585634724120833,3.3203269521607483e-10,8f49355676baa87af47d44e42bfbf0f77547d73bc9a1e8dfbc595d3458d54992,20289857,Europe,0.54125,0,4,0.021265283407535418,0.23375
road,Los Angeles,Los Angeles,22280,34611,3.106912028725314,0.4249303262083952,0.6437259830689666,0.5965189729036939,0.6025,0.595,0.605,False,0,0.0025,8192,1000,4.488330341113108e-05,1.0,0.1346947935368043,2446,canonical_v2_exact_endpoint,219b208ac41716e10e50a12f340935f4a88b22a4a28fb7b189651f09e882a4de,0.352440072661276,2.8373618029555976,2.773852448897854e-09,219b208ac41716e10e50a12f340935f4a88b22a4a28fb7b189651f09e882a4de,20301671,North America,0.45125000000000004,0,4,0.026319673791604825,0.15125
road,Manila,Manila,25142,36895,2.934929599872723,0.4492979529208324,0.6814473505895108,0.6085482861173116,0.6575,0.655,0.6575,False,0,0.0025,8192,1000,3.977408320738208e-05,1.0,0.2944873120674568,4223,canonical_v2_exact_endpoint,7645e8072f89f7935b5e2be2cde714a704cf2c1665b04dda8aaa69a16c1ce922,0.3596983782588286,2.78010705758709,1.1513625513023335e-09,7645e8072f89f7935b5e2be2cde714a704cf2c1665b04dda8aaa69a16c1ce922,20289637,Asia,0.471875,0,4,0.022577047079167578,0.18562499999999998
road,Melbourne,Melbourne,35052,51621,2.9453954125299555,0.4686087256486138,0.6790259777997326,0.6267534266124408,0.705,0.7025,0.715,False,0,0.0025,8192,1000,2.852904256533149e-05,1.0,0.1391646696336871,3666,canonical_v2_exact_endpoint,b1949e34636d16072868fc476e33eed55b5af66885f7558fdf14b8a00254fe6f,0.3760994648995985,2.658871105458644,9.69536327565339e-10,b1949e34636d16072868fc476e33eed55b5af66885f7558fdf14b8a00254fe6f,20297114,Oceania,0.48875,0,4,0.02014127435138624,0.21624999999999994
road,Mexico City,Mexico City,59012,90635,3.0717481190266387,0.4265999557561695,0.6510950515805153,0.5962211342997888,0.615,0.61,0.62,False,0,0.0025,8192,1000,1.694570595811021e-05,1.0,0.1914695316206873,7849,canonical_v2_exact_endpoint,5ddbbd7846d723b1f438609e14bcf42b2e49075c3d4d3015c000115028bbeb71,0.3323389560006679,3.0089761731031923,1.7357874858404163e-09,5ddbbd7846d723b1f438609e14bcf42b2e49075c3d4d3015c000115028bbeb71,20301736,Latin America,0.443125,0,4,0.0165250442438305,0.171875
road,Miami,Miami,17983,28736,3.1959072457320805,0.4188310741874362,0.6258003897550111,0.5964458763612537,0.6175,0.615,0.6225,False,0,0.0025,8192,1000,5.560807429238728e-05,1.0,0.0977033865317244,1269,canonical_v2_exact_endpoint,fd21fa456eaea9f49daad4426115d8267bc44b46bbe9b58a5a39830d12f1f831,0.3498949957415056,2.8580002920041103,1.1650032834174394e-09,fd21fa456eaea9f49daad4426115d8267bc44b46bbe9b58a5a39830d12f1f831,20287506,North America,0.4425,0,4,0.0236689258125638,0.17500000000000004
road,Milan,Milan,25735,38172,2.9665436176413444,0.4648772408417771,0.6741852666876245,0.6252786043555665,0.6575,0.6575,0.665,False,0,0.0025,8192,1000,3.885758694385079e-05,1.0,0.1712453856615504,2526,canonical_v2_exact_endpoint,8a510eeeeababe0918e84b94fdeca1af18464ce1e32ea599801b1d50b4e41370,0.3687248824684473,2.712049138928324,9.571181652782994e-10,8a510eeeeababe0918e84b94fdeca1af18464ce1e32ea599801b1d50b4e41370,20287536,Europe,0.486875,0,4,0.021997759158222885,0.17062499999999997
road,Montevideo,Montevideo,13761,22450,3.2628442700385145,0.4069683126676818,0.6129621380846325,0.5861605763055557,0.58,0.5750000000000001,0.59,False,0,0.0025,8192,1000,7.266913741733884e-05,1.0,0.0995567182617542,1013,canonical_v2_exact_endpoint,9ee40968652a95a09602706106415494c580fdffdece75f26c0056f87a424058,0.3445383969938771,2.902434122655337,1.792901097557575e-09,9ee40968652a95a09602706106415494c580fdffdece75f26c0056f87a424058,20299722,Latin America,0.431875,0,4,0.02490668733231821,0.14812499999999995
road,Montreal,Montreal,20313,32065,3.157091517747256,0.4231662575553621,0.6334944643692499,0.5936174823703804,0.625,0.615,0.63,False,0,0.0025,8192,1000,4.9229557426278746e-05,1.0,0.1195293654310047,1500,canonical_v2_exact_endpoint,fa016fc802965ee9056d5b0f9428501b44c2fee6cc23f869d0f1455a654ec912,0.3553237036561043,2.814335181442997,1.0128270266855902e-09,fa016fc802965ee9056d5b0f9428501b44c2fee6cc23f869d0f1455a654ec912,20294550,North America,0.44625000000000004,0,4,0.023083742444637956,0.17874999999999996
road,Mumbai,Mumbai,18270,24999,2.7366174055829227,0.4825037154272258,0.7308292331693268,0.6219120370356436,0.7175,0.7125,0.7225,False,0,0.0025,8192,1000,5.473453749315816e-05,1.0,0.4024630541871921,4462,canonical_v2_exact_endpoint,9ca15f4021afcac446dbb4da5ffb94e7ec8bd8300ccdfc7eaecd6101b5b8879c,0.3735649044290428,2.6769109949672645,3.0159333314999475e-10,9ca15f4021afcac446dbb4da5ffb94e7ec8bd8300ccdfc7eaecd6101b5b8879c,20289684,Asia,0.50875,0,4,0.026246284572774226,0.20875
road,Nairobi,Nairobi,22960,28157,2.452700348432056,0.5433092136999518,0.8154277799481479,0.6398066061854979,0.78,0.77,0.785,False,0,0.0025,8192,1000,4.35540069686411e-05,1.0,1.0805749128919862,8839,canonical_v2_exact_endpoint,2cbde71d4249347843419c9eefe485c3d86aa4ed6a5930244faa1b08f879ae2e,0.38482573295509,2.598578822473658,1.7363684598182166e-10,2cbde71d4249347843419c9eefe485c3d86aa4ed6a5930244faa1b08f879ae2e,20292007,Africa,0.573125,0,4,0.02981578630004822,0.20687500000000003
road,New York City,New York City,20109,34130,3.394499975135512,0.3876426827190641,0.5891883973044242,0.5686540264490313,0.585,0.58,0.59,False,0,0.0025,8192,1000,4.9728977074941546e-05,1.0,0.0820030831965786,1208,canonical_v2_exact_endpoint,75627dcff916b66ff0d79a50d0661574e261bee71a3917348d72190e1cc209cd,0.3408411939753452,2.9339176651057475,2.266399132653777e-09,75627dcff916b66ff0d79a50d0661574e261bee71a3917348d72190e1cc209cd,20307046,North America,0.41062499999999996,0,4,0.02298231728093586,0.174375
road,Osaka,Osaka,92460,138690,3.0,0.4467357272621854,0.6666666666666666,0.6120026038397824,0.62,0.6175,0.625,False,0,0.0025,8192,1000,1.081548777849881e-05,1.0,0.1645360155743024,11611,canonical_v2_exact_endpoint,8716f7da01a6ea100c83066836fea709c34b406534acc56a2f284e9c2ad9c7db,0.3416670077092082,2.9268263468127924,9.151098220927091e-10,8716f7da01a6ea100c83066836fea709c34b406534acc56a2f284e9c2ad9c7db,20287490,Asia,0.46187500000000004,0,4,0.015139272737814624,0.15812499999999996
road,Panama City,Panama City,9245,12302,2.661330448891293,0.4936399020906064,0.7515038205169892,0.6246834166228351,0.715,0.7125,0.7175,False,0,0.0025,8192,1000,0.0001081665765278,1.0,0.7317468902109249,2692,canonical_v2_exact_endpoint,93bf1c32dfc9bec7d8b42660f7eaf8b0006c7b55199906746005ba302a9e1526,0.3713437322275375,2.692922791510209,6.152625796096537e-10,93bf1c32dfc9bec7d8b42660f7eaf8b0006c7b55199906746005ba302a9e1526,20301520,Latin America,0.52875,0,4,0.03511009790939368,0.18624999999999992
