city,country,macro_region,replicate,swap_fraction,n_nodes,n_edges,pc_cebh,pc_road,road_gap,pc_geometry_null,pc_geometry_null_ci_low,pc_geometry_null_ci_high,geometry_null_gap,road_minus_geometry,geometry_fraction_of_road_gap,remaining_fraction_after_geometry,threshold_boundary_hit,runtime_seconds,accepted_swaps,attempted_swaps,acceptance_rate,accepted_swaps_per_edge,target_swaps,target_swap_fraction,topology_rejects,length_rejects,crossing_rejects,degree_max_abs_drift,length_bin_tvd,length_mean_ratio,length_median_ratio,stale_index_guard_calls,max_attempts,status,full_connectivity_metrics,notes,original_connected_components,null_connected_components,delta_connected_components,original_bridge_edge_share,null_bridge_edge_share,delta_bridge_edge_share,original_articulation_point_share,null_articulation_point_share,delta_articulation_point_share,original_largest_biconnected_node_fraction,null_largest_biconnected_node_fraction,delta_largest_biconnected_node_fraction,original_cyclomatic_density,null_cyclomatic_density,delta_cyclomatic_density,original_dual_endpoint_degree_mean,null_dual_endpoint_degree_mean,delta_dual_endpoint_degree_mean,original_dual_endpoint_degree_cv,null_dual_endpoint_degree_cv,delta_dual_endpoint_degree_cv,original_angular_entropy,null_angular_entropy,delta_angular_entropy,original_straight_angle_share_10deg,null_straight_angle_share_10deg,delta_straight_angle_share_10deg,original_right_angle_share_10deg,null_right_angle_share_10deg,delta_right_angle_share_10deg,null_mobility_index
Dubai,United Arab Emirates,Middle East,1,0.01,15724,22720,0.4908611675236571,0.725,0.2341388324763428,0.7,0.7,0.725,0.20913883247634285,0.025000000000000022,0.8932257424554899,0.10677425754451049,False,7.347515821456909,227,111164,0.002042027994674535,0.009991197183098592,227,0.01,4625,101880,4432,0,0.0,1.0053960278636267,1.001282254108873,667,204300,pass,False,strict non-crossing degree-preserving geometry-null sensitivity replicate,1.0,,,0.065625,,,0.08967183922665989,,,0.8635207326380056,,,0.44498855253116254,,,4.074471830985916,4.074471830985916,0.0,0.20909072149047123,0.20907804125140694,-1.2680239064283283e-05,0.9141788196691467,0.9207301032807428,0.00655128361159607,0.20731970790303764,0.20127036252862637,-0.0060493453744112635,0.2098474700773452,0.20628267726742427,-0.003564792809920919,0.004041355448982063
Dubai,United Arab Emirates,Middle East,2,0.01,15724,22720,0.4908611675236571,0.725,0.2341388324763428,0.7,0.675,0.75,0.20913883247634285,0.025000000000000022,0.8932257424554899,0.10677425754451049,False,7.4543421268463135,227,112508,0.002017634301560778,0.009991197183098592,227,0.01,4861,102961,4459,0,0.0,1.006035572335364,1.0011869440002874,700,204300,pass,False,strict non-crossing degree-preserving geometry-null sensitivity replicate,1.0,,,0.065625,,,0.08967183922665989,,,0.8635207326380056,,,0.44498855253116254,,,4.074471830985916,4.074471830985916,0.0,0.20909072149047123,0.20900194366139355,-8.877782907767973e-05,0.9141788196691467,0.9197101649126012,0.005531345243454444,0.20731970790303764,0.2029771421164067,-0.0043425657866309475,0.2098474700773452,0.20656353973123623,-0.0032839303461089653,0.0032894603440485892
Dubai,United Arab Emirates,Middle East,0,0.02,15724,22720,0.4908611675236571,0.725,0.2341388324763428,0.725,0.7,0.725,0.23413883247634287,0.0,1.0000000000000004,0.0,False,12.270365715026855,454,185822,0.002443198329584226,0.019982394366197184,454,0.02,8003,169907,7458,0,0.0,1.007639817862312,1.0024085165053538,1359,408600,pass,True,strict non-crossing degree-preserving geometry-null sensitivity replicate,1.0,13.0,12.0,0.065625,0.06571302816901409,8.802816901408439e-05,0.08967183922665989,0.09011701857033834,0.0004451793436784507,0.8635207326380056,0.8622487916560672,-0.0012719409819383909,0.44498855253116254,0.44575171712032563,0.00076316458916309,4.074471830985916,4.074471830985916,0.0,0.20909072149047123,0.20929350083435055,0.00020277934387932794,0.9141788196691467,0.925494946398636,0.01131612672948934,0.20731970790303764,0.198008036987426,-0.009311670915611636,0.2098474700773452,0.20386293911765976,-0.00598453095968543,0.004059639585631047
Dubai,United Arab Emirates,Middle East,1,0.02,15724,22720,0.4908611675236571,0.725,0.2341388324763428,0.7,0.7,0.725,0.20913883247634285,0.025000000000000022,0.8932257424554899,0.10677425754451049,False,13.372021675109863,454,212723,0.002134230901218956,0.019982394366197184,454,0.02,9211,194303,8755,0,0.0,1.0101381361517612,1.0023249458145629,1411,408600,pass,False,strict non-crossing degree-preserving geometry-null sensitivity replicate,1.0,,,0.065625,,,0.08967183922665989,,,0.8635207326380056,,,0.44498855253116254,,,4.074471830985916,4.074471830985916,0.0,0.20909072149047123,0.209154111154454,6.338966398278245e-05,0.9141788196691467,0.9257147659237881,0.011535946254641383,0.20731970790303764,0.19658211986345764,-0.010737588039579998,0.2098474700773452,0.20440305924037505,-0.005444410836970143,0.006929486282797881
Dubai,United Arab Emirates,Middle East,2,0.02,15724,22720,0.4908611675236571,0.725,0.2341388324763428,0.725,0.7,0.725,0.23413883247634287,0.0,1.0000000000000004,0.0,False,13.61669659614563,454,216289,0.002099043409512273,0.019982394366197184,454,0.02,9294,197901,8640,0,0.0,1.0063762343321117,1.001249646449535,1372,408600,pass,False,strict non-crossing degree-preserving geometry-null sensitivity replicate,1.0,,,0.065625,,,0.08967183922665989,,,0.8635207326380056,,,0.44498855253116254,,,4.074471830985916,4.074471830985916,0.0,0.20909072149047123,0.209154111154454,6.338966398278245e-05,0.9141788196691467,0.9250019528352027,0.010823133166055987,0.20731970790303764,0.1978568033530657,-0.009462904549971923,0.2098474700773452,0.204295035215832,-0.005552434861513189,0.006459618144385275
Dar es Salaam,Tanzania,Africa,0,0.005,22312,29826,0.5075988359230076,0.775,0.2674011640769924,0.75,0.725,0.775,0.24240116407699241,0.025000000000000022,0.9065075124624298,0.09349248753757038,False,5.3108439445495605,149,70273,0.0021203022497972195,0.004995641386709582,149,0.005,2936,64889,2299,0,0.0,1.0060566734301293,1.0003910132156426,430,134100,pass,True,strict non-crossing degree-preserving geometry-null sensitivity replicate,1.0,10.0,9.0,0.1770938107691276,0.17692617179641923,-0.0001676389727083838,0.20294012190749372,0.20244711366081033,-0.0004930082466833852,0.7357027608461815,0.735478666188598,-0.00022409465758344016,0.33681427034779493,0.33721764073144495,0.00040337038365001465,3.9401193589485684,3.9401193589485684,0.0,0.24142761244378516,0.2417583653184003,0.0003307528746151478,0.8538850239331474,0.8590455431921624,0.005160519259015062,0.2029135962150479,0.20087135587739752,-0.0020422403376503806,0.31065879269558705,0.3067104613761296,-0.003948331319457432,0.0017194046847282976
Dar es Salaam,Tanzania,Africa,1,0.005,22312,29826,0.5075988359230076,0.775,0.2674011640769924,0.775,0.725,0.775,0.26740116407699244,0.0,1.0000000000000002,0.0,False,5.128952980041504,149,72404,0.0020578973537373627,0.004995641386709582,149,0.005,3139,66807,2309,0,0.0,1.0054734674232775,0.9999769481478762,443,134100,pass,False,strict non-crossing degree-preserving geometry-null sensitivity replicate,1.0,,,0.1770938107691276,,,0.20294012190749372,,,0.7357027608461815,,,0.33681427034779493,,,3.9401193589485684,3.9401193589485684,0.0,0.24142761244378516,0.24150810753675336,8.049509296820245e-05,0.8538850239331474,0.8584527945120802,0.004567770578932873,0.2029135962150479,0.20119471059752547,-0.0017188856175224254,0.31065879269558705,0.3074933201722289,-0.003165472523358137,0.002363032179953359
Dar es Salaam,Tanzania,Africa,2,0.005,22312,29826,0.5075988359230076,0.775,0.2674011640769924,0.775,0.725,0.8,0.26740116407699244,0.0,1.0000000000000002,0.0,False,5.1241984367370605,149,73481,0.0020277350607640072,0.004995641386709582,149,0.005,3049,67920,2363,0,0.0,1.0044106669891695,1.0000933166684747,427,134100,pass,False,strict non-crossing degree-preserving geometry-null sensitivity replicate,1.0,,,0.1770938107691276,,,0.20294012190749372,,,0.7357027608461815,,,0.33681427034779493,,,3.9401193589485684,3.9401193589485684,0.0,0.24142761244378516,0.2416868895371783,0.00025927709339312877,0.8538850239331474,0.8588685961686302,0.004983572235482847,0.2029135962150479,0.2010245239027213,-0.0018890723123266007,0.31065879269558705,0.3063700879865212,-0.004288704709065838,0.0027903373142188215
Dar es Salaam,Tanzania,Africa,0,0.01,22312,29826,0.5075988359230076,0.775,0.2674011640769924,0.775,0.75,0.8,0.26740116407699244,0.0,1.0000000000000002,0.0,False,10.08839201927185,298,151403,0.0019682569037601633,0.009991282773419164,298,0.01,6515,139674,4916,0,0.0,1.0114206907320746,1.0003711077779218,900,268200,pass,True,strict non-crossing degree-preserving geometry-null sensitivity replicate,1.0,11.0,10.0,0.1770938107691276,0.17729497753637766,0.0002011667672500439,0.20294012190749372,0.20294012190749372,0.0,0.7357027608461815,0.7344030118321979,-0.0012997490139835532,0.33681427034779493,0.33726245966296164,0.0004481893151667138,3.9401193589485684,3.9401193589485684,0.0,0.24142761244378516,0.24182088929677967,0.0003932768529945063,0.8538850239331474,0.8628534322857419,0.008968408352594492,0.2029135962150479,0.1989822835650709,-0.003931312649977009,0.31065879269558705,0.30427679164042953,-0.006382001055157516,0.0029689482627089448
Dar es Salaam,Tanzania,Africa,1,0.01,22312,29826,0.5075988359230076,0.775,0.2674011640769924,0.725,0.725,0.8,0.2174011640769924,0.050000000000000044,0.8130150249248594,0.18698497507514075,False,9.64536452293396,298,148973,0.0020003624817920024,0.009991282773419164,298,0.01,6350,137488,4837,0,0.0,1.0117797245404234,1.0004621580236364,869,268200,pass,False,strict non-crossing degree-preserving geometry-null sensitivity replicate,1.0,,,0.1770938107691276,,,0.20294012190749372,,,0.7357027608461815,,,0.33681427034779493,,,3.9401193589485684,3.9401193589485684,0.0,0.24142761244378516,0.2416332688263447,0.0002056563825595381,0.8538850239331474,0.8628562683461578,0.008971244413010449,0.2029135962150479,0.19886315287870795,-0.004050443336339943,0.31065879269558705,0.3042427543014687,-0.006416038394118362,0.004859431535867188
Dar es Salaam,Tanzania,Africa,2,0.01,22312,29826,0.5075988359230076,0.775,0.2674011640769924,0.775,0.725,0.825,0.26740116407699244,0.0,1.0000000000000002,0.0,False,9.293487787246704,298,145631,0.002046267621591557,0.009991282773419164,298,0.01,6118,134592,4623,0,0.0,1.008169731879792,1.0002400376875111,865,268200,pass,False,strict non-crossing degree-preserving geometry-null sensitivity replicate,1.0,,,0.1770938107691276,,,0.20294012190749372,,,0.7357027608461815,,,0.33681427034779493,,,3.9401193589485684,3.9401193589485684,0.0,0.24142761244378516,0.2416332688263447,0.0002056563825595381,0.8538850239331474,0.8638625128837045,0.009977488950557167,0.2029135962150479,0.19843768614169743,-0.004475910073350464,0.31065879269558705,0.3035279701832911,-0.0071308225122959645,0.005396055384050899
Dar es Salaam,Tanzania,Africa,0,0.02,22312,29826,0.5075988359230076,0.775,0.2674011640769924,0.75,0.725,0.75,0.24240116407699241,0.025000000000000022,0.9065075124624298,0.09349248753757038,False,19.815102100372314,597,313143,0.0019064772324465182,0.020016093341380003,597,0.02,13197,289277,10072,0,0.0,1.0172451059566423,1.0003711077779218,1817,537300,pass,True,strict non-crossing degree-preserving geometry-null sensitivity replicate,1.0,18.0,17.0,0.1770938107691276,0.1783008113726279,0.0012070006035002911,0.20294012190749372,0.20356758694872715,0.0006274650412334271,0.7357027608461815,0.7290247400501972,-0.00667802079598423,0.33681427034779493,0.3375761921835783,0.0007619218357833857,3.9401193589485684,3.9401193589485684,0.0,0.24142761244378516,0.2418387503215781,0.00041113787779292754,0.8538850239331474,0.8715031358685776,0.01761811193543028,0.2029135962150479,0.19494885889821134,-0.007964737316836557,0.31065879269558705,0.29869466805085176,-0.011964124644735286,0.006579922905388581
Dar es Salaam,Tanzania,Africa,1,0.02,22312,29826,0.5075988359230076,0.775,0.2674011640769924,0.75,0.725,0.825,0.24240116407699241,0.025000000000000022,0.9065075124624298,0.09349248753757038,False,18.309818029403687,597,300816,0.0019846018828785705,0.020016093341380003,597,0.02,12720,277895,9604,0,0.0,1.0150609713044467,1.00103398521294,1731,537300,pass,False,strict non-crossing degree-preserving geometry-null sensitivity replicate,1.0,,,0.1770938107691276,,,0.20294012190749372,,,0.7357027608461815,,,0.33681427034779493,,,3.9401193589485684,3.9401193589485684,0.0,0.24142761244378516,0.24178516328892252,0.000357550845137361,0.8538850239331474,0.8710238489511285,0.01713882501798114,0.2029135962150479,0.1947446348644463,-0.008168961350601606,0.31065879269558705,0.2981670892969588,-0.012491703398628262,0.009449872441802752
Dar es Salaam,Tanzania,Africa,2,0.02,22312,29826,0.5075988359230076,0.775,0.2674011640769924,0.75,0.75,0.8,0.24240116407699241,0.025000000000000022,0.9065075124624298,0.09349248753757038,False,19.873875856399536,597,317777,0.0018786759268291915,0.020016093341380003,597,0.02,13515,293362,10303,0,0.0,1.0197038069420428,1.000904656466332,1772,537300,pass,False,strict non-crossing degree-preserving geometry-null sensitivity replicate,1.0,,,0.1770938107691276,,,0.20294012190749372,,,0.7357027608461815,,,0.33681427034779493,,,3.9401193589485684,3.9401193589485684,0.0,0.24142761244378516,0.24179409528576074,0.0003664828419755739,0.8538850239331474,0.8716861208827021,0.017801096949554784,0.2029135962150479,0.19430214945795538,-0.008611446757092522,0.31065879269558705,0.29832025732228257,-0.012338535373304482,0.009687769769987947
Rio de Janeiro,Brazil,Latin America,0,0.005,14909,20774,0.479348377866999,0.7,0.2206516221330009,0.725,0.675,0.725,0.24565162213300096,-0.025000000000000022,1.1133007759395983,-0.1133007759395982,False,4.598162651062012,104,63581,0.001635708780925119,0.0050062578222778474,104,0.005,2905,58567,2005,0,0.0,1.001800908680047,1.0001022077343926,326,93600,pass,True,strict non-crossing degree-preserving geometry-null sensitivity replicate,1.0,4.0,3.0,0.14672186386829691,0.1470106864349668,0.00028882256666987183,0.17868401636595346,0.17881816352538735,0.0001341471594338839,0.7679254141793548,0.763565631497753,-0.004359782681601754,0.39345361861962574,0.3936548393587766,0.0002012207391508536,4.172330798113026,4.172330798113026,0.0,0.25264333926401267,0.25256671285771454,-7.662640629813033e-05,0.8482125973602144,0.8538313521735039,0.00561875481328955,0.2269601735197748,0.22377590105680928,-0.003184272462965515,0.31821957635331577,0.31429692186995245,-0.003922654483363319,0.0025012048810462706
Rio de Janeiro,Brazil,Latin America,1,0.005,14909,20774,0.479348377866999,0.7,0.2206516221330009,0.725,0.7,0.725,0.24565162213300096,-0.025000000000000022,1.1133007759395983,-0.1133007759395982,False,3.78033709526062,104,56354,0.0018454768073251234,0.0050062578222778474,104,0.005,2639,51854,1757,0,0.0,1.0042239118905794,1.0006505732059419,290,93600,pass,False,strict non-crossing degree-preserving geometry-null sensitivity replicate,1.0,,,0.14672186386829691,,,0.17868401636595346,,,0.7679254141793548,,,0.39345361861962574,,,4.172330798113026,4.172330798113026,0.0,0.25264333926401267,0.25261050222176823,-3.283704224443795e-05,0.8482125973602144,0.8546683362879886,0.0064557389277741795,0.2269601735197748,0.22375282661867182,-0.00320734690110297,0.31821957635331577,0.3125663390096451,-0.005653237343670681,0.0038290807931369575
Rio de Janeiro,Brazil,Latin America,2,0.005,14909,20774,0.479348377866999,0.7,0.2206516221330009,0.7,0.675,0.725,0.22065162213300094,0.0,1.0000000000000002,0.0,False,4.563377141952515,104,68535,0.0015174728241044721,0.0050062578222778474,104,0.005,3152,63068,2211,0,0.0,1.0058134392008193,1.00081403310518,313,93600,pass,False,strict non-crossing degree-preserving geometry-null sensitivity replicate,1.0,,,0.14672186386829691,,,0.17868401636595346,,,0.7679254141793548,,,0.39345361861962574,,,4.172330798113026,4.172330798113026,0.0,0.25264333926401267,0.2527746447755772,0.00013130551156453896,0.8482125973602144,0.8538409421407935,0.005628344780579164,0.2269601735197748,0.22398357100004615,-0.002976602519728644,0.31821957635331577,0.3135123909732798,-0.00470718538003595,0.0033280331700859395
Rio de Janeiro,Brazil,Latin America,0,0.01,14909,20774,0.479348377866999,0.7,0.2206516221330009,0.7,0.7,0.7,0.22065162213300094,0.0,1.0000000000000002,0.0,False,7.286202669143677,208,111417,0.001866860532952781,0.010012515644555695,208,0.01,5128,102537,3544,0,0.0,1.0093137849401088,1.0006505732059419,603,187200,pass,True,strict non-crossing degree-preserving geometry-null sensitivity replicate,1.0,9.0,8.0,0.14672186386829691,0.14638490420718206,-0.0003369596611148551,0.17868401636595346,0.17854986920651955,-0.00013414715943391164,0.7679254141793548,0.7664497954255819,-0.0014756187537728893,0.39345361861962574,0.39399020725736134,0.0005365886377355911,4.172330798113026,4.172330798113026,0.0,0.25264333926401267,0.25289494827125697,0.00025160900724430224,0.8482125973602144,0.8592561368145911,0.01104353945437675,0.2269601735197748,0.22049933084129403,-0.006460842678480766,0.31821957635331577,0.30928976879412984,-0.008929807559185932,0.004054416466623586
Rio de Janeiro,Brazil,Latin America,1,0.01,14909,20774,0.479348377866999,0.7,0.2206516221330009,0.7,0.7,0.725,0.22065162213300094,0.0,1.0000000000000002,0.0,False,6.996618270874023,208,108265,0.0019212118413152912,0.010012515644555695,208,0.01,4928,99637,3492,0,0.0,1.0109920343446939,1.0007284403604655,597,187200,pass,False,strict non-crossing degree-preserving geometry-null sensitivity replicate,1.0,,,0.14672186386829691,,,0.17868401636595346,,,0.7679254141793548,,,0.39345361861962574,,,4.172330798113026,4.172330798113026,0.0,0.25264333926401267,0.25268711534910865,4.377608509598119e-05,0.8482125973602144,0.8593801435137355,0.011167546153521113,0.2269601735197748,0.22079929853708063,-0.006160874982694159,0.31821957635331577,0.3091513221653053,-0.009068254188010494,0.006599168831056441
